HUNDRED_BLOCK,INCIDENT_TYPE,MONTH,YEAR,Latitude,Longitude
BOLIVAR RD / KING GEORGE BLVD,Fatal/Injury Collision,6,2012,49.1190816,-122.8454849
126TH ST / 72ND AVE,Fatal/Injury Collision,6,2012,49.1631928,-122.8830768
104TH AVE / 140TH ST,Fatal/Injury Collision,6,2012,49.0540009,-122.8741897
144TH ST / 56TH AVE,Fatal/Injury Collision,6,2012,49.1771275,-122.8679718
132ND ST / KING GEORGE BLVD,Fatal/Injury Collision,6,2012,49.1944755,-122.8509358
MALL ACCESS / 186TH ST,Fatal/Injury Collision,6,2012,49.126618,-122.8734017
140B ST / 104TH AVE,Fatal/Injury Collision,6,2012,49.1044302,-122.801094
144TH ST / 88TH AVE,Fatal/Injury Collision,6,2012,49.1804704,-122.845495
177B ST / 57TH AVE,Fatal/Injury Collision,6,2012,49.11893569999999,-122.7566326
GROSVENOR RD / HANSEN RD,Fatal/Injury Collision,6,2012,49.1154352,-122.8122173
FRASER HWY / 158TH ST,Fatal/Injury Collision,6,2012,49.1841578,-122.8121007
188TH ST / 56TH AVE,Fatal/Injury Collision,6,2012,49.12401939999999,-122.8233416
135TH ST / 76TH AVE,Fatal/Injury Collision,6,2012,49.1409409,-122.8568244
144TH ST / 100TH AVE,Fatal/Injury Collision,6,2012,49.1337303,-122.8178655
128TH ST / 84TH AVE,Fatal/Injury Collision,6,2012,49.1227457,-122.8233061
160TH ST / FRASER HWY,Fatal/Injury Collision,6,2012,49.0384743,-122.8454567
HYLAND RD / 144TH ST,Fatal/Injury Collision,6,2012,49.158946,-122.8458236
152ND FRTG / 71A AVE,Fatal/Injury Collision,6,2012,49.1503182,-122.8679969
KING GEORGE BLVD / 92ND AVE,Fatal/Injury Collision,6,2012,49.17688039999999,-122.8010288
153RD ST / 100TH AVE,Fatal/Injury Collision,6,2012,49.1916539,-122.8454572
101ST AVE / WHALLEY BLVD,Fatal/Injury Collision,6,2012,49.126618,-122.8734017
102ND AVE / KING GEORGE BLVD,Fatal/Injury Collision,6,2012,49.1045161,-122.8311761
88TH AVE / PARK ACCESS RD,Fatal/Injury Collision,6,2012,49.0674289,-122.820714
140TH ST / 84TH AVE,Fatal/Injury Collision,6,2012,49.0601905,-122.811891
74TH AVE / 148TH ST,Fatal/Injury Collision,6,2012,49.1914609,-122.8124332
100TH AVE / 154TH ST,Fatal/Injury Collision,6,2012,49.111346,-122.701708
64TH AVE / 134TH ST,Fatal/Injury Collision,6,2012,49.0569872,-122.8565265
160TH ST / 32ND AVE,Fatal/Injury Collision,6,2012,49.111511,-122.7445367
152ND ST / 92ND AVE,Fatal/Injury Collision,6,2012,49.1408717,-122.845624
148TH ST / KING GEORGE BLVD,Fatal/Injury Collision,6,2012,49.118949,-122.6913007
168TH ST / 96TH AVE,Fatal/Injury Collision,6,2012,49.1335876,-122.8455784
76TH AVE / 132ND ST,Fatal/Injury Collision,6,2012,49.1771275,-122.8679718
88TH AVE / 159TH ST,Fatal/Injury Collision,6,2012,49.1771248,-122.8900787
64TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,6,2012,49.1012536,-122.6912311
160TH ST / 104TH AVE,Fatal/Injury Collision,6,2012,49.1044302,-122.801094
128TH ST / 63B AVE,Fatal/Injury Collision,6,2012,49.195236,-122.8453941
152ND ST / 56TH AVE,Fatal/Injury Collision,6,2012,49.0455228,-122.7934725
168TH ST / 56TH AVE,Fatal/Injury Collision,6,2012,49.1041218,-122.7126771
52ND AVE / 192ND ST,Fatal/Injury Collision,6,2012,49.1192137,-122.8733633
160TH ST / 108TH AVE,Fatal/Injury Collision,6,2012,49.1190816,-122.8454849
72ND AVE / 144TH ST,Fatal/Injury Collision,6,2012,49.1233774,-122.7350951
115TH AVE / 139TH ST,Fatal/Injury Collision,6,2012,49.118949,-122.6913007
KING GEORGE BLVD / HWY 10,Fatal/Injury Collision,6,2012,49.19413489999999,-122.8884084
KING GEORGE BLVD / HWY 10,Fatal/Injury Collision,6,2012,49.155475,-122.7788222
72ND AVE / 132ND ST,Fatal/Injury Collision,6,2012,49.1698923,-122.8596469
72ND AVE / 130TH ST,Fatal/Injury Collision,6,2012,49.1426887,-122.845647
108TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,6,2012,49.191483,-122.8231132
KING GEORGE BLVD / 102ND AVE,Fatal/Injury Collision,6,2012,49.133595,-122.834452
100TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,6,2012,49.1770442,-122.8513795
192ND ST / 56TH AVE,Fatal/Injury Collision,6,2012,49.1126128,-122.8630826
81ST AVE / KING GEORGE BLVD,Fatal/Injury Collision,6,2012,49.191483,-122.8231132
PATTULLO PL / SCOTT RD,Fatal/Injury Collision,6,2012,49.1553729,-122.8569743
156TH ST / KING GEORGE BLVD,Fatal/Injury Collision,6,2012,49.184382,-122.8565405
KING GEORGE BLVD / GATEWAY DR,Fatal/Injury Collision,6,2012,49.1187702,-122.7423266
104TH AVE / 154A ST,Fatal/Injury Collision,6,2012,49.1286576,-122.7126406
144TH ST / 84TH AVE,Fatal/Injury Collision,6,2012,49.1041489,-122.7384788
172ND ST / 56TH AVE,Fatal/Injury Collision,6,2012,49.1286576,-122.7126406
124TH ST / 80TH AVE,Fatal/Injury Collision,6,2012,49.201761,-122.8876497
68TH AVE / 194TH ST,Fatal/Injury Collision,6,2012,49.16289889999999,-122.8735417
154TH ST / 105TH AVE,Fatal/Injury Collision,6,2012,49.1041526,-122.7017013
176A ST / 56TH AVE,Fatal/Injury Collision,6,2012,49.1989163,-122.8458798
132ND ST / 72ND AVE,Fatal/Injury Collision,6,2012,49.1595916,-122.890364
148TH ST / 104TH AVE,Fatal/Injury Collision,6,2012,49.1336772,-122.8234103
152B ST / 96A AVE,Fatal/Injury Collision,6,2012,49.1771471,-122.8568228
152ND ST / FRASER HWY,Fatal/Injury Collision,6,2012,49.031232,-122.845414
96A AVE / 120TH ST,Fatal/Injury Collision,6,2012,49.1553729,-122.8569743
56TH AVE / 172ND ST,Fatal/Injury Collision,6,2012,49.0456622,-122.7353805
176TH ST / 1ST AVE,Fatal/Injury Collision,6,2012,49.1341438,-122.8902726
64TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,6,2012,49.1410308,-122.8678486
155A ST / 104TH AVE,Fatal/Injury Collision,6,2012,49.1409976,-122.8207853
60TH AVE / 172ND ST,Fatal/Injury Collision,6,2012,49.14816949999999,-122.6907203
152ND ST / 152ND ST OFRP,Fatal/Injury Collision,6,2012,49.1627622,-122.7787677
16TH AVE / 152ND ST,Fatal/Injury Collision,6,2012,49.177161,-122.87923
140TH ST / 80B AVE,Fatal/Injury Collision,6,2012,49.182619,-122.8903376
60TH AVE / 192ND ST,Fatal/Injury Collision,6,2012,49.1131699,-122.68481
108TH AVE / 160TH ST,Fatal/Injury Collision,6,2012,49.1661587,-122.8015676
102A AVE / 150TH ST,Fatal/Injury Collision,6,2012,49.033982,-122.7792553
KING GEORGE BLVD / 78TH AVE,Fatal/Injury Collision,6,2012,49.0540009,-122.8741897
154TH ST / 105TH AVE,Fatal/Injury Collision,6,2012,49.1317172,-122.8511341
72ND AVE / 121ST ST,Fatal/Injury Collision,6,2012,49.1291217,-122.8790219
105A AVE / 132ND ST,Fatal/Injury Collision,6,2012,49.1044302,-122.801094
126TH ST / 88TH AVE,Fatal/Injury Collision,6,2012,49.129968,-122.8385382
152ND ST / 24TH AVE,Fatal/Injury Collision,6,2012,49.0329636,-122.8122004
84TH AVE / 152ND ST,Fatal/Injury Collision,6,2012,49.2064008,-122.8674434
KING GEORGE BLVD / 132ND ST,Fatal/Injury Collision,6,2012,49.14854649999999,-122.8902957
88TH AVE / FRASER HWY,Fatal/Injury Collision,6,2012,49.1861189,-122.8008242
176TH ST / 60TH AVE,Fatal/Injury Collision,6,2012,49.0937774,-122.8177268
80TH AVE / 128TH ST,Fatal/Injury Collision,6,2012,49.137245,-122.8387536
FRASER HWY / 168TH ST,Fatal/Injury Collision,6,2012,49.049347,-122.7569907
168TH ST / 60TH AVE,Fatal/Injury Collision,6,2012,49.162836,-122.8346462
104TH AVE / 150TH ST,Fatal/Injury Collision,6,2012,49.1045161,-122.8311761
154TH ST / 104TH AVE,Fatal/Injury Collision,6,2012,49.1908501,-122.7783601
64TH AVE / 138TH ST,Fatal/Injury Collision,6,2012,49.1411981,-122.8766349
62ND AVE / 128TH ST,Fatal/Injury Collision,6,2012,49.14820599999999,-122.834565
152ND ST / 24TH AVE,Fatal/Injury Collision,6,2012,49.1627081,-122.8458917
126TH ST / 90TH AVE,Fatal/Injury Collision,6,2012,49.1771275,-122.8679718
60TH AVE / 146TH ST,Fatal/Injury Collision,6,2012,49.1044302,-122.801094
80TH AVE / 120A ST,Fatal/Injury Collision,6,2012,49.1266508,-122.8796301
126TH ST / 90TH AVE,Fatal/Injury Collision,6,2012,49.191483,-122.8231132
148TH ST / 104TH AVE,Fatal/Injury Collision,6,2012,49.104164,-122.7336802
126TH ST / 90TH AVE,Fatal/Injury Collision,6,2012,49.106309,-122.8233108
141A ST / 72ND AVE,Fatal/Injury Collision,6,2012,49.18784350000001,-122.8432483
128TH ST / 88TH AVE,Fatal/Injury Collision,6,2012,49.045677,-122.8123161
GRACE RD / SOUTH FRASER WAY,Fatal/Injury Collision,6,2012,49.1661587,-122.8015676
138TH ST / 72ND AVE,Fatal/Injury Collision,6,2012,49.174586,-122.8234233
104TH AVE / 128TH ST,Fatal/Injury Collision,6,2012,49.1335876,-122.8455784
32ND AVE / 184TH ST,Fatal/Injury Collision,6,2012,49.1769204,-122.8346279
124TH ST / 80TH AVE,Fatal/Injury Collision,6,2012,49.170129,-122.790073
175TH ST / 56TH AVE,Fatal/Injury Collision,6,2012,49.1630721,-122.7938233
124TH ST / 70TH AVE,Fatal/Injury Collision,6,2012,49.0674289,-122.820714
76TH AVE / 126A ST,Fatal/Injury Collision,6,2012,49.09508599999999,-122.8012836
100TH AVE / 160TH ST,Fatal/Injury Collision,6,2012,49.1339581,-122.8679659
153RD ST / 101A AVE,Fatal/Injury Collision,6,2012,49.1408717,-122.845624
64TH AVE / 132ND ST,Fatal/Injury Collision,6,2012,49.1690986,-122.8269324
16TH AVE / 131ST ST,Fatal/Injury Collision,6,2012,49.1596929,-122.7985906
159TH ST / FRASER HWY,Fatal/Injury Collision,6,2012,49.1671235,-122.8683959
176TH ST / 8TH AVE,Fatal/Injury Collision,6,2012,49.1670313,-122.80411
131A ST / LINTON WAY,Fatal/Injury Collision,6,2012,49.1392834,-122.8790575
104TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,6,2012,49.1415982,-122.7904697
122ND ST / 88TH AVE,Fatal/Injury Collision,6,2012,49.17551700000001,-122.889858
108TH AVE / 144TH ST,Fatal/Injury Collision,6,2012,49.2026333,-122.875936
64TH AVE / 168TH ST,Fatal/Injury Collision,6,2012,49.1555804,-122.8234572
156TH ST / 104TH AVE,Fatal/Injury Collision,6,2012,49.1557438,-122.7747112
125TH ST / 92ND AVE,Fatal/Injury Collision,6,2012,49.1483885,-122.8790635
128TH ST / 96TH AVE,Fatal/Injury Collision,6,2012,49.180503,-122.812153
24TH AVE / CROYDON DR,Fatal/Injury Collision,6,2012,49.1479339,-122.7565725
130TH ST / 86TH AVE,Fatal/Injury Collision,6,2012,49.1627081,-122.8458917
124TH ST / 68TH AVE,Fatal/Injury Collision,6,2012,49.1335876,-122.8455784
154TH ST / 21ST AVE,Fatal/Injury Collision,6,2012,49.1776012,-122.8345949
KING GEORGE BLVD / 56TH AVE,Fatal/Injury Collision,6,2012,49.1626117,-122.8624334
130TH ST / 72ND AVE,Fatal/Injury Collision,6,2012,49.0311671,-122.8012678
120TH ST / 101ST AVE,Fatal/Injury Collision,6,2012,49.1768481,-122.7789836
90TH AVE / 132ND ST,Fatal/Injury Collision,6,2012,49.1768481,-122.7789836
126TH ST / 68TH AVE,Fatal/Injury Collision,6,2012,49.0518642,-122.8013477
144TH ST / 88TH AVE,Fatal/Injury Collision,6,2012,49.1256536,-122.7062946
124TH ST / 88TH AVE,Fatal/Injury Collision,6,2012,49.133986,-122.8791065
16TH AVE / 152ND ST,Fatal/Injury Collision,6,2012,49.0584111,-122.8093472
126TH ST / 72ND AVE,Fatal/Injury Collision,6,2012,49.1481747,-122.8680774
126TH ST / 92ND AVE,Fatal/Injury Collision,6,2012,49.191447,-122.7380978
KING GEORGE BLVD / 102ND AVE,Fatal/Injury Collision,6,2012,49.1190163,-122.8903248
72ND AVE / 128TH ST,Fatal/Injury Collision,6,2012,49.1263617,-122.8789825
80TH AVE / 161ST ST,Fatal/Injury Collision,6,2012,49.1408717,-122.845624
160TH ST / 76TH AVE,Fatal/Injury Collision,6,2012,49.1297271,-122.712639
64TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,6,2012,49.15742299999999,-122.7790105
GROSVENOR RD / PARK DR,Fatal/Injury Collision,6,2012,49.1339581,-122.8679659
134TH ST / 81ST AVE,Fatal/Injury Collision,6,2012,49.1628918,-122.801562
159TH ST / FRASER HWY,Fatal/Injury Collision,6,2012,49.0382982,-122.7846174
176TH ST / 16TH AVE,Fatal/Injury Collision,6,2012,49.1628117,-122.8235246
102A AVE / 152ND ST,Fatal/Injury Collision,6,2012,49.045677,-122.8123161
184TH ST / 72ND AVE,Fatal/Injury Collision,6,2012,49.0746443,-122.8012227
18A AVE / 145TH ST,Fatal/Injury Collision,6,2012,49.2064008,-122.8674434
176TH ST / FRASER HWY,Fatal/Injury Collision,6,2012,49.17240169999999,-122.8233962
120TH ST / 88TH AVE,Fatal/Injury Collision,6,2012,49.1446295,-122.8678536
153RD ST / 101A AVE,Fatal/Injury Collision,6,2012,49.1988352,-122.8341259
144TH ST / 64TH AVE,Fatal/Injury Collision,6,2012,49.133595,-122.834452
OLD YALE RD / SCOTT RD,Fatal/Injury Collision,6,2012,49.1188307,-122.7351079
72ND AVE / KING GEORGE BLVD,Fatal/Injury Collision,6,2012,49.1044302,-122.801094
68TH AVE / 132ND ST,Fatal/Injury Collision,6,2012,49.0311671,-122.8012678
120TH ST / HOLT RD,Fatal/Injury Collision,6,2012,49.18439009999999,-122.8901225
FRASER HWY / 140TH ST,Fatal/Injury Collision,6,2012,49.0165327,-122.7547832
100TH AVE / 144TH ST,Fatal/Injury Collision,6,2012,49.1895882,-122.8008031
148TH ST / 64TH AVE,Fatal/Injury Collision,6,2012,49.1769204,-122.8346279
133RD ST / 104TH AVE,Fatal/Injury Collision,6,2012,49.1191172,-122.8009159
176TH ST / FRASER HWY,Fatal/Injury Collision,6,2012,49.0746443,-122.8012227
120TH ST / 88TH AVE,Fatal/Injury Collision,6,2012,49.1630721,-122.7938233
148TH ST / 88TH AVE,Fatal/Injury Collision,6,2012,49.0456414,-122.7957715
156TH ST / 88TH AVE,Fatal/Injury Collision,6,2012,49.18109889999999,-122.6904538
96TH AVE / 120TH ST,Fatal/Injury Collision,6,2012,49.1481747,-122.8680774
96TH AVE / 120TH ST,Fatal/Injury Collision,6,2012,49.133631,-122.8427866
32ND AVE / KING GEORGE BLVD,Fatal/Injury Collision,6,2012,49.1405604,-122.7124237
88TH AVE / FRASER HWY,Fatal/Injury Collision,6,2012,49.1190816,-122.8454849
151ST ST / 88A AVE,Fatal/Injury Collision,6,2012,49.13373319999999,-122.8011655
10500 TIMBERLAND RD ,Fatal/Injury Collision,6,2012,49.150842,-122.817614
7300 KING GEORGE BLVD,Fatal/Injury Collision,7,2012,49.111389,-122.707143
7300 KING GEORGE BLVD,Fatal/Injury Collision,7,2012,49.1298665,-122.7007762
12800 104TH AVE ,Fatal/Injury Collision,7,2012,49.0411218,-122.7954236
9000 146TH ST ,Fatal/Injury Collision,7,2012,49.1173638,-122.8287887
14000 108TH AVE ,Fatal/Injury Collision,7,2012,49.186141,-122.806429
12100 NEW MCLELLAN RD,Fatal/Injury Collision,7,2012,49.1627081,-122.8458917
12400 75TH AVE ,Fatal/Injury Collision,7,2012,49.1768169,-122.8066775
15700 80TH AVE ,Fatal/Injury Collision,7,2012,49.0217879,-122.7640531
5800  188TH ST,Fatal/Injury Collision,7,2012,49.1118045,-122.8678125
13100 LINTON WAY ,Fatal/Injury Collision,7,2012,49.18835259999999,-122.8495985
7800 163RD ST ,Fatal/Injury Collision,7,2012,49.18835259999999,-122.8495985
8500 144TH ST ,Fatal/Injury Collision,7,2012,49.1235689,-122.8122283
12900 OLD YALE RD,Fatal/Injury Collision,7,2012,49.1154616,-122.8398754
14600  40TH AVE,Fatal/Injury Collision,7,2012,49.12387620000001,-122.8399063
14600  40TH AVE,Fatal/Injury Collision,7,2012,49.00216469999999,-122.7550507
4300 152ND ST ,Fatal/Injury Collision,7,2012,49.1041526,-122.7017013
10400 KING GEORGE BLVD,Fatal/Injury Collision,7,2012,49.15542689999999,-122.8655102
15200 83B AVE ,Fatal/Injury Collision,7,2012,49.2062391,-122.8562148
12700 CAMPBELL PL ,Fatal/Injury Collision,7,2012,49.0518642,-122.8013477
1800 OCEAN PARK RD,Fatal/Injury Collision,7,2012,49.1804704,-122.845495
14800 88TH AVE ,Fatal/Injury Collision,7,2012,49.1630721,-122.7938233
11900 97A AVE ,Fatal/Injury Collision,7,2012,49.1079119,-122.8354221
7400 KING GEORGE BLVD,Fatal/Injury Collision,7,2012,49.1401753,-122.8902627
9600 137TH ST ,Fatal/Injury Collision,7,2012,49.111293,-122.686518
12800 72ND AVE ,Fatal/Injury Collision,7,2012,49.194899,-122.801694
13100 64TH AVE ,Fatal/Injury Collision,7,2012,49.1044302,-122.801094
19300 ENTERPRISE WAY ,Fatal/Injury Collision,7,2012,49.162836,-122.8346462
14600  40TH AVE,Fatal/Injury Collision,7,2012,49.184278,-122.825864
12600 KING GEORGE BLVD,Fatal/Injury Collision,7,2012,49.1409996,-122.8172734
6800 184A ST ,Fatal/Injury Collision,7,2012,49.164526,-122.790174
9300 120TH ST ,Fatal/Injury Collision,7,2012,49.1507373,-122.7622622
3000 KING GEORGE BLVD,Fatal/Injury Collision,7,2012,49.139065,-122.834504
1800 KING GEORGE BLVD,Fatal/Injury Collision,7,2012,49.16289889999999,-122.8735417
12400 KING GEORGE BLVD,Fatal/Injury Collision,7,2012,49.1627081,-122.8458917
13700 96TH AVE ,Fatal/Injury Collision,7,2012,49.1771471,-122.8568228
3200  184TH ST,Fatal/Injury Collision,7,2012,49.1769204,-122.8346279
18200  88TH AVE,Fatal/Injury Collision,7,2012,49.1989163,-122.8458798
2900 KING GEORGE BLVD,Fatal/Injury Collision,7,2012,49.1335876,-122.8455784
6500 130TH ST ,Fatal/Injury Collision,7,2012,49.1190816,-122.8454849
100 HWY 99 ,Fatal/Injury Collision,7,2012,49.1341438,-122.8902726
19100 48TH AVE ,Fatal/Injury Collision,7,2012,49.1273721,-122.828827
14300 57TH AVE ,Fatal/Injury Collision,7,2012,49.1844224,-122.86209
14300 57TH AVE ,Fatal/Injury Collision,7,2012,49.184221,-122.834188
13100 ENGLISH PL ,Fatal/Injury Collision,7,2012,49.184382,-122.8565405
12800 96TH AVE ,Fatal/Injury Collision,7,2012,49.1843149,-122.8454323
14600 60TH AVE ,Fatal/Injury Collision,7,2012,49.19162,-122.7897491
9700 130TH ST ,Fatal/Injury Collision,7,2012,49.13398309999999,-122.8848226
2700 156TH ST ,Fatal/Injury Collision,7,2012,49.1769127,-122.7955585
5100 152ND ST ,Fatal/Injury Collision,7,2012,49.1191172,-122.8009159
12200 78TH AVE ,Fatal/Injury Collision,7,2012,49.1816831,-122.6890309
15400 98TH AVE ,Fatal/Injury Collision,7,2012,49.126365,-122.8011187
12700 76TH AVE ,Fatal/Injury Collision,7,2012,49.1335876,-122.8455784
14800 68TH AVE ,Fatal/Injury Collision,7,2012,49.1045161,-122.8311761
12700 96A AVE ,Fatal/Injury Collision,7,2012,49.13379,-122.812159
9000  156A ST,Fatal/Injury Collision,7,2012,49.1847066,-122.8913226
7600 134A ST ,Fatal/Injury Collision,7,2012,49.1627081,-122.8458917
8200 172ND ST ,Fatal/Injury Collision,7,2012,49.1190816,-122.8454849
15300 24TH AVE ,Fatal/Injury Collision,7,2012,49.0493165,-122.7487377
9800 190TH ST ,Fatal/Injury Collision,7,2012,49.1482348,-122.7676605
5900 144TH ST ,Fatal/Injury Collision,7,2012,49.1265835,-122.867898
9600 134TH ST ,Fatal/Injury Collision,7,2012,49.1335753,-122.8511542
12200 KING GEORGE BLVD,Fatal/Injury Collision,7,2012,49.1410505,-122.8721666
6800 150TH ST ,Fatal/Injury Collision,7,2012,49.150051,-122.8508115
9000 128TH ST ,Fatal/Injury Collision,7,2012,49.1379885,-122.734677
13600 102ND AVE ,Fatal/Injury Collision,7,2012,49.038397,-122.757101
13700 102ND AVE ,Fatal/Injury Collision,7,2012,49.17169819999999,-122.8680695
17300 2ND AVE ,Fatal/Injury Collision,7,2012,49.1300094,-122.6838477
9800 WHALLEY BLVD ,Fatal/Injury Collision,7,2012,49.18539,-122.834187
8100 120TH ST ,Fatal/Injury Collision,7,2012,49.162622,-122.8653397
14500 108TH AVE ,Fatal/Injury Collision,7,2012,49.1372641,-122.8344657
8200 120TH ST ,Fatal/Injury Collision,7,2012,49.1379885,-122.734677
16500 BEACH RD ,Fatal/Injury Collision,7,2012,49.1618894,-122.8872515
1600 MARTIN DR ,Fatal/Injury Collision,7,2012,49.17699,-122.6987508
15100 100TH AVE ,Fatal/Injury Collision,7,2012,49.134708,-122.8101562
14400 72ND AVE ,Fatal/Injury Collision,7,2012,49.1256536,-122.7062946
7900 152ND ST ,Fatal/Injury Collision,7,2012,49.0330637,-122.8674908
9900 140TH ST ,Fatal/Injury Collision,7,2012,49.140869,-122.848412
10100 KING GEORGE BLVD,Fatal/Injury Collision,7,2012,49.0528945,-122.768066
19300 56TH AVE ,Fatal/Injury Collision,7,2012,49.1481399,-122.8568688
6600 142ND ST ,Fatal/Injury Collision,7,2012,49.1802395,-122.8288574
8400 128TH ST ,Fatal/Injury Collision,7,2012,49.1154411,-122.8384941
12900 GLENGARRY CRES ,Fatal/Injury Collision,7,2012,49.1079398,-122.6824431
17700 56TH AVE ,Fatal/Injury Collision,7,2012,49.176868,-122.84385
13700 CRESCENT RD ,Fatal/Injury Collision,7,2012,49.1339907,-122.8737099
2000 152ND ST ,Fatal/Injury Collision,7,2012,49.1914808,-122.8179335
7200 137TH ST ,Fatal/Injury Collision,7,2012,49.1490939,-122.7534959
12400 88TH AVE ,Fatal/Injury Collision,7,2012,49.1824451,-122.8761395
4600  168TH ST,Fatal/Injury Collision,7,2012,49.2078753,-122.8521891
10100 KING GEORGE BLVD,Fatal/Injury Collision,7,2012,49.1772198,-122.86812
9200 138TH ST ,Fatal/Injury Collision,7,2012,49.1772198,-122.86812
12200 104TH AVE ,Fatal/Injury Collision,7,2012,49.2066154,-122.8643877
12500 88TH AVE ,Fatal/Injury Collision,7,2012,49.1769834,-122.7121852
15400 68TH AVE ,Fatal/Injury Collision,7,2012,49.151674,-122.8512997
14400 76TH AVE ,Fatal/Injury Collision,7,2012,49.184221,-122.834188
15000 61B AVE ,Fatal/Injury Collision,7,2012,49.1628933,-122.8123432
9800 KING GEORGE BLVD,Fatal/Injury Collision,7,2012,49.0310602,-122.7571426
9500 192ND ST ,Fatal/Injury Collision,7,2012,49.20359089999999,-122.836882
17700 60TH AVE ,Fatal/Injury Collision,7,2012,49.1934465,-122.8452072
10600 125B ST ,Fatal/Injury Collision,7,2012,49.144313,-122.8458296
5800 KING GEORGE BLVD,Fatal/Injury Collision,7,2012,49.178799,-122.8344448
5800 KING GEORGE BLVD,Fatal/Injury Collision,7,2012,49.1339581,-122.8679659
8900 152ND ST ,Fatal/Injury Collision,7,2012,49.152274,-122.8903788
6300 166TH ST ,Fatal/Injury Collision,7,2012,49.1591506,-122.790124
3000 152ND ST ,Fatal/Injury Collision,7,2012,49.176868,-122.84385
9400 128TH ST ,Fatal/Injury Collision,7,2012,49.1807785,-122.8649207
15600 109TH AVE ,Fatal/Injury Collision,7,2012,49.1573964,-122.7992737
6400 194TH ST ,Fatal/Injury Collision,7,2012,49.1717615,-122.8617654
13100 106TH AVE ,Fatal/Injury Collision,7,2012,49.1531686,-122.8101746
3000 152ND ST ,Fatal/Injury Collision,7,2012,49.1629204,-122.8735231
7300 KING GEORGE BLVD,Fatal/Injury Collision,7,2012,49.19501529999999,-122.8451955
16200 40TH AVE ,Fatal/Injury Collision,7,2012,49.2040933,-122.8532721
13900  104TH AVE,Fatal/Injury Collision,7,2012,49.1043975,-122.8733728
13000 60A AVE ,Fatal/Injury Collision,7,2012,49.19551149999999,-122.8467065
8600 128TH ST ,Fatal/Injury Collision,7,2012,49.191512,-122.853667
16500 96TH AVE ,Fatal/Injury Collision,7,2012,49.20573599999999,-122.884776
12800 58TH AVE ,Fatal/Injury Collision,7,2012,49.1481481,-122.8456631
9100  160TH ST,Fatal/Injury Collision,7,2012,49.1518914,-122.7933663
2700 158TH ST ,Fatal/Injury Collision,7,2012,49.1587262,-122.8679931
7000 129A ST ,Fatal/Injury Collision,7,2012,49.1595992,-122.8878614
4800  152ND ST,Fatal/Injury Collision,7,2012,49.1878075,-122.8008085
12200 KING GEORGE BLVD,Fatal/Injury Collision,7,2012,49.1564835,-122.828871
5900 136TH ST ,Fatal/Injury Collision,7,2012,49.1043934,-122.8062198
7400 120TH ST ,Fatal/Injury Collision,7,2012,49.1888241,-122.8453146
3000 KING GEORGE BLVD,Fatal/Injury Collision,7,2012,49.16813699999999,-122.807005
9300 128TH ST ,Fatal/Injury Collision,7,2012,49.16165460000001,-122.7902752
8200 128TH ST ,Fatal/Injury Collision,7,2012,49.158946,-122.8458236
15200 34TH AVE ,Fatal/Injury Collision,7,2012,49.13115500000001,-122.8455646
1600 152ND ST ,Fatal/Injury Collision,7,2012,49.1420993,-122.8679305
13700 97A AVE ,Fatal/Injury Collision,7,2012,49.1118528,-122.8404391
13700 60TH AVE ,Fatal/Injury Collision,7,2012,49.133631,-122.8427866
8700 140TH ST ,Fatal/Injury Collision,7,2012,49.060605,-122.797499
12100 77TH AVE ,Fatal/Injury Collision,7,2012,49.178799,-122.8344448
13700 96TH AVE ,Fatal/Injury Collision,7,2012,49.177161,-122.87923
7200 128TH ST ,Fatal/Injury Collision,7,2012,49.14815,-122.8659682
12700 KING GEORGE BLVD,Fatal/Injury Collision,7,2012,49.1825758,-122.8901307
9600 KING GEORGE BLVD,Fatal/Injury Collision,7,2012,49.137245,-122.8387536
13700 74TH AVE ,Fatal/Injury Collision,7,2012,49.1335753,-122.8511542
14400 CHARTWELL DR ,Fatal/Injury Collision,7,2012,49.0312789,-122.8675194
12500 75TH AVE ,Fatal/Injury Collision,7,2012,49.1682847,-122.8012593
13400 83A AVE ,Fatal/Injury Collision,7,2012,49.1157277,-122.7350939
12900 60TH AVE ,Fatal/Injury Collision,7,2012,49.0713272,-122.8011892
14300 71ST AVE ,Fatal/Injury Collision,7,2012,49.180643,-122.8677533
8000 122A ST ,Fatal/Injury Collision,7,2012,49.0804409,-122.6912699
10200 124A ST ,Fatal/Injury Collision,7,2012,49.1466552,-122.8832094
12100  96TH AVE,Fatal/Injury Collision,7,2012,49.0617744,-122.771358
8100 121A ST ,Fatal/Injury Collision,7,2012,49.1699217,-122.8569419
6800 134TH ST ,Fatal/Injury Collision,7,2012,49.0040223,-122.7354194
13400 98B AVE ,Fatal/Injury Collision,7,2012,49.1914631,-122.8258082
19200 70TH AVE ,Fatal/Injury Collision,7,2012,49.20573599999999,-122.884776
13100 72B AVE ,Fatal/Injury Collision,7,2012,49.041745,-122.7888726
12500 66TH AVE ,Fatal/Injury Collision,7,2012,49.155458,-122.8568297
13300 OLD YALE RD,Fatal/Injury Collision,7,2012,49.1188842,-122.789895
