HUNDRED_BLOCK,INCIDENT_TYPE,MONTH,YEAR,Latitude,Longitude
9000 161ST ST ,Fatal/Injury Collision,8,2013,49.0455484,-122.7981714
16200 92ND AVE ,Fatal/Injury Collision,8,2013,49.11872779999999,-122.7290958
15200 84TH AVE ,Fatal/Injury Collision,8,2013,49.1045154,-122.8011739
7000 140TH ST ,Fatal/Injury Collision,8,2013,49.04549129999999,-122.7791439
9100 134TH ST ,Fatal/Injury Collision,8,2013,49.1843145,-122.8432294
14700 90TH AVE ,Fatal/Injury Collision,8,2013,49.0400249,-122.7867271
9100 146A ST ,Fatal/Injury Collision,8,2013,49.1682514,-122.8164862
16900 104TH AVE ,Fatal/Injury Collision,8,2013,49.1915957,-122.7536213
15200 GUILDFORD DR ,Fatal/Injury Collision,8,2013,49.196644,-122.799978
13000 80TH AVE ,Fatal/Injury Collision,8,2013,49.1481511,-122.8622552
3500 168TH ST ,Fatal/Injury Collision,8,2013,49.0655634,-122.7568472
6200 144TH ST ,Fatal/Injury Collision,8,2013,49.1151478,-122.8232765
2100 132A ST ,Fatal/Injury Collision,8,2013,49.0408037,-122.8555478
16000 84TH AVE ,Fatal/Injury Collision,8,2013,49.191558,-122.7953246
6900 KING GEORGE BLVD,Fatal/Injury Collision,8,2013,49.184335,-122.792575
12400 82ND AVE ,Fatal/Injury Collision,8,2013,49.1520418,-122.8793804
13900 104TH AVE ,Fatal/Injury Collision,8,2013,49.06017929999999,-122.7680371
10300 152ND ST ,Fatal/Injury Collision,8,2013,49.1117315,-122.8010487
16000 12TH AVE ,Fatal/Injury Collision,8,2013,49.119286,-122.8790008
15900 FRASER HWY ,Fatal/Injury Collision,8,2013,49.133743,-122.8289021
7100  124TH ST,Fatal/Injury Collision,8,2013,49.1625479,-122.868114
7500 KING GEORGE BLVD,Fatal/Injury Collision,8,2013,49.1699186,-122.8708391
16500 FRASER HWY ,Fatal/Injury Collision,8,2013,49.1765572,-122.8285626
19000 26TH AVE ,Fatal/Injury Collision,8,2013,49.04925919999999,-122.7354669
6400 138TH ST ,Fatal/Injury Collision,8,2013,49.15742299999999,-122.7790105
7000 150A ST ,Fatal/Injury Collision,8,2013,49.2062391,-122.8562148
14700 108TH AVE ,Fatal/Injury Collision,8,2013,49.0492171,-122.8011574
12500 52A AVE ,Fatal/Injury Collision,8,2013,49.0979464,-122.8763111
14500  16TH AVE,Fatal/Injury Collision,8,2013,49.1061607,-122.738214
17500 57TH AVE ,Fatal/Injury Collision,8,2013,49.1059943,-122.7376026
8900 141A ST ,Fatal/Injury Collision,8,2013,49.16455800000001,-122.8312275
7300 KING GEORGE BLVD,Fatal/Injury Collision,8,2013,49.191454,-122.8007962
12600 68TH AVE ,Fatal/Injury Collision,8,2013,49.1332348,-122.8566762
14300 CRESCENT RD ,Fatal/Injury Collision,8,2013,49.135039,-122.8455755
6000 130A ST ,Fatal/Injury Collision,8,2013,49.1063325,-122.7499877
16300 82ND AVE ,Fatal/Injury Collision,8,2013,49.1518467,-122.7702181
17700 60TH AVE ,Fatal/Injury Collision,8,2013,49.11131200000001,-122.732614
19500 66TH AVE ,Fatal/Injury Collision,8,2013,49.1236979,-122.6829644
12400 110TH AVE ,Fatal/Injury Collision,8,2013,49.20244839999999,-122.795315
2200 152ND ST ,Fatal/Injury Collision,8,2013,49.0420944,-122.8011987
7600  145TH ST,Fatal/Injury Collision,8,2013,49.141194,-122.8207639
7300 122ND ST ,Fatal/Injury Collision,8,2013,49.1895882,-122.8008031
100 HWY 99 ,Fatal/Injury Collision,8,2013,49.2229736,-122.9201374
14500  24TH AVE,Fatal/Injury Collision,8,2013,49.0456489,-122.8116148
18200 FRASER HWY ,Fatal/Injury Collision,8,2013,49.1306509,-122.7180252
18400 FRASER HWY ,Fatal/Injury Collision,8,2013,49.1287667,-122.7125864
10300 150TH ST ,Fatal/Injury Collision,8,2013,49.18929540000001,-122.8063934
9500 KING GEORGE BLVD,Fatal/Injury Collision,8,2013,49.1750535,-122.8459479
19300 68TH AVE ,Fatal/Injury Collision,8,2013,49.1263558,-122.6882752
10100 KING GEORGE BLVD,Fatal/Injury Collision,8,2013,49.186183,-122.845107
9300 132ND ST ,Fatal/Injury Collision,8,2013,49.1716643,-122.8568643
10500 154TH ST ,Fatal/Injury Collision,8,2013,49.1932639,-122.7952974
9900  140TH ST,Fatal/Injury Collision,8,2013,49.1916339,-122.8591846
11000 CALEDONIA DR ,Fatal/Injury Collision,8,2013,49.2038515,-122.82284
10300 152ND ST ,Fatal/Injury Collision,8,2013,49.1895882,-122.8008031
12800 16TH AVE ,Fatal/Injury Collision,8,2013,49.15353,-122.8679851
12000 80TH AVE ,Fatal/Injury Collision,8,2013,49.148535,-122.8903833
10100 144TH ST ,Fatal/Injury Collision,8,2013,49.17240169999999,-122.8233962
9000 168TH ST ,Fatal/Injury Collision,8,2013,49.1661248,-122.756641
19400  8TH AVE,Fatal/Injury Collision,8,2013,49.0172828,-122.684412
15900 FRASER HWY ,Fatal/Injury Collision,8,2013,49.1585145,-122.7821627
3200 KING GEORGE BLVD,Fatal/Injury Collision,8,2013,49.06012430000001,-122.8115517
7000 KING GEORGE BLVD,Fatal/Injury Collision,8,2013,49.184207,-122.803969
10700 KING GEORGE BLVD,Fatal/Injury Collision,8,2013,49.1917191,-122.8564401
10200 KING GEORGE BLVD,Fatal/Injury Collision,8,2013,49.1481495,-122.8458354
6300 SUNDANCE DR ,Fatal/Injury Collision,8,2013,49.1804684,-122.8009151
2900 156TH ST ,Fatal/Injury Collision,8,2013,49.1507373,-122.7622622
100 HWY 99 ,Fatal/Injury Collision,8,2013,49.1821092,-122.8456352
12600 60TH AVE ,Fatal/Injury Collision,8,2013,49.1771471,-122.8568228
12600 60TH AVE ,Fatal/Injury Collision,8,2013,49.1679414,-122.8615278
13300 89TH AVE ,Fatal/Injury Collision,8,2013,49.1079119,-122.8354221
6300  120TH ST,Fatal/Injury Collision,8,2013,49.1133076,-122.7238094
12200 KING GEORGE BLVD,Fatal/Injury Collision,8,2013,49.20573599999999,-122.884776
1800 OCEAN PARK RD,Fatal/Injury Collision,8,2013,49.0348177,-122.8753146
16400  56TH AVE,Fatal/Injury Collision,8,2013,49.1043718,-122.7686275
8500 150TH ST ,Fatal/Injury Collision,8,2013,49.0601192,-122.6836832
13000 64TH AVE ,Fatal/Injury Collision,8,2013,49.1771471,-122.8568228
10300  132ND ST,Fatal/Injury Collision,8,2013,49.1530982,-122.8233973
12200 75TH AVE ,Fatal/Injury Collision,8,2013,49.11893569999999,-122.7566326
5700 180TH ST ,Fatal/Injury Collision,8,2013,49.060291,-122.841317
12200 92ND AVE ,Fatal/Injury Collision,8,2013,49.1192137,-122.8733633
7300 128TH ST ,Fatal/Injury Collision,8,2013,49.142365,-122.867944
14700 84TH AVE ,Fatal/Injury Collision,8,2013,49.1483124,-122.8755655
7100 120TH ST ,Fatal/Injury Collision,8,2013,49.1878257,-122.8455894
14000 84TH AVE ,Fatal/Injury Collision,8,2013,49.2064008,-122.8674434
14300 57TH AVE ,Fatal/Injury Collision,8,2013,49.1118528,-122.8404391
13800 FRASER HWY ,Fatal/Injury Collision,8,2013,49.1805428,-122.8389137
12600 59A AVE ,Fatal/Injury Collision,8,2013,49.11081369999999,-122.8726972
12600 72ND AVE ,Fatal/Injury Collision,8,2013,49.1339907,-122.8737099
10600 141ST ST ,Fatal/Injury Collision,8,2013,49.195355,-122.8313425
7600 125TH ST ,Fatal/Injury Collision,8,2013,49.1411981,-122.8766349
16300 FRASER HWY ,Fatal/Injury Collision,8,2013,49.1533981,-122.7690692
12700 68TH AVE ,Fatal/Injury Collision,8,2013,49.1265905,-122.8706645
12000 88TH AVE ,Fatal/Injury Collision,8,2013,49.1635155,-122.8911464
10200 152ND ST ,Fatal/Injury Collision,8,2013,49.1433027,-122.800999
14500 89A AVE ,Fatal/Injury Collision,8,2013,49.16555959999999,-122.8206493
14900 104TH AVE ,Fatal/Injury Collision,8,2013,49.1914858,-122.8089626
9000 141B ST ,Fatal/Injury Collision,8,2013,49.14762409999999,-122.8295956
2700  176TH ST,Fatal/Injury Collision,8,2013,49.0510752,-122.7353919
1800 LILAC DR ,Fatal/Injury Collision,8,2013,49.0342183,-122.7817157
8500 132ND ST ,Fatal/Injury Collision,8,2013,49.20573599999999,-122.884776
13200 87B AVE ,Fatal/Injury Collision,8,2013,49.1620743,-122.8556943
11500 136TH ST ,Fatal/Injury Collision,8,2013,49.11539339999999,-122.8454593
144TH ST / 88TH AVE,Fatal/Injury Collision,8,2013,49.1628117,-122.8235246
107A AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2013,49.1975399,-122.845279
128TH ST / 88TH AVE,Fatal/Injury Collision,8,2013,49.1625479,-122.868114
192ND ST / 56TH AVE,Fatal/Injury Collision,8,2013,49.10453949999999,-122.6911013
124TH ST / 80TH AVE,Fatal/Injury Collision,8,2013,49.1483885,-122.8790635
68A AVE / 192ND ST,Fatal/Injury Collision,8,2013,49.1271515,-122.6909361
190TH ST / 68TH AVE,Fatal/Injury Collision,8,2013,49.1044302,-122.801094
148TH ST / 101A AVE,Fatal/Injury Collision,8,2013,49.18688,-122.812018
8TH AVE / 192ND ST,Fatal/Injury Collision,8,2013,49.0166836,-122.6911526
151ST ST / 98TH AVE,Fatal/Injury Collision,8,2013,49.180492,-122.804004
148TH ST / 74TH AVE,Fatal/Injury Collision,8,2013,49.137358,-122.812211
82ND AVE / 124TH ST,Fatal/Injury Collision,8,2013,49.1520486,-122.8791038
108TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2013,49.1989163,-122.8458798
88TH AVE / HARVIE RD,Fatal/Injury Collision,8,2013,49.162831,-122.698875
148TH ST / 24TH AVE,Fatal/Injury Collision,8,2013,49.045677,-122.8123161
193B ST / 67TH AVE,Fatal/Injury Collision,8,2013,49.12495,-122.686349
68TH AVE / 120TH ST,Fatal/Injury Collision,8,2013,49.1270635,-122.7017535
WHALLEY BLVD / FRASER HWY,Fatal/Injury Collision,8,2013,49.202452,-122.7749073
169TH ST / 56TH AVE,Fatal/Injury Collision,8,2013,49.1770399,-122.6904511
FRASER HWY / 168TH ST,Fatal/Injury Collision,8,2013,49.19934199999999,-122.8676198
176TH ST / 24TH AVE,Fatal/Injury Collision,8,2013,49.11917159999999,-122.8232353
144TH ST / 84TH AVE,Fatal/Injury Collision,8,2013,49.135087,-122.845762
144TH ST / 84TH AVE,Fatal/Injury Collision,8,2013,49.18968580000001,-122.8419093
24TH AVE / 160TH ST,Fatal/Injury Collision,8,2013,49.1376779,-122.8790736
188TH ST / FRASER HWY,Fatal/Injury Collision,8,2013,49.1262003,-122.8260819
8TH AVE / 163A ST,Fatal/Injury Collision,8,2013,49.12669,-122.8677505
32ND AVE / 168TH ST,Fatal/Injury Collision,8,2013,49.0603793,-122.756927
96TH AVE / 176TH ST,Fatal/Injury Collision,8,2013,49.1765485,-122.7348644
104TH AVE / 152ND ST,Fatal/Injury Collision,8,2013,49.1915254,-122.8009848
105TH AVE / 152ND ST,Fatal/Injury Collision,8,2013,49.19317849999999,-122.8007811
104TH AVE / 154A ST,Fatal/Injury Collision,8,2013,49.19148999999999,-122.7938998
KING GEORGE BLVD / 152ND ST,Fatal/Injury Collision,8,2013,49.0518642,-122.8013477
64TH AVE / 142ND ST,Fatal/Injury Collision,8,2013,49.1191654,-122.8288047
156TH ST / FRASER HWY,Fatal/Injury Collision,8,2013,49.1617811,-122.7902613
KING GEORGE BLVD / 102ND AVE,Fatal/Injury Collision,8,2013,49.1878257,-122.8455894
110TH AVE / 124TH ST,Fatal/Injury Collision,8,2013,49.1044302,-122.801094
138TH ST / FRASER HWY,Fatal/Injury Collision,8,2013,49.1807917,-122.8398326
152ND ST / 72ND AVE,Fatal/Injury Collision,8,2013,49.13373319999999,-122.8011655
136A ST / 96TH AVE,Fatal/Injury Collision,8,2013,49.1770514,-122.844196
88TH AVE / 176TH ST,Fatal/Injury Collision,8,2013,49.16259429999999,-122.7348772
134TH ST / 81B AVE,Fatal/Injury Collision,8,2013,49.1512908,-122.8513142
96TH AVE / 140TH ST,Fatal/Injury Collision,8,2013,49.1769204,-122.8346279
192ND ST / 56TH AVE,Fatal/Injury Collision,8,2013,49.10453949999999,-122.6911013
192ND ST / 56TH AVE,Fatal/Injury Collision,8,2013,49.10453949999999,-122.6911013
72ND AVE / 132ND ST,Fatal/Injury Collision,8,2013,49.1337905,-122.8568006
64TH AVE / 148TH ST,Fatal/Injury Collision,8,2013,49.119079,-122.8121891
188TH ST / 68TH AVE,Fatal/Injury Collision,8,2013,49.1044302,-122.801094
KING GEORGE BLVD / BENTLEY RD,Fatal/Injury Collision,8,2013,49.2002305,-122.8471994
62ND AVE / 128TH ST,Fatal/Injury Collision,8,2013,49.11547909999999,-122.8679571
152ND ST / 108TH AVE,Fatal/Injury Collision,8,2013,49.1885039,-122.8500089
KING GEORGE BLVD / 80TH AVE,Fatal/Injury Collision,8,2013,49.1916539,-122.8454572
88TH AVE / 128TH ST,Fatal/Injury Collision,8,2013,49.19163469999999,-122.8431339
100TH AVE / SEMIAHMOO RD,Fatal/Injury Collision,8,2013,49.184409,-122.860335
152ND ST / 32ND AVE,Fatal/Injury Collision,8,2013,49.1703441,-122.8123818
KING GEORGE BLVD / 80TH AVE,Fatal/Injury Collision,8,2013,49.0311342,-122.6913346
152ND ST / 104TH AVE,Fatal/Injury Collision,8,2013,49.1211117,-122.7122706
176TH ST / 64TH AVE,Fatal/Injury Collision,8,2013,49.1188307,-122.7351079
104TH AVE / 160TH ST,Fatal/Injury Collision,8,2013,49.1192137,-122.8733633
88TH AVE / 176TH ST,Fatal/Injury Collision,8,2013,49.1546094,-122.8791011
160TH ST / 80TH AVE,Fatal/Injury Collision,8,2013,49.14826129999999,-122.778851
56TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2013,49.1625479,-122.868114
152ND ST / 72ND AVE,Fatal/Injury Collision,8,2013,49.13373319999999,-122.8011655
140TH ST / 103A AVE,Fatal/Injury Collision,8,2013,49.0518642,-122.8013477
72ND AVE / 148TH ST,Fatal/Injury Collision,8,2013,49.13379,-122.812159
CANARY DR / PARTRIDGE CRES,Fatal/Injury Collision,8,2013,49.201161,-122.805838
32ND AVE / 152ND ST,Fatal/Injury Collision,8,2013,49.0615205,-122.8011519
CROYDON DR / 28TH AVE,Fatal/Injury Collision,8,2013,49.0530351,-122.7929389
64TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2013,49.1190816,-122.8454849
176TH ST / 60TH AVE,Fatal/Injury Collision,8,2013,49.1114306,-122.7350141
24TH AVE / 152ND ST,Fatal/Injury Collision,8,2013,49.052989,-122.8236736
80TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2013,49.1481495,-122.8458354
125B ST / OLD YALE RD,Fatal/Injury Collision,8,2013,49.1976346,-122.8739462
96TH AVE / 148TH ST,Fatal/Injury Collision,8,2013,49.1497975,-122.8456132
176TH ST / 80TH AVE,Fatal/Injury Collision,8,2013,49.1262505,-122.8457025
26TH AVE / 164TH ST,Fatal/Injury Collision,8,2013,49.1860593,-122.8286717
124TH ST / 76TH AVE,Fatal/Injury Collision,8,2013,49.1908501,-122.7783601
132ND ST / 88TH AVE,Fatal/Injury Collision,8,2013,49.13373319999999,-122.8011655
77TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2013,49.1804704,-122.845495
172ND ST / 24TH AVE,Fatal/Injury Collision,8,2013,49.1191172,-122.8009159
100TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2013,49.1508136,-122.8569328
88TH AVE / 120TH ST,Fatal/Injury Collision,8,2013,49.1769822,-122.8458654
WINTER CRES / KING GEORGE BLVD,Fatal/Injury Collision,8,2013,49.061254,-122.813166
96TH AVE / 152ND ST,Fatal/Injury Collision,8,2013,49.178799,-122.8344448
176TH ST / 96TH AVE,Fatal/Injury Collision,8,2013,49.1661587,-122.8015676
84TH AVE / 132ND ST,Fatal/Injury Collision,8,2013,49.1286576,-122.7126406
SCOTT RD / OLD YALE RD,Fatal/Injury Collision,8,2013,49.1991867,-122.8824131
56TH AVE / 177B ST,Fatal/Injury Collision,8,2013,49.1041324,-122.7303
120TH ST / 90TH AVE,Fatal/Injury Collision,8,2013,49.16681699999999,-122.8902746
101ST AVE / 152ND ST,Fatal/Injury Collision,8,2013,49.1861189,-122.8008242
SCOTT RD / 104TH AVE,Fatal/Injury Collision,8,2013,49.19413489999999,-122.8884084
102ND AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2013,49.1878257,-122.8455894
108TH AVE / UNIVERSITY DR,Fatal/Injury Collision,8,2013,49.1989303,-122.8509662
108TH AVE / 150TH ST,Fatal/Injury Collision,8,2013,49.1987477,-122.8061777
82ND AVE / 128TH ST,Fatal/Injury Collision,8,2013,49.1503182,-122.8679969
138TH ST / 70TH AVE,Fatal/Injury Collision,8,2013,49.129968,-122.8385382
160TH ST / 86TH AVE,Fatal/Injury Collision,8,2013,49.1789344,-122.8344263
PRINCE CHARLES BLVD / 96TH AVE,Fatal/Injury Collision,8,2013,49.1430515,-122.7458955
88TH AVE / 128TH ST,Fatal/Injury Collision,8,2013,49.1625479,-122.868114
88TH AVE / 128TH ST,Fatal/Injury Collision,8,2013,49.1190181,-122.6992222
118TH ST / 96TH AVE,Fatal/Injury Collision,8,2013,49.1771338,-122.8957191
88TH AVE / 132ND ST,Fatal/Injury Collision,8,2013,49.19152099999999,-122.8341425
96TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2013,49.178799,-122.8344448
WHALLEY BLVD / 105A AVE,Fatal/Injury Collision,8,2013,49.191443,-122.7982251
96TH AVE / PRINCE CHARLES BLVD,Fatal/Injury Collision,8,2013,49.11886819999999,-122.7624006
KING GEORGE BLVD / 64TH AVE,Fatal/Injury Collision,8,2013,49.0311671,-122.8012678
104TH AVE / 136A ST,Fatal/Injury Collision,8,2013,49.1335059,-122.701657
152ND ST / 72ND AVE,Fatal/Injury Collision,8,2013,49.1041324,-122.7303
76TH AVE / 128TH ST,Fatal/Injury Collision,8,2013,49.1410308,-122.8678486
56TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2013,49.1240854,-122.7125756
156TH ST / 110TH AVE,Fatal/Injury Collision,8,2013,49.1335876,-122.8455784
152ND ST / FRASER HWY,Fatal/Injury Collision,8,2013,49.1392834,-122.8790575
152ND ST / 60TH AVE,Fatal/Injury Collision,8,2013,49.1117315,-122.8010487
168TH ST / 40TH AVE,Fatal/Injury Collision,8,2013,49.1625479,-122.868114
KING GEORGE BLVD / 88TH AVE,Fatal/Injury Collision,8,2013,49.177159,-122.880521
152ND ST / 56TH AVE,Fatal/Injury Collision,8,2013,49.1045154,-122.8011739
152ND ST / 56TH AVE,Fatal/Injury Collision,8,2013,49.1045154,-122.8011739
72ND AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2013,49.1335876,-122.8455784
148TH ST / 104TH AVE,Fatal/Injury Collision,8,2013,49.1914609,-122.8124332
138TH ST / 72ND AVE,Fatal/Injury Collision,8,2013,49.1335528,-122.8385853
152ND ST / FRASER HWY,Fatal/Injury Collision,8,2013,49.0330728,-122.801101
144TH ST / FRASER HWY,Fatal/Injury Collision,8,2013,49.174586,-122.8234233
152ND ST / 86TH AVE,Fatal/Injury Collision,8,2013,49.1592172,-122.8015437
176TH ST / 62ND AVE,Fatal/Injury Collision,8,2013,49.1157277,-122.7350939
KING GEORGE BLVD / 144A ST,Fatal/Injury Collision,8,2013,49.10128150000001,-122.8212644
96TH AVE / 120TH ST,Fatal/Injury Collision,8,2013,49.1771248,-122.8900787
KING GEORGE BLVD / 10TH AVE,Fatal/Injury Collision,8,2013,49.020266,-122.7622218
105A AVE / UNIVERSITY DR,Fatal/Injury Collision,8,2013,49.1944755,-122.8509358
156TH ST / 24TH AVE,Fatal/Injury Collision,8,2013,49.04555389999999,-122.7902369
164TH ST / FRASER HWY,Fatal/Injury Collision,8,2013,49.15292350000001,-122.7678285
96TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2013,49.1769822,-122.8458654
FRASER HWY / 68TH AVE,Fatal/Injury Collision,8,2013,49.1256536,-122.7062946
80TH AVE / 128TH ST,Fatal/Injury Collision,8,2013,49.1807554,-122.8454553
148TH ST / 56TH AVE,Fatal/Injury Collision,8,2013,49.1044272,-122.812312
KING GEORGE BLVD / 68TH AVE,Fatal/Injury Collision,8,2013,49.1262505,-122.8457025
72ND AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2013,49.1335876,-122.8455784
176TH ST / 16TH AVE,Fatal/Injury Collision,8,2013,49.03120320000001,-122.7351642
FRASER HWY / 64TH AVE,Fatal/Injury Collision,8,2013,49.118949,-122.6913007
100TH AVE / 153RD ST,Fatal/Injury Collision,8,2013,49.184244,-122.79818
104TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2013,49.1256536,-122.7062946
74TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2013,49.0166867,-122.7351666
72ND AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2013,49.201761,-122.8876497
102ND AVE / WHALLEY BLVD,Fatal/Injury Collision,8,2013,49.0455918,-122.7738352
122ND ST / 72ND AVE,Fatal/Injury Collision,8,2013,49.191558,-122.7953246
195TH ST / 96TH AVE,Fatal/Injury Collision,8,2013,49.16280769999999,-122.7565282
176TH ST / 64TH AVE,Fatal/Injury Collision,8,2013,49.1118991,-122.856633
72ND AVE / 130TH ST,Fatal/Injury Collision,8,2013,49.05288239999999,-122.6914989
108TH AVE / 144TH ST,Fatal/Injury Collision,8,2013,49.1585145,-122.7821627
148TH ST / 57TH AVE,Fatal/Injury Collision,8,2013,49.1044302,-122.801094
102ND AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2013,49.0456402,-122.8047745
140TH ST / 90TH AVE,Fatal/Injury Collision,8,2013,49.1335753,-122.8511542
152ND ST / 64TH AVE,Fatal/Injury Collision,8,2013,49.1987331,-122.8124861
KING GEORGE BLVD / 104TH AVE,Fatal/Injury Collision,8,2013,49.1842025,-122.8008292
32ND AVE / 136A ST,Fatal/Injury Collision,8,2013,49.15742299999999,-122.7790105
88TH AVE / 146TH ST,Fatal/Injury Collision,8,2013,49.1765485,-122.7348644
121A ST / 84TH AVE,Fatal/Injury Collision,8,2013,49.1555192,-122.8210517
GOLDEN EARS WAY / 192ND ST,Fatal/Injury Collision,8,2013,49.1043921,-122.8060241
GOLDEN EARS WAY / 192ND ST,Fatal/Injury Collision,8,2013,49.0467688,-122.7849348
88TH AVE / 132ND ST,Fatal/Injury Collision,8,2013,49.1269784,-122.8649663
88TH AVE / 156TH ST,Fatal/Injury Collision,8,2013,49.16286359999999,-122.7901955
KING GEORGE BLVD / VICTORY MEMORIAL PK,Fatal/Injury Collision,8,2013,49.1044302,-122.801094
152ND ST / PANORAMA DR,Fatal/Injury Collision,8,2013,49.1084539,-122.800927
105A AVE / WHALLEY BLVD,Fatal/Injury Collision,8,2013,49.0692354,-122.7134627
112A AVE / BRIDGEVIEW DR,Fatal/Injury Collision,8,2013,49.2069617,-122.8674343
32ND AVE DVRS / KING GEORGE BLVD,Fatal/Injury Collision,8,2013,49.15543,-122.7788408
120TH ST / 72ND AVE,Fatal/Injury Collision,8,2013,49.1188307,-122.7351079
88TH AVE / 120TH ST,Fatal/Injury Collision,8,2013,49.11917159999999,-122.8232353
184TH ST / 80TH AVE,Fatal/Injury Collision,8,2013,49.137245,-122.8387536
76TH AVE / 128TH ST,Fatal/Injury Collision,8,2013,49.182697,-122.803967
64TH AVE / 148TH ST,Fatal/Injury Collision,8,2013,49.1843149,-122.8454323
132ND ST / 84TH AVE,Fatal/Injury Collision,8,2013,49.1662818,-122.8568947
79TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2013,49.21074280000001,-122.8139184
124TH ST / 80TH AVE,Fatal/Injury Collision,8,2013,49.21074280000001,-122.8139184
64TH AVE / 144TH ST,Fatal/Injury Collision,8,2013,49.11917159999999,-122.8232353
76TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2013,49.1408717,-122.845624
120TH ST / SCOTT RD,Fatal/Injury Collision,8,2013,49.1891397,-122.8903851
84TH AVE / 122A ST,Fatal/Injury Collision,8,2013,49.155793,-122.8823843
96TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2013,49.1769822,-122.8458654
14TH AVE / 126A ST,Fatal/Injury Collision,8,2013,49.1133672,-122.746013
88TH AVE / 152ND ST,Fatal/Injury Collision,8,2013,49.1628918,-122.801562
138TH ST / 70TH AVE,Fatal/Injury Collision,8,2013,49.129968,-122.8385382
184TH ST / 60TH AVE,Fatal/Injury Collision,8,2013,49.1114316,-122.7127067
72A AVE / 138TH ST,Fatal/Injury Collision,8,2013,49.1346149,-122.8386142
86TH AVE / 128TH ST,Fatal/Injury Collision,8,2013,49.1589677,-122.8680126
134TH ST / 98TH AVE,Fatal/Injury Collision,8,2013,49.180547,-122.851308
128TH ST / 88TH AVE,Fatal/Injury Collision,8,2013,49.1625479,-122.868114
152ND ST / 96TH AVE,Fatal/Injury Collision,8,2013,49.17688039999999,-122.8010288
160TH ST / 28TH AVE,Fatal/Injury Collision,8,2013,49.0528126,-122.7791857
132ND ST / 64TH AVE,Fatal/Injury Collision,8,2013,49.1190681,-122.856495
144TH ST / 104TH AVE,Fatal/Injury Collision,8,2013,49.191483,-122.8231132
192ND ST / 72ND AVE,Fatal/Injury Collision,8,2013,49.133631,-122.6908575
192ND ST / 72ND AVE,Fatal/Injury Collision,8,2013,49.12669,-122.8677505
88TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2013,49.1627081,-122.8458917
154TH ST / 102A AVE,Fatal/Injury Collision,8,2013,49.13166589999999,-122.8344291
172ND ST / 60TH AVE,Fatal/Injury Collision,8,2013,49.1115301,-122.7460385
137TH ST / 91ST AVE,Fatal/Injury Collision,8,2013,49.16817450000001,-122.8430404
184TH ST / 63A AVE,Fatal/Injury Collision,8,2013,49.20573599999999,-122.884776
128TH ST / 84TH AVE,Fatal/Injury Collision,8,2013,49.1554236,-122.8679958
135TH ST / 68TH AVE,Fatal/Injury Collision,8,2013,49.126286,-122.848345
159TH ST / FRASER HWY,Fatal/Injury Collision,8,2013,49.1586564,-122.7822179
152ND ST / 84TH AVE,Fatal/Injury Collision,8,2013,49.15554359999999,-122.8013318
56TH AVE / 168TH ST,Fatal/Injury Collision,8,2013,49.1042239,-122.7567028
KING GEORGE BLVD / 128TH ST,Fatal/Injury Collision,8,2013,49.2064008,-122.8674434
140A ST / 76TH AVE,Fatal/Injury Collision,8,2013,49.14091699999999,-122.833294
151ST ST / 84TH AVE,Fatal/Injury Collision,8,2013,49.0331781,-122.8121933
128TH ST / 99TH AVE,Fatal/Injury Collision,8,2013,49.1805271,-122.8464297
176TH ST / 88TH AVE,Fatal/Injury Collision,8,2013,49.16259429999999,-122.7348772
128TH ST / 82ND AVE,Fatal/Injury Collision,8,2013,49.1503182,-122.8679969
KING GEORGE BLVD / 24TH AVE,Fatal/Injury Collision,8,2013,49.0455228,-122.7934725
KING GEORGE BLVD / 10TH AVE,Fatal/Injury Collision,8,2013,49.020266,-122.7622218
120TH ST / 99TH AVE,Fatal/Injury Collision,8,2013,49.182619,-122.8903376
24TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2013,49.0455228,-122.7934725
165B ST / 108A AVE,Fatal/Injury Collision,8,2013,49.199816,-122.762995
128TH ST / 82ND AVE,Fatal/Injury Collision,8,2013,49.1503182,-122.8679969
148TH ST / FRASER HWY,Fatal/Injury Collision,8,2013,49.1703441,-122.8123818
