HUNDRED_BLOCK,INCIDENT_TYPE,MONTH,YEAR,LATITUDE,LONGTITUDE
156TH ST / 84TH AVE,Fatal/Injury Collision,4,2011,49.15551199999999,-122.7901254
128TH ST / KING GEORGE BLVD,Fatal/Injury Collision,4,2011,49.2064008,-122.8674434
64TH AVE / 144TH ST,Fatal/Injury Collision,4,2011,49.11917159999999,-122.8232353
80TH AVE / 128TH ST,Fatal/Injury Collision,4,2011,49.1481747,-122.8680774
146TH ST / 108TH AVE,Fatal/Injury Collision,4,2011,49.1987561,-122.8174121
72ND AVE / KING GEORGE BLVD,Fatal/Injury Collision,4,2011,49.1335876,-122.8455784
88TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,4,2011,49.1627081,-122.8458917
137TH ST / 74TH AVE,Fatal/Injury Collision,4,2011,49.137212,-122.842832
104TH AVE / UNIVERSITY DR,Fatal/Injury Collision,4,2011,49.1916047,-122.8504793
91ST AVE / ROBERTSON DR,Fatal/Injury Collision,4,2011,49.1682334,-122.8714459
128TH ST / 80TH AVE,Fatal/Injury Collision,4,2011,49.1481747,-122.8680774
82ND AVE / 120TH ST,Fatal/Injury Collision,4,2011,49.152274,-122.8903788
130TH ST / 84TH AVE,Fatal/Injury Collision,4,2011,49.1553623,-122.8622979
BEAR CREEK DR / 140TH ST,Fatal/Injury Collision,4,2011,49.15104100000001,-122.8345736
72ND AVE / 138TH ST,Fatal/Injury Collision,4,2011,49.1335528,-122.8385853
132ND ST / 84TH AVE,Fatal/Injury Collision,4,2011,49.1553729,-122.8569743
KING GEORGE BLVD / 56TH AVE,Fatal/Injury Collision,4,2011,49.1045161,-122.8311761
102ND AVE / UNIVERSITY DR,Fatal/Injury Collision,4,2011,49.1885039,-122.8500089
10TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,4,2011,49.020266,-122.7622218
96TH AVE / 190TH ST,Fatal/Injury Collision,4,2011,49.17701230000001,-122.6960806
96TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,4,2011,49.1769822,-122.8458654
142ND ST / 60TH AVE,Fatal/Injury Collision,4,2011,49.111846,-122.828829
104TH AVE / 156TH ST,Fatal/Injury Collision,4,2011,49.19162,-122.7897491
144TH ST / 72ND AVE,Fatal/Injury Collision,4,2011,49.1336772,-122.8234103
KING GEORGE BLVD / 64TH AVE,Fatal/Injury Collision,4,2011,49.1190816,-122.8454849
128TH ST / 22ND AVE,Fatal/Injury Collision,4,2011,49.042573,-122.8673998
85TH AVE / 120TH ST,Fatal/Injury Collision,4,2011,49.1573971,-122.8903631
120TH ST / 70TH AVE,Fatal/Injury Collision,4,2011,49.13037,-122.8904159
176TH ST / 56TH AVE,Fatal/Injury Collision,4,2011,49.1041901,-122.7350103
104TH AVE / UNIVERSITY DR,Fatal/Injury Collision,4,2011,49.1916047,-122.8504793
140TH ST / FRASER HWY,Fatal/Injury Collision,4,2011,49.178799,-122.8344448
88TH AVE / NORDEL WAY,Fatal/Injury Collision,4,2011,49.1631928,-122.8830768
128TH ST / 22ND AVE,Fatal/Injury Collision,4,2011,49.042573,-122.8673998
64TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,4,2011,49.1190816,-122.8454849
64TH AVE / 152ND ST,Fatal/Injury Collision,4,2011,49.1191172,-122.8009159
92ND AVE / 132ND ST,Fatal/Injury Collision,4,2011,49.1699346,-122.8568797
88TH AVE / 160TH ST,Fatal/Injury Collision,4,2011,49.1627622,-122.7787677
168TH ST / 78TH AVE,Fatal/Injury Collision,4,2011,49.1445212,-122.7565022
CRESCENT RD / 140TH ST,Fatal/Injury Collision,4,2011,49.0673318,-122.8342737
60TH AVE / 142ND ST,Fatal/Injury Collision,4,2011,49.111846,-122.828829
104TH AVE / 152ND ST,Fatal/Injury Collision,4,2011,49.1915254,-122.8009848
96TH AVE / 140TH ST,Fatal/Injury Collision,4,2011,49.1769204,-122.8346279
104TH AVE / 132ND ST,Fatal/Injury Collision,4,2011,49.1917191,-122.8564401
108TH AVE / CITY PKWY,Fatal/Injury Collision,4,2011,49.1989026,-122.8487967
140TH ST / 88TH AVE,Fatal/Injury Collision,4,2011,49.162836,-122.8346462
128TH ST / 80TH AVE,Fatal/Injury Collision,4,2011,49.1481747,-122.8680774
144TH ST / 72ND AVE,Fatal/Injury Collision,4,2011,49.1336772,-122.8234103
154TH ST / 101A AVE,Fatal/Injury Collision,4,2011,49.187036,-122.7953939
64TH AVE / 142ND ST,Fatal/Injury Collision,4,2011,49.1191654,-122.8288047
KING GEORGE BLVD / 102ND AVE,Fatal/Injury Collision,4,2011,49.1878257,-122.8455894
100TH AVE / 160TH ST,Fatal/Injury Collision,4,2011,49.184366,-122.778617
KING GEORGE BLVD / 102ND AVE,Fatal/Injury Collision,4,2011,49.1878257,-122.8455894
104TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,4,2011,49.1916539,-122.8454572
64TH AVE / 176TH ST,Fatal/Injury Collision,4,2011,49.1188307,-122.7351079
95TH AVE / 120TH ST,Fatal/Injury Collision,4,2011,49.1744809,-122.8901335
67TH AVE / 150A ST,Fatal/Injury Collision,4,2011,49.124407,-122.805299
176TH ST / 58TH AVE,Fatal/Injury Collision,4,2011,49.107799,-122.734958
152ND ST / KING GEORGE BLVD,Fatal/Injury Collision,4,2011,49.0518642,-122.8013477
152ND ST / 88TH AVE,Fatal/Injury Collision,4,2011,49.1628918,-122.801562
99TH AVE / 128TH ST,Fatal/Injury Collision,4,2011,49.1822066,-122.867725
64TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,4,2011,49.1190816,-122.8454849
128TH ST / 80TH AVE,Fatal/Injury Collision,4,2011,49.1481747,-122.8680774
KING GEORGE BLVD / 80TH AVE,Fatal/Injury Collision,4,2011,49.1481495,-122.8458354
176TH ST / 56TH AVE,Fatal/Injury Collision,4,2011,49.1041901,-122.7350103
150TH ST / 88TH AVE,Fatal/Injury Collision,4,2011,49.162898,-122.80694
168TH ST / 88TH AVE,Fatal/Injury Collision,4,2011,49.16280769999999,-122.7565282
64TH AVE / FRASER HWY,Fatal/Injury Collision,4,2011,49.118949,-122.6913007
96TH AVE / 122ND ST,Fatal/Injury Collision,4,2011,49.17715399999999,-122.884627
56TH AVE / 152ND ST,Fatal/Injury Collision,4,2011,49.1045154,-122.8011739
KING GEORGE BLVD / 24TH AVE,Fatal/Injury Collision,4,2011,49.0455228,-122.7934725
132ND ST / 80TH AVE,Fatal/Injury Collision,4,2011,49.1481399,-122.8568688
156TH ST / 82ND AVE,Fatal/Injury Collision,4,2011,49.151867,-122.790129
FRASER HWY / 164TH ST,Fatal/Injury Collision,4,2011,49.15292350000001,-122.7678285
104TH AVE / 140TH ST,Fatal/Injury Collision,4,2011,49.19152099999999,-122.8341425
125A ST / 113B AVE,Fatal/Injury Collision,4,2011,49.2089595,-122.8744349
124TH ST / 92ND AVE,Fatal/Injury Collision,4,2011,49.1702321,-122.8792693
132ND ST / 78TH AVE,Fatal/Injury Collision,4,2011,49.14456490000001,-122.8567819
188TH ST / FRASER HWY,Fatal/Injury Collision,4,2011,49.1237106,-122.7017048
FRASER HWY / FLEETWOOD WAY,Fatal/Injury Collision,4,2011,49.16476309999999,-122.7978989
128TH ST / 82ND AVE,Fatal/Injury Collision,4,2011,49.1503182,-122.8679969
168TH ST / GREENWAY DR,Fatal/Injury Collision,4,2011,49.1573569,-122.7566748
72ND AVE / 122ND ST,Fatal/Injury Collision,4,2011,49.13398309999999,-122.8848226
144TH ST / 74TH AVE,Fatal/Injury Collision,4,2011,49.137355,-122.823364
96TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,4,2011,49.1769822,-122.8458654
120TH ST / 80TH AVE,Fatal/Injury Collision,4,2011,49.14854649999999,-122.8902957
82ND AVE / 146TH ST,Fatal/Injury Collision,4,2011,49.151839,-122.817619
104TH AVE / 160TH ST,Fatal/Injury Collision,4,2011,49.1908501,-122.7783601
80TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,4,2011,49.1481495,-122.8458354
120TH ST / 80TH AVE,Fatal/Injury Collision,4,2011,49.14854649999999,-122.8902957
160TH ST / 82ND AVE,Fatal/Injury Collision,4,2011,49.1044302,-122.801094
168TH ST / GREENWAY DR,Fatal/Injury Collision,4,2011,49.1573569,-122.7566748
88TH AVE / 160TH ST,Fatal/Injury Collision,4,2011,49.1627622,-122.7787677
128TH ST / 96TH AVE,Fatal/Injury Collision,4,2011,49.1771275,-122.8679718
148TH ST / 28TH AVE,Fatal/Injury Collision,4,2011,49.0529237,-122.8121787
152ND ST / 32ND AVE,Fatal/Injury Collision,4,2011,49.0615205,-122.8011519
KING GEORGE BLVD / 102ND AVE,Fatal/Injury Collision,4,2011,49.1878257,-122.8455894
152ND ST / 88TH AVE,Fatal/Injury Collision,4,2011,49.1628918,-122.801562
168TH ST / FRASER HWY,Fatal/Injury Collision,4,2011,49.1479339,-122.7565725
142A ST / 88TH AVE,Fatal/Injury Collision,4,2011,49.1627929,-122.8277177
160TH ST / 24TH AVE,Fatal/Injury Collision,4,2011,49.04549129999999,-122.7791439
64TH AVE / 176TH ST,Fatal/Injury Collision,4,2011,49.1188307,-122.7351079
100TH AVE / 148TH ST,Fatal/Injury Collision,4,2011,49.1841578,-122.8121007
80TH AVE / 133A ST,Fatal/Injury Collision,4,2011,49.1481621,-122.8526748
176TH ST / 64TH AVE,Fatal/Injury Collision,4,2011,49.1188307,-122.7351079
68TH AVE / 124TH ST,Fatal/Injury Collision,4,2011,49.1266579,-122.879004
56A AVE / 176TH ST,Fatal/Injury Collision,4,2011,49.1050781,-122.7349729
FRASER HWY / 148TH ST,Fatal/Injury Collision,4,2011,49.1703441,-122.8123818
102A AVE / 154TH ST,Fatal/Injury Collision,4,2011,49.1887896,-122.795377
148TH ST / 76TH AVE,Fatal/Injury Collision,4,2011,49.141036,-122.812234
84TH AVE / 160TH ST,Fatal/Injury Collision,4,2011,49.15543,-122.7788408
160TH ST / 90TH AVE,Fatal/Injury Collision,4,2011,49.166472,-122.778858
PANORAMA DR / 57TH AVE,Fatal/Injury Collision,4,2011,49.1057252,-122.8059629
80TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,4,2011,49.1481495,-122.8458354
KING GEORGE BLVD / 68TH AVE,Fatal/Injury Collision,4,2011,49.1262505,-122.8457025
74TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,4,2011,49.1371466,-122.8456069
74TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,4,2011,49.1371466,-122.8456069
72ND AVE / KING GEORGE BLVD,Fatal/Injury Collision,4,2011,49.1335876,-122.8455784
80TH AVE / 140TH ST,Fatal/Injury Collision,4,2011,49.14820599999999,-122.834565
69A AVE / 128TH ST,Fatal/Injury Collision,4,2011,49.1294828,-122.8677337
16TH AVE / 164TH ST,Fatal/Injury Collision,4,2011,49.1044302,-122.801094
188TH ST / 68TH AVE,Fatal/Injury Collision,4,2011,49.1044302,-122.801094
108TH AVE / 152ND ST,Fatal/Injury Collision,4,2011,49.198728,-122.800842
SOUTH FRASER WAY / TANNERY RD,Fatal/Injury Collision,4,2011,49.1984295,-122.8914089
128TH ST / 16TH AVE,Fatal/Injury Collision,4,2011,49.0312789,-122.8675194
140TH ST / FRASER HWY,Fatal/Injury Collision,4,2011,49.178799,-122.8344448
20TH AVE / 140TH ST,Fatal/Injury Collision,4,2011,49.0384669,-122.8343778
64TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,4,2011,49.1190816,-122.8454849
35TH AVE / CRESCENT RD,Fatal/Injury Collision,4,2011,49.065504,-122.8384527
176TH ST / 16TH AVE,Fatal/Injury Collision,4,2011,49.03120320000001,-122.7351642
KING GEORGE BLVD / CRESCENT RD,Fatal/Injury Collision,4,2011,49.0674289,-122.820714
128TH ST / 96TH AVE,Fatal/Injury Collision,4,2011,49.1771275,-122.8679718
68TH AVE / 132ND ST,Fatal/Injury Collision,4,2011,49.126411,-122.8567036
64TH AVE / 126TH ST,Fatal/Injury Collision,4,2011,49.1192137,-122.8733633
84TH AVE / 120TH ST,Fatal/Injury Collision,4,2011,49.1559985,-122.8904597
148TH ST / 64TH AVE,Fatal/Injury Collision,4,2011,49.119079,-122.8121891
152ND ST / 68TH AVE,Fatal/Injury Collision,4,2011,49.126365,-122.8011187
176TH ST / 88TH AVE,Fatal/Injury Collision,4,2011,49.16259429999999,-122.7348772
192ND ST / 72ND AVE,Fatal/Injury Collision,4,2011,49.133631,-122.6908575
152ND ST / 84TH AVE,Fatal/Injury Collision,4,2011,49.15554359999999,-122.8013318
80TH AVE / HARVIE RD,Fatal/Injury Collision,4,2011,49.147943,-122.7200949
96TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,4,2011,49.1769822,-122.8458654
152ND ST / FRASER HWY,Fatal/Injury Collision,4,2011,49.1661587,-122.8015676
60TH AVE / 176TH ST,Fatal/Injury Collision,4,2011,49.1114306,-122.7350141
80TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,4,2011,49.1481495,-122.8458354
176TH ST / FRASER HWY,Fatal/Injury Collision,4,2011,49.1379885,-122.734677
KING GEORGE BLVD / 70A AVE,Fatal/Injury Collision,4,2011,49.1302725,-122.8455579
100TH AVE / 144TH ST,Fatal/Injury Collision,4,2011,49.1840916,-122.823093
102A AVE / 152ND ST,Fatal/Injury Collision,4,2011,49.1887353,-122.8009966
84TH AVE / 152ND ST,Fatal/Injury Collision,4,2011,49.15554359999999,-122.8013318
144B ST / 71ST AVE,Fatal/Injury Collision,4,2011,49.1320546,-122.8210301
80TH AVE / 120TH ST,Fatal/Injury Collision,4,2011,49.14854649999999,-122.8902957
88TH AVE / 144TH ST,Fatal/Injury Collision,4,2011,49.1628117,-122.8235246
128TH ST / 102ND AVE,Fatal/Injury Collision,4,2011,49.1880229,-122.8676882
72ND AVE / 138TH ST,Fatal/Injury Collision,4,2011,49.1335528,-122.8385853
182ND ST / 56TH AVE,Fatal/Injury Collision,4,2011,49.1041314,-122.7183968
104TH AVE / 152ND ST,Fatal/Injury Collision,4,2011,49.1915254,-122.8009848
96TH AVE / 128TH ST,Fatal/Injury Collision,4,2011,49.1771275,-122.8679718
104TH AVE / 132ND ST,Fatal/Injury Collision,4,2011,49.1917191,-122.8564401
110TH AVE / 164TH ST,Fatal/Injury Collision,4,2011,49.20252929999999,-122.7675145
132ND ST / 72ND AVE,Fatal/Injury Collision,4,2011,49.1337905,-122.8568006
KING GEORGE BLVD / 152ND ST,Fatal/Injury Collision,4,2011,49.0518642,-122.8013477
176TH ST / 104TH AVE,Fatal/Injury Collision,4,2011,49.191447,-122.7384679
148TH ST / 20TH AVE,Fatal/Injury Collision,4,2011,49.0384858,-122.8121521
72ND AVE / 122ND ST,Fatal/Injury Collision,4,2011,49.13398309999999,-122.8848226
CRESCENT RD / 128TH ST,Fatal/Injury Collision,4,2011,49.0530552,-122.8673143
72ND AVE / KING GEORGE BLVD,Fatal/Injury Collision,4,2011,49.1335876,-122.8455784
96TH AVE / FRASER HWY,Fatal/Injury Collision,4,2011,49.1765572,-122.8285626
96TH AVE / 172ND ST,Fatal/Injury Collision,4,2011,49.1769913,-122.745906
132ND ST / 72ND AVE,Fatal/Injury Collision,4,2011,49.1337905,-122.8568006
150TH ST / 67A AVE,Fatal/Injury Collision,4,2011,49.125509,-122.806604
152ND ST / 56TH AVE,Fatal/Injury Collision,4,2011,49.1045154,-122.8011739
64TH AVE / 148TH ST,Fatal/Injury Collision,4,2011,49.119079,-122.8121891
95TH AVE / 120TH ST,Fatal/Injury Collision,4,2011,49.1744809,-122.8901335
96TH AVE / 162A ST,Fatal/Injury Collision,4,2011,49.1768772,-122.772038
64TH AVE / 124TH ST,Fatal/Injury Collision,4,2011,49.119286,-122.8790008
32ND AVE OFRP / HWY 99,Fatal/Injury Collision,4,2011,49.1044302,-122.801094
92ND AVE / KING GEORGE BLVD,Fatal/Injury Collision,4,2011,49.1700423,-122.8459267
KING GEORGE BLVD / 16TH AVE,Fatal/Injury Collision,4,2011,49.0310683,-122.7755382
72ND AVE / 128TH ST,Fatal/Injury Collision,4,2011,49.1339581,-122.8679659
122ND ST / 92ND AVE,Fatal/Injury Collision,4,2011,49.1703445,-122.8847243
144TH ST / FRASER HWY,Fatal/Injury Collision,4,2011,49.174586,-122.8234233
81ST AVE / 132A ST,Fatal/Injury Collision,4,2011,49.1500851,-122.855498
122ND ST / 100A AVE,Fatal/Injury Collision,4,2011,49.1857042,-122.8839666
6300 148TH ST,Fatal/Injury Collision,5,2011,49.11727070000001,-122.8121843
10100 154TH ST,Fatal/Injury Collision,5,2011,49.1863705,-122.7952634
7800 123RD ST,Fatal/Injury Collision,5,2011,49.1448917,-122.8816484
12800 96TH AVE,Fatal/Injury Collision,5,2011,49.1771103,-122.8693067
7300 122A ST,Fatal/Injury Collision,5,2011,49.1356234,-122.8845971
7500 160TH ST,Fatal/Injury Collision,5,2011,49.1438691,-122.7788482
8700 134B ST,Fatal/Injury Collision,5,2011,49.1134084,-122.8500205
13300 98A AVE,Fatal/Injury Collision,5,2011,49.1820039,-122.8537381
12300 96TH AVE,Fatal/Injury Collision,5,2011,49.1771592,-122.8820247
8400 KING GEORGE BLVD,Fatal/Injury Collision,5,2011,49.1554229,-122.8457836
9400 151A ST,Fatal/Injury Collision,5,2011,49.1734089,-122.8025322
10100 144TH ST,Fatal/Injury Collision,5,2011,49.17240169999999,-122.8233962
15900 98TH AVE,Fatal/Injury Collision,5,2011,49.18060910000001,-122.7817574
4200 KING GEORGE BLVD,Fatal/Injury Collision,5,2011,49.0780441,-122.8215898
6700  152ND ST,Fatal/Injury Collision,5,2011,49.1241995,-122.8009451
10800 SCOTT RD,Fatal/Injury Collision,5,2011,49.1992652,-122.8823185
9000 152ND ST,Fatal/Injury Collision,5,2011,49.1660884,-122.8013841
14000 GROSVENOR RD,Fatal/Injury Collision,5,2011,49.2051399,-122.8339986
14500 84TH AVE,Fatal/Injury Collision,5,2011,49.1555192,-122.8210517
15100 56TH AVE,Fatal/Injury Collision,5,2011,49.1043753,-122.804057
15300 FRASER HWY,Fatal/Injury Collision,5,2011,49.1648441,-122.7984297
7400 120TH ST,Fatal/Injury Collision,5,2011,49.1371263,-122.8902304
12800  96TH AVE,Fatal/Injury Collision,5,2011,49.1771103,-122.8693067
2500 KING GEORGE BLVD,Fatal/Injury Collision,5,2011,49.0475719,-122.7959903
15100 88TH AVE,Fatal/Injury Collision,5,2011,49.1627857,-122.8042092
19100 48TH AVE,Fatal/Injury Collision,5,2011,49.0895312,-122.6936342
3000 152ND ST,Fatal/Injury Collision,5,2011,49.0563811,-122.8010909
2000 152ND ST,Fatal/Injury Collision,5,2011,49.0381351,-122.8011323
6400 136A ST,Fatal/Injury Collision,5,2011,49.1136598,-122.8440818
13100 84TH AVE,Fatal/Injury Collision,5,2011,49.1553516,-122.8598311
12200 KING GEORGE BLVD,Fatal/Injury Collision,5,2011,49.20573599999999,-122.884776
7100 129A ST,Fatal/Injury Collision,5,2011,49.1320889,-122.863566
7800 132ND ST,Fatal/Injury Collision,5,2011,49.1446591,-122.8567653
13900 72ND AVE,Fatal/Injury Collision,5,2011,49.1335616,-122.8363554
13700  76TH AVE,Fatal/Injury Collision,5,2011,49.1407615,-122.8415229
7500 KING GEORGE BLVD,Fatal/Injury Collision,5,2011,49.1387438,-122.8456021
15000 54A AVE,Fatal/Injury Collision,5,2011,49.1014752,-122.807551
19000 16TH AVE,Fatal/Injury Collision,5,2011,49.0310937,-122.6963102
4300 KING GEORGE BLVD,Fatal/Injury Collision,5,2011,49.0798844,-122.8210325
8300 140TH ST,Fatal/Injury Collision,5,2011,49.1511027,-122.8345556
7300 KING GEORGE BLVD,Fatal/Injury Collision,5,2011,49.135039,-122.8455755
10300 KING GEORGE BLVD,Fatal/Injury Collision,5,2011,49.1888241,-122.8453146
12300 PATTULLO PL,Fatal/Injury Collision,5,2011,49.2034934,-122.8800923
12500 91ST AVE,Fatal/Injury Collision,5,2011,49.1681055,-122.8747989
4300 KING GEORGE BLVD,Fatal/Injury Collision,5,2011,49.0798844,-122.8210325
15100 FRASER HWY,Fatal/Injury Collision,5,2011,49.1669762,-122.804004
15400 32ND AVE,Fatal/Injury Collision,5,2011,49.06010180000001,-122.7934879
7500 140TH ST,Fatal/Injury Collision,5,2011,49.1393833,-122.8344883
10100 176TH ST,Fatal/Injury Collision,5,2011,49.1863581,-122.7343329
10100 176TH ST,Fatal/Injury Collision,5,2011,49.1863581,-122.7343329
17600 66A AVE,Fatal/Injury Collision,5,2011,49.1233653,-122.7348866
5600 168TH ST,Fatal/Injury Collision,5,2011,49.1042514,-122.7566881
15700 16TH AVE,Fatal/Injury Collision,5,2011,49.03107869999999,-122.7872472
1600 152ND ST,Fatal/Injury Collision,5,2011,49.031169,-122.8011413
14300 57TH AVE,Fatal/Injury Collision,5,2011,49.1063325,-122.7499877
10200 KING GEORGE BLVD,Fatal/Injury Collision,5,2011,49.1878338,-122.8453573
14900 62ND AVE,Fatal/Injury Collision,5,2011,49.1154674,-122.8093608
9800 128A ST,Fatal/Injury Collision,5,2011,49.2008788,-122.8668615
13500 88TH AVE,Fatal/Injury Collision,5,2011,49.1626678,-122.8485131
3300 156A ST,Fatal/Injury Collision,5,2011,49.06216130000001,-122.7899007
18200 64TH AVE,Fatal/Injury Collision,5,2011,49.1187023,-122.7184947
7500 KING GEORGE BLVD,Fatal/Injury Collision,5,2011,49.1387438,-122.8456021
5600 180TH ST,Fatal/Injury Collision,5,2011,49.1040183,-122.7239197
7300 122ND ST,Fatal/Injury Collision,5,2011,49.1356234,-122.8845971
6400 KING GEORGE BLVD,Fatal/Injury Collision,5,2011,49.1192522,-122.8456845
6400 KING GEORGE BLVD,Fatal/Injury Collision,5,2011,49.1192522,-122.8456845
7100 126TH ST,Fatal/Injury Collision,5,2011,49.1320227,-122.8734434
12800 OLD YALE RD,Fatal/Injury Collision,5,2011,49.1970413,-122.8670135
9400 KING GEORGE BLVD,Fatal/Injury Collision,5,2011,49.1736823,-122.8459035
15700 16TH AVE,Fatal/Injury Collision,5,2011,49.03107869999999,-122.7872472
15900 FRASER HWY,Fatal/Injury Collision,5,2011,49.1585145,-122.7821627
17900 0TH AVE,Fatal/Injury Collision,5,2011,49.0021582,-122.7311214
13400 56TH AVE,Fatal/Injury Collision,5,2011,49.1045128,-122.851261
12800 76TH AVE,Fatal/Injury Collision,5,2011,49.1410175,-122.8679862
12600 72ND AVE,Fatal/Injury Collision,5,2011,49.1339907,-122.8737099
2000 156TH ST,Fatal/Injury Collision,5,2011,49.0384476,-122.7902268
19500 LANGLEY BPS,Fatal/Injury Collision,5,2011,49.1079398,-122.6824431
1600 128TH ST,Fatal/Injury Collision,5,2011,49.0312785,-122.8675006
12600 80TH AVE,Fatal/Injury Collision,5,2011,49.1482912,-122.7994063
19000 24TH AVE,Fatal/Injury Collision,5,2011,49.045683,-122.6966359
12600 64TH AVE,Fatal/Injury Collision,5,2011,49.1190985,-122.8737943
16200 83RD AVE,Fatal/Injury Collision,5,2011,49.1536535,-122.7732601
2400 160TH ST,Fatal/Injury Collision,5,2011,49.0422373,-122.7791925
7500 120TH ST,Fatal/Injury Collision,5,2011,49.1391429,-122.8894285
15100 56TH AVE,Fatal/Injury Collision,5,2011,49.1043753,-122.804057
14100 COLEBROOK RD,Fatal/Injury Collision,5,2011,49.096463,-122.8317017
14200 COLEBROOK RD,Fatal/Injury Collision,5,2011,49.0966193,-122.8289043
15400 17TH AVE,Fatal/Injury Collision,5,2011,49.0340303,-122.809107
3900 152ND ST,Fatal/Injury Collision,5,2011,49.07428729999999,-122.8010961
8500 156TH ST,Fatal/Injury Collision,5,2011,49.1574792,-122.7899065
15700 96A AVE,Fatal/Injury Collision,5,2011,49.1779594,-122.8612002
13600 76TH AVE,Fatal/Injury Collision,5,2011,49.14088539999999,-122.8453621
10200 KING GEORGE BLVD,Fatal/Injury Collision,5,2011,49.1878338,-122.8453573
14900 102A AVE,Fatal/Injury Collision,5,2011,49.1888818,-122.8089734
10300 KING GEORGE BLVD,Fatal/Injury Collision,5,2011,49.1888241,-122.8453146
13400 102ND AVE,Fatal/Injury Collision,5,2011,49.18835259999999,-122.8495985
14900 58TH AVE,Fatal/Injury Collision,5,2011,49.10821259999999,-122.8093007
8400 132ND ST,Fatal/Injury Collision,5,2011,49.1553766,-122.8568338
19200 FRASER HWY,Fatal/Injury Collision,5,2011,49.1189831,-122.6916629
14900 57TH AVE,Fatal/Injury Collision,5,2011,49.1063316,-122.810055
11000 SCOTT RD,Fatal/Injury Collision,5,2011,49.2020731,-122.879122
14600 80A AVE,Fatal/Injury Collision,5,2011,49.1490939,-122.7534959
15100 76TH AVE,Fatal/Injury Collision,5,2011,49.1410521,-122.8041996
17600  40TH AVE,Fatal/Injury Collision,5,2011,49.0745678,-122.7350203
13700 72ND AVE,Fatal/Injury Collision,5,2011,49.1335123,-122.8431611
8000 144TH ST,Fatal/Injury Collision,5,2011,49.148491,-122.8233943
12400 88TH AVE,Fatal/Injury Collision,5,2011,49.1631312,-122.8783788
13400 96TH AVE,Fatal/Injury Collision,5,2011,49.1770319,-122.8513797
12500 110TH AVE,Fatal/Injury Collision,5,2011,49.2026333,-122.875936
15400 32ND AVE,Fatal/Injury Collision,5,2011,49.06010180000001,-122.7934879
14900 104TH AVE,Fatal/Injury Collision,5,2011,49.1914858,-122.8089626
13700 92ND AVE,Fatal/Injury Collision,5,2011,49.170071,-122.8430896
10600 151A ST,Fatal/Injury Collision,5,2011,49.1797633,-122.8029319
10000  120TH ST,Fatal/Injury Collision,5,2011,49.1844542,-122.8901026
19400 COLEBROOK RD,Fatal/Injury Collision,5,2011,49.0995599,-122.7790584
1600 152ND ST,Fatal/Injury Collision,5,2011,49.031169,-122.8011413
13200 79TH AVE,Fatal/Injury Collision,5,2011,49.1463236,-122.8550445
7100 152ND ST,Fatal/Injury Collision,5,2011,49.1318205,-122.8009793
6900 126TH ST,Fatal/Injury Collision,5,2011,49.1284471,-122.8733608
8800 132B ST,Fatal/Injury Collision,5,2011,49.1635358,-122.8553144
8100 160TH ST,Fatal/Injury Collision,5,2011,49.1508051,-122.7788436
8900 154TH ST,Fatal/Injury Collision,5,2011,49.164701,-122.7948974
8100 128TH ST,Fatal/Injury Collision,5,2011,49.14992729999999,-122.8679857
6600 KING GEORGE BLVD,Fatal/Injury Collision,5,2011,49.1226564,-122.8455764
96TH AVE / 156TH ST,Fatal/Injury Collision,5,2011,49.1769364,-122.7900337
168TH ST / FRASER HWY,Fatal/Injury Collision,5,2011,49.1479339,-122.7565725
168TH ST / FRASER HWY,Fatal/Injury Collision,5,2011,49.1479339,-122.7565725
80TH AVE / 120TH ST,Fatal/Injury Collision,5,2011,49.14854649999999,-122.8902957
80TH AVE / 120TH ST,Fatal/Injury Collision,5,2011,49.14854649999999,-122.8902957
152ND ST / 98TH AVE,Fatal/Injury Collision,5,2011,49.1804684,-122.8009151
168TH ST / FRASER HWY,Fatal/Injury Collision,5,2011,49.1479339,-122.7565725
64TH AVE / 128TH ST,Fatal/Injury Collision,5,2011,49.1190663,-122.8677907
124TH ST / 78TH AVE,Fatal/Injury Collision,5,2011,49.1446908,-122.8791147
HWY 99 / 8TH AVE ONRP,Fatal/Injury Collision,5,2011,49.1044302,-122.801094
96TH AVE / 176TH ST,Fatal/Injury Collision,5,2011,49.1765485,-122.7348644
72ND AVE / KING GEORGE BLVD,Fatal/Injury Collision,5,2011,49.1335876,-122.8455784
76TH AVE / 134TH ST,Fatal/Injury Collision,5,2011,49.140896,-122.851211
76TH AVE / 128TH ST,Fatal/Injury Collision,5,2011,49.1410308,-122.8678486
76TH AVE / 128TH ST,Fatal/Injury Collision,5,2011,49.1410308,-122.8678486
