HUNDRED_BLOCK,INCIDENT_TYPE,MONTH,YEAR,LATITUDE,LONGTITUDE
140TH ST / 72ND AVE,Fatal/Injury Collision,6,2016,49.133595,-122.834452
BRIDGEVIEW DR ONRP / HWY 17,Fatal/Injury Collision,6,2016,49.1044302,-122.801094
146TH ST / 106A AVE,Fatal/Injury Collision,6,2016,49.196045,-122.817543
144TH ST / 76TH AVE,Fatal/Injury Collision,6,2016,49.1409727,-122.8234628
128TH ST / 63B AVE,Fatal/Injury Collision,6,2016,49.118295,-122.8677996
18200 70TH AVE,Fatal/Injury Collision,6,2016,49.1298665,-122.7007762
132ND ST / 98A AVE,Fatal/Injury Collision,6,2016,49.18171,-122.856645
152ND ST / 101ST AVE,Fatal/Injury Collision,6,2016,49.1861189,-122.8008242
KING GEORGE BLVD / 94A AVE,Fatal/Injury Collision,6,2016,49.1746667,-122.845944
104TH AVE / 160TH ST,Fatal/Injury Collision,6,2016,49.1908501,-122.7783601
136TH ST / CRESCENT RD,Fatal/Injury Collision,6,2016,49.063372,-122.845543
16TH AVE / 168TH ST,Fatal/Injury Collision,6,2016,49.0310602,-122.7571426
19200 56TH AVE,Fatal/Injury Collision,6,2016,49.1044201,-122.6912647
1600 152ND ST,Fatal/Injury Collision,6,2016,49.031169,-122.8011413
16000 108TH AVE,Fatal/Injury Collision,6,2016,49.1988721,-122.7786345
7400 KING GEORGE BLVD,Fatal/Injury Collision,6,2016,49.1372181,-122.8455908
6800 CLEVEDON DR,Fatal/Injury Collision,6,2016,49.1274934,-122.8613838
176TH ST / FRASER HWY,Fatal/Injury Collision,6,2016,49.1379885,-122.734677
184TH ST / FRASER HWY,Fatal/Injury Collision,6,2016,49.1286576,-122.7126406
155A ST / 107A AVE,Fatal/Injury Collision,6,2016,49.197595,-122.791215
76TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,6,2016,49.1408717,-122.845624
FRASER HWY / 68TH AVE,Fatal/Injury Collision,6,2016,49.1256536,-122.7062946
192ND ST / 66TH AVE,Fatal/Injury Collision,6,2016,49.123646,-122.690901
156TH ST / 95A AVE,Fatal/Injury Collision,6,2016,49.1762577,-122.7900447
7300 122ND ST,Fatal/Injury Collision,6,2016,49.1356234,-122.8845971
6800 CLEVEDON DR,Fatal/Injury Collision,6,2016,49.1274934,-122.8613838
8900 152ND ST,Fatal/Injury Collision,6,2016,49.1646724,-122.8008336
88TH AVE / 146TH ST,Fatal/Injury Collision,6,2016,49.16291040000001,-122.817907
150TH ST / 72ND AVE,Fatal/Injury Collision,6,2016,49.1337243,-122.8066544
105TH AVE / UNIVERSITY DR,Fatal/Injury Collision,6,2016,49.1931557,-122.8509744
148TH ST / FRASER HWY,Fatal/Injury Collision,6,2016,49.1703441,-122.8123818
140TH ST / 96TH AVE,Fatal/Injury Collision,6,2016,49.1769204,-122.8346279
108TH AVE / 160TH ST,Fatal/Injury Collision,6,2016,49.1988596,-122.7786006
8400 154TH ST,Fatal/Injury Collision,6,2016,49.1558097,-122.796485
14500 89A AVE,Fatal/Injury Collision,6,2016,49.16555959999999,-122.8206493
100TH AVE / 140TH ST,Fatal/Injury Collision,6,2016,49.184221,-122.834188
140TH ST / 104TH AVE,Fatal/Injury Collision,6,2016,49.19152099999999,-122.8341425
57TH AVE / PANORAMA DR,Fatal/Injury Collision,6,2016,49.1057252,-122.8059629
140TH ST / 104TH AVE,Fatal/Injury Collision,6,2016,49.19152099999999,-122.8341425
KING GEORGE BLVD / 40TH AVE,Fatal/Injury Collision,6,2016,49.0778419,-122.8216693
176TH ST / FRASER HWY,Fatal/Injury Collision,6,2016,49.1379885,-122.734677
176TH ST / 40TH AVE,Fatal/Injury Collision,6,2016,49.07459559999999,-122.7357448
152ND ST / 84TH AVE,Fatal/Injury Collision,6,2016,49.15554359999999,-122.8013318
88TH AVE / 164TH ST,Fatal/Injury Collision,6,2016,49.16282220000001,-122.767744
96TH AVE / 187TH ST,Fatal/Injury Collision,6,2016,49.1770024,-122.70498
152ND ST / 64TH AVE,Fatal/Injury Collision,6,2016,49.1191172,-122.8009159
156TH ST / FRASER HWY,Fatal/Injury Collision,6,2016,49.1617811,-122.7902613
152ND ST / 104TH AVE,Fatal/Injury Collision,6,2016,49.1915254,-122.8009848
HALL RD / KING GEORGE BLVD,Fatal/Injury Collision,6,2016,49.13115500000001,-122.8455646
13400 90TH AVE,Fatal/Injury Collision,6,2016,49.1671235,-122.8683959
10700 SCOTT RD,Fatal/Injury Collision,6,2016,49.1972568,-122.8846747
128TH ST / 80TH AVE,Fatal/Injury Collision,6,2016,49.1481747,-122.8680774
72ND AVE / 126TH ST,Fatal/Injury Collision,6,2016,49.1339772,-122.873492
32ND AVE / 144TH ST,Fatal/Injury Collision,6,2016,49.06020299999999,-122.823311
88TH AVE / FRASER HWY,Fatal/Injury Collision,6,2016,49.1630721,-122.7938233
80TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,6,2016,49.1481495,-122.8458354
24TH AVE / 161A ST,Fatal/Injury Collision,6,2016,49.0456571,-122.7753917
122A ST / 80TH AVE,Fatal/Injury Collision,6,2016,49.1484588,-122.8832314
96TH AVE / 124TH ST,Fatal/Injury Collision,6,2016,49.177161,-122.87923
7900 156TH ST,Fatal/Injury Collision,6,2016,49.1459059,-122.7900424
6300 BLOCK 132ND ST,Fatal/Injury Collision,6,2016,49.1189692,-122.8564764
108TH AVE / 132ND ST,Fatal/Injury Collision,6,2016,49.1989606,-122.8564806
88TH AVE / 134B ST,Fatal/Injury Collision,6,2016,49.1627533,-122.8493015
152ND ST / 17A AVE,Fatal/Injury Collision,6,2016,49.0338426,-122.801278
138TH ST / 74TH AVE,Fatal/Injury Collision,6,2016,49.137245,-122.8387536
50TH AVE / 168TH ST,Fatal/Injury Collision,6,2016,49.0931661,-122.7566714
136A ST / 80TH AVE,Fatal/Injury Collision,6,2016,49.1481882,-122.8433483
194TH ST / 92ND AVE,Fatal/Injury Collision,6,2016,49.1702,-122.6848748
17400 56TH AVE,Fatal/Injury Collision,6,2016,49.103717,-122.740819
19100 BLOCK FRASER HWY,Fatal/Injury Collision,6,2016,49.121177,-122.6963758
15500 FRASER HWY,Fatal/Injury Collision,6,2016,49.1630943,-122.7935643
88TH AVE / 134B ST,Fatal/Injury Collision,6,2016,49.1627533,-122.8493015
193B ST / 64TH AVE,Fatal/Injury Collision,6,2016,49.1190799,-122.6862327
100TH AVE / WHALLEY BLVD,Fatal/Injury Collision,6,2016,49.1843145,-122.8432482
124TH ST / 70A AVE,Fatal/Injury Collision,6,2016,49.1309493,-122.8790678
122ND ST / 72ND AVE,Fatal/Injury Collision,6,2016,49.13398309999999,-122.8848226
14600 104TH AVE,Fatal/Injury Collision,6,2016,49.1914808,-122.8179335
9000 141B ST,Fatal/Injury Collision,6,2016,49.14762409999999,-122.8295956
168TH ST / 60TH AVE,Fatal/Injury Collision,6,2016,49.1115469,-122.756582
FRASER HWY / 156TH ST,Fatal/Injury Collision,6,2016,49.1617811,-122.7902613
134TH ST / 72ND AVE,Fatal/Injury Collision,6,2016,49.1335753,-122.8511542
176TH ST / 64TH AVE,Fatal/Injury Collision,6,2016,49.1188307,-122.7351079
9700 BLOCK KING GEORGE BLVD,Fatal/Injury Collision,6,2016,49.1795846,-122.8454695
9300 MONKLAND PL,Fatal/Injury Collision,6,2016,49.1717023,-122.835874
7000 133B ST,Fatal/Injury Collision,6,2016,49.1254082,-122.8521894
64TH AVE / 144TH ST,Fatal/Injury Collision,6,2016,49.11917159999999,-122.8232353
FRASER HWY / 162ND ST,Fatal/Injury Collision,6,2016,49.1553018,-122.7735446
132ND ST / 80TH AVE,Fatal/Injury Collision,6,2016,49.1481399,-122.8568688
96TH AVE / 137A ST,Fatal/Injury Collision,6,2016,49.1770705,-122.8421018
142ND ST / 64TH AVE,Fatal/Injury Collision,6,2016,49.1191654,-122.8288047
KING GEORGE BLVD / 88TH AVE,Fatal/Injury Collision,6,2016,49.1627081,-122.8458917
14300 60TH AVE,Fatal/Injury Collision,6,2016,49.1118339,-122.8261431
10100 152ND ST,Fatal/Injury Collision,6,2016,49.1863737,-122.8009981
3400 147A ST,Fatal/Injury Collision,6,2016,49.0645113,-122.813788
7000 133B ST,Fatal/Injury Collision,6,2016,49.1254082,-122.8521894
134TH ST / 96TH AVE,Fatal/Injury Collision,6,2016,49.1770442,-122.8513795
176TH ST / 97TH AVE,Fatal/Injury Collision,6,2016,49.1785869,-122.734521
140B ST / 104TH AVE,Fatal/Injury Collision,6,2016,49.191441,-122.8321044
104TH AVE / 154TH ST,Fatal/Injury Collision,6,2016,49.191558,-122.7953246
124TH ST / 88TH AVE,Fatal/Injury Collision,6,2016,49.1631669,-122.8791039
105TH AVE / 152ND ST,Fatal/Injury Collision,6,2016,49.19317849999999,-122.8007811
152ND ST / 96TH AVE,Fatal/Injury Collision,6,2016,49.17688039999999,-122.8010288
28TH AVE / 164TH ST,Fatal/Injury Collision,6,2016,49.0528945,-122.768066
KING GEORGE BLVD / 128TH ST,Fatal/Injury Collision,6,2016,49.2064008,-122.8674434
184TH ST / 16TH AVE,Fatal/Injury Collision,6,2016,49.0312371,-122.7133958
152ND ST / MALL ACCESS,Fatal/Injury Collision,6,2016,49.0562823,-122.8013034
14800 69A AVE,Fatal/Injury Collision,6,2016,49.12932379999999,-122.8567986
152ND ST / 28TH AVE,Fatal/Injury Collision,6,2016,49.0528611,-122.8013211
FRASER HWY / 164TH ST,Fatal/Injury Collision,6,2016,49.15292350000001,-122.7678285
102ND AVE / WHALLEY BLVD,Fatal/Injury Collision,6,2016,49.18784350000001,-122.8432483
108TH AVE / UNIVERSITY DR,Fatal/Injury Collision,6,2016,49.1989303,-122.8509662
8100 128TH ST,Fatal/Injury Collision,6,2016,49.14992729999999,-122.8679857
KING GEORGE BLVD / 128TH ST,Fatal/Injury Collision,6,2016,49.2064008,-122.8674434
14700 WINTER CRES,Fatal/Injury Collision,6,2016,49.0667331,-122.8150024
127A ST / 104TH AVE,Fatal/Injury Collision,6,2016,49.1917398,-122.8698894
FRASER HWY / 140TH ST,Fatal/Injury Collision,6,2016,49.178799,-122.8344448
144TH ST / 56TH AVE,Fatal/Injury Collision,6,2016,49.1045828,-122.8235099
12800 16TH AVE,Fatal/Injury Collision,6,2016,49.0312666,-122.8675186
10200 172ND ST,Fatal/Injury Collision,6,2016,49.1231403,-122.745919
6600 121ST ST,Fatal/Injury Collision,6,2016,49.1229916,-122.8874512
32ND AVE / 152ND ST,Fatal/Injury Collision,6,2016,49.0615205,-122.8011519
128TH ST / 96TH AVE,Fatal/Injury Collision,6,2016,49.1771275,-122.8679718
124TH ST / 70A AVE,Fatal/Injury Collision,6,2016,49.1309493,-122.8790678
HWY 17 / OLD YALE RD,Fatal/Injury Collision,6,2016,49.201761,-122.8876497
COMBER WAY / 132ND ST,Fatal/Injury Collision,6,2016,49.13660489999999,-122.8568317
105A AVE / UNIVERSITY DR,Fatal/Injury Collision,6,2016,49.1944755,-122.8509358
13200 KING GEORGE BLVD,Fatal/Injury Collision,6,2016,49.2061514,-122.8563655
6300 BLOCK KING GEORGE BLVD,Fatal/Injury Collision,6,2016,49.1079119,-122.8354221
13200 COLEBROOK RD,Fatal/Injury Collision,6,2016,49.0951442,-122.8585138
68TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,6,2016,49.1262505,-122.8457025
128TH ST / 56TH AVE,Fatal/Injury Collision,6,2016,49.1044891,-122.8678523
13200 KING GEORGE BLVD,Fatal/Injury Collision,6,2016,49.2061514,-122.8563655
132ND ST / 84TH AVE,Fatal/Injury Collision,6,2016,49.1553729,-122.8569743
140TH ST / 72ND AVE,Fatal/Injury Collision,6,2016,49.133595,-122.834452
156TH ST / 88TH AVE,Fatal/Injury Collision,6,2016,49.16286359999999,-122.7901955
KING GEORGE BLVD / 24TH AVE,Fatal/Injury Collision,6,2016,49.0455228,-122.7934725
160TH ST / 56TH AVE,Fatal/Injury Collision,6,2016,49.10442159999999,-122.7791262
144TH ST / 64TH AVE,Fatal/Injury Collision,6,2016,49.11917159999999,-122.8232353
144TH ST / 74TH AVE,Fatal/Injury Collision,6,2016,49.137355,-122.823364
104TH AVE / 144TH ST,Fatal/Injury Collision,6,2016,49.191483,-122.8231132
SCOTT RD / 103A AVE,Fatal/Injury Collision,6,2016,49.1906134,-122.8904124
9600 190TH ST,Fatal/Injury Collision,6,2016,49.1342173,-122.6961817
15200 56TH AVE,Fatal/Injury Collision,6,2016,49.1043921,-122.8060241
15200 BLOCK 32ND AVE,Fatal/Injury Collision,6,2016,49.0602584,-122.7655242
13300 76TH AVE,Fatal/Injury Collision,6,2016,49.1409069,-122.8542891
15200 56TH AVE,Fatal/Injury Collision,6,2016,49.1043921,-122.8060241
15300 FRASER HWY,Fatal/Injury Collision,6,2016,49.1648441,-122.7984297
146TH ST / 108TH AVE,Fatal/Injury Collision,6,2016,49.1987561,-122.8174121
KING GEORGE BLVD / 24TH AVE,Fatal/Injury Collision,6,2016,49.0455228,-122.7934725
100TH AVE / WHALLEY BLVD,Fatal/Injury Collision,6,2016,49.1843145,-122.8432482
9500 128TH ST,Fatal/Injury Collision,6,2016,49.1771274,-122.867953
12800 116TH AVE,Fatal/Injury Collision,6,2016,49.2134878,-122.8678731
88TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,6,2016,49.1627081,-122.8458917
160TH ST / FRASER HWY,Fatal/Injury Collision,6,2016,49.15742299999999,-122.7790105
177B ST / 64TH AVE,Fatal/Injury Collision,6,2016,49.118737,-122.7308135
58TH AVE / 146TH ST,Fatal/Injury Collision,6,2016,49.108189,-122.81781
KING GEORGE BLVD / 128TH ST,Fatal/Injury Collision,6,2016,49.2064008,-122.8674434
13700 96TH AVE,Fatal/Injury Collision,6,2016,49.176868,-122.84385
3000 152ND ST,Fatal/Injury Collision,6,2016,49.0563811,-122.8010909
10100 154TH ST,Fatal/Injury Collision,6,2016,49.1863705,-122.7952634
96TH AVE / 173A ST,Fatal/Injury Collision,6,2016,49.17707660000001,-122.7415494
56TH AVE / 180TH ST,Fatal/Injury Collision,6,2016,49.1041422,-122.7239003
ANVIL WAY / 76TH AVE,Fatal/Injury Collision,6,2016,49.140989,-122.8630513
140TH ST / FRASER HWY,Fatal/Injury Collision,6,2016,49.178799,-122.8344448
128TH ST / 64TH AVE,Fatal/Injury Collision,6,2016,49.1190663,-122.8677907
81A AVE / 132ND ST,Fatal/Injury Collision,6,2016,49.1508136,-122.8569328
139TH ST / 88TH AVE,Fatal/Injury Collision,6,2016,49.1627294,-122.8375314
176TH ST / 16TH AVE,Fatal/Injury Collision,6,2016,49.03120320000001,-122.7351642
84TH AVE / 143RD ST,Fatal/Injury Collision,6,2016,49.155516,-122.826254
COLEBROOK RD / 192ND ST,Fatal/Injury Collision,6,2016,49.0926489,-122.6909922
KING GEORGE BLVD / 76TH AVE,Fatal/Injury Collision,6,2016,49.1408717,-122.845624
1800 152ND ST,Fatal/Injury Collision,6,2016,49.0347545,-122.8011155
15100 FRASER HWY,Fatal/Injury Collision,6,2016,49.1669762,-122.804004
HWY 17 / 124TH ST OFRP,Fatal/Injury Collision,6,2016,49.1044302,-122.801094
FRASER HWY / 144TH ST,Fatal/Injury Collision,6,2016,49.174586,-122.8234233
102A AVE / 152ND ST,Fatal/Injury Collision,6,2016,49.1887353,-122.8009966
126TH ST / 72ND AVE,Fatal/Injury Collision,6,2016,49.1339772,-122.873492
11800 BLOCK 99A AVE,Fatal/Injury Collision,6,2016,49.1826757,-122.8956224
7700 128TH ST,Fatal/Injury Collision,6,2016,49.1420993,-122.8679305
7700 128TH ST,Fatal/Injury Collision,6,2016,49.1420993,-122.8679305
8000 BLOCK KING GEORGE BLVD,Fatal/Injury Collision,6,2016,49.06882599999999,-122.8221618
ANVIL WAY / 76TH AVE,Fatal/Injury Collision,6,2016,49.140989,-122.8630513
1800 152ND ST,Fatal/Injury Collision,6,2016,49.0347545,-122.8011155
98TH AVE / 130TH ST,Fatal/Injury Collision,6,2016,49.1807932,-122.8622496
56TH AVE / 168TH ST,Fatal/Injury Collision,6,2016,49.1042239,-122.7567028
124TH ST / 72ND AVE,Fatal/Injury Collision,6,2016,49.133986,-122.8791065
150TH ST / 104TH AVE,Fatal/Injury Collision,6,2016,49.191439,-122.8064123
96TH AVE / 187TH ST,Fatal/Injury Collision,6,2016,49.1770024,-122.70498
136TH ST / 59TH AVE,Fatal/Injury Collision,6,2016,49.1099972,-122.8455
17600 60TH AVE,Fatal/Injury Collision,6,2016,49.11141910000001,-122.7350549
13400 80TH AVE,Fatal/Injury Collision,6,2016,49.1481535,-122.8515469
18500 16TH AVE,Fatal/Injury Collision,6,2016,49.0311674,-122.7103626
6800 128TH ST,Fatal/Injury Collision,6,2016,49.12669,-122.8677505
176TH ST OFRP / TRANS CANADA HWY,Fatal/Injury Collision,6,2016,49.1851527,-122.7482673
56TH AVE / 168TH ST,Fatal/Injury Collision,6,2016,49.1042239,-122.7567028
KING GEORGE BLVD / 88TH AVE,Fatal/Injury Collision,6,2016,49.1627081,-122.8458917
176TH ST / 88TH AVE,Fatal/Injury Collision,6,2016,49.16259429999999,-122.7348772
152ND ST / 24TH AVE,Fatal/Injury Collision,6,2016,49.045672,-122.8011485
128TH ST / 93RD AVE,Fatal/Injury Collision,6,2016,49.17169819999999,-122.8680695
FRASER HWY / 148TH ST,Fatal/Injury Collision,6,2016,49.1703441,-122.8123818
12800 80TH AVE,Fatal/Injury Collision,6,2016,49.1482912,-122.7994063
7600 KING GEORGE BLVD,Fatal/Injury Collision,6,2016,49.14057529999999,-122.8458188
2400 KING GEORGE BLVD,Fatal/Injury Collision,6,2016,49.0456132,-122.7935608
17600 60TH AVE,Fatal/Injury Collision,6,2016,49.11141910000001,-122.7350549
172ND ST / 58TH AVE,Fatal/Injury Collision,6,2016,49.1078507,-122.746077
8TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,6,2016,49.1079119,-122.8354221
82ND AVE / 128TH ST,Fatal/Injury Collision,6,2016,49.1503182,-122.8679969
KING GEORGE BLVD / FRASER HWY,Fatal/Injury Collision,6,2016,49.1804704,-122.845495
KING GEORGE BLVD / 64TH AVE,Fatal/Injury Collision,6,2016,49.1190816,-122.8454849
108TH AVE / 144TH ST,Fatal/Injury Collision,6,2016,49.1987793,-122.8230401
76TH AVE / 152ND ST,Fatal/Injury Collision,6,2016,49.1410654,-122.8011438
12500 110TH AVE,Fatal/Injury Collision,6,2016,49.2026333,-122.875936
112TH AVE / 136TH ST,Fatal/Injury Collision,6,2016,49.2061435,-122.8453422
148TH ST / 104TH AVE,Fatal/Injury Collision,6,2016,49.1914609,-122.8124332
88TH AVE / 132ND ST,Fatal/Injury Collision,6,2016,49.16259609999999,-122.8568769
88TH AVE / LAUDER DR,Fatal/Injury Collision,6,2016,49.1627168,-122.8418432
150TH ST / 72ND AVE,Fatal/Injury Collision,6,2016,49.1337243,-122.8066544
13300 BLOCK 80TH AVE,Fatal/Injury Collision,6,2016,49.1480774,-122.7401932
16900 BLOCK FRASER HWY,Fatal/Injury Collision,6,2016,49.1469145,-122.7545221
14800 100TH AVE,Fatal/Injury Collision,6,2016,49.1841471,-122.8123579
13300 BLOCK 80TH AVE,Fatal/Injury Collision,6,2016,49.1480774,-122.7401932
104TH AVE / 146TH ST,Fatal/Injury Collision,6,2016,49.191552,-122.8175057
25TH AVE / 162ND ST,Fatal/Injury Collision,6,2016,49.0480868,-122.7725416
72ND AVE / KING GEORGE BLVD,Fatal/Injury Collision,6,2016,49.1335876,-122.8455784
6700 128B ST,Fatal/Injury Collision,6,2016,49.1245287,-122.8656109
12700 61ST AVE,Fatal/Injury Collision,6,2016,49.1134257,-122.7676899
HWY 17 / 104TH AVE,Fatal/Injury Collision,6,2016,49.19151369999999,-122.738598
KING GEORGE BLVD / 60TH AVE,Fatal/Injury Collision,6,2016,49.1118528,-122.8404391
168TH ST / 60TH AVE,Fatal/Injury Collision,6,2016,49.1115469,-122.756582
108TH AVE / WHALLEY BLVD,Fatal/Injury Collision,6,2016,49.1988973,-122.8427018
15300 104TH AVE,Fatal/Injury Collision,6,2016,49.1914293,-122.7984275
108TH AVE / WHALLEY BLVD,Fatal/Injury Collision,6,2016,49.1988973,-122.8427018
128TH ST / 58TH AVE,Fatal/Injury Collision,6,2016,49.1044302,-122.801094
127TH ST / 96TH AVE,Fatal/Injury Collision,6,2016,49.1772278,-122.8708114
149TH ST / 104TH AVE,Fatal/Injury Collision,6,2016,49.1915,-122.8092
12100 92ND AVE,Fatal/Injury Collision,6,2016,49.1703879,-122.8870883
108TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,6,2016,49.1989163,-122.8458798
64TH AVE / 184TH ST,Fatal/Injury Collision,6,2016,49.1188094,-122.7126571
KING GEORGE BLVD / 148TH ST,Fatal/Injury Collision,6,2016,49.0588814,-122.8099502
28TH AVE / 192ND ST,Fatal/Injury Collision,6,2016,49.05288239999999,-122.6914989
92ND AVE / KING GEORGE BLVD,Fatal/Injury Collision,6,2016,49.1700423,-122.8459267
KING GEORGE BLVD / 104TH AVE,Fatal/Injury Collision,6,2016,49.1916539,-122.8454572
6100 146A ST,Fatal/Injury Collision,6,2016,49.1137008,-122.8177362
16900 BLOCK 104A AVE,Fatal/Injury Collision,6,2016,49.1915957,-122.7536213
13500 88TH AVE,Fatal/Injury Collision,6,2016,49.1626678,-122.8485131
148TH ST / HALSTEAD PL,Fatal/Injury Collision,6,2016,49.188164,-122.811993
60TH AVE / 144TH ST,Fatal/Injury Collision,6,2016,49.1118337,-122.823467
161A ST / 24TH AVE,Fatal/Injury Collision,6,2016,49.0456571,-122.7753917
2000 152ND ST,Fatal/Injury Collision,6,2016,49.0381351,-122.8011323
129TH ST / CRESCENT RD,Fatal/Injury Collision,6,2016,49.0534367,-122.8644747
32ND AVE / KING GEORGE BOULEVARD STRD,Fatal/Injury Collision,6,2016,49.0601905,-122.811891
137A ST / 101ST AVE,Fatal/Injury Collision,6,2016,49.1861217,-122.8417639
14500 116A AVE,Fatal/Injury Collision,6,2016,49.21422159999999,-122.8203465
13300 OLD YALE RD,Fatal/Injury Collision,6,2016,49.186603,-122.853708
148TH ST / HALSTEAD PL,Fatal/Injury Collision,6,2016,49.188164,-122.811993
84TH AVE / 132ND ST,Fatal/Injury Collision,6,2016,49.1553729,-122.8569743
192ND ST / 72ND AVE,Fatal/Injury Collision,6,2016,49.133631,-122.6908575
124TH ST / 72ND AVE,Fatal/Injury Collision,6,2016,49.133986,-122.8791065
72ND AVE / 189TH ST,Fatal/Injury Collision,6,2016,49.133556,-122.69859
KING GEORGE BLVD / 88TH AVE,Fatal/Injury Collision,6,2016,49.1627081,-122.8458917
6800 121ST ST,Fatal/Injury Collision,6,2016,49.1266808,-122.8875571
64TH AVE / 132ND ST,Fatal/Injury Collision,6,2016,49.1190681,-122.856495
5400 180TH ST,Fatal/Injury Collision,6,2016,49.0997098,-122.7239149
14700 58TH AVE,Fatal/Injury Collision,6,2016,49.1081955,-122.8149075
7500 123A ST,Fatal/Injury Collision,6,2016,49.1396853,-122.8803211
5400 180TH ST,Fatal/Injury Collision,6,2016,49.0997098,-122.7239149
72ND AVE / 126TH ST,Fatal/Injury Collision,6,2016,49.1339772,-122.873492
176TH ST / FRASER HWY,Fatal/Injury Collision,6,2016,49.1379885,-122.734677
8300 167TH ST,Fatal/Injury Collision,6,2016,49.1539939,-122.7593542
176TH ST / 104TH AVE,Fatal/Injury Collision,6,2016,49.191447,-122.7384679
14500 80B AVE,Fatal/Injury Collision,6,2016,49.1474456,-122.8200534
7900 152ND ST,Fatal/Injury Collision,6,2016,49.1466726,-122.8010522
148TH ST / 69A AVE,Fatal/Injury Collision,6,2016,49.129192,-122.812183
12500 110TH AVE,Fatal/Injury Collision,6,2016,49.2026333,-122.875936
13400 72ND AVE,Fatal/Injury Collision,6,2016,49.1335683,-122.8513877
15600 101A AVE,Fatal/Injury Collision,6,2016,49.1870844,-122.7884586
TANNERY RD OFRP / HWY 17,Fatal/Injury Collision,6,2016,49.1044302,-122.801094
156TH ST / 64TH AVE,Fatal/Injury Collision,6,2016,49.1189865,-122.7898934
152ND ST / 88TH AVE,Fatal/Injury Collision,6,2016,49.1628918,-122.801562
104TH AVE / 164TH ST,Fatal/Injury Collision,6,2016,49.1044302,-122.801094
128TH ST / 80TH AVE,Fatal/Injury Collision,6,2016,49.1481747,-122.8680774
96TH AVE / PRINCE CHARLES BLVD,Fatal/Injury Collision,6,2016,49.1771721,-122.8641043
144TH ST / 57TH AVE,Fatal/Injury Collision,6,2016,49.106309,-122.8233108
128TH ST / 68TH AVE,Fatal/Injury Collision,6,2016,49.1265835,-122.867898
14800 BLOCK 57TH AVE,Fatal/Injury Collision,6,2016,49.105994,-122.7349737
7100 BLOCK 184TH ST,Fatal/Injury Collision,6,2016,49.1314839,-122.7125089
14800 BLOCK 57TH AVE,Fatal/Injury Collision,6,2016,49.105994,-122.7349737
180TH ST / 56TH AVE,Fatal/Injury Collision,6,2016,49.1041422,-122.7239003
152ND ST / 102A AVE,Fatal/Injury Collision,6,2016,49.1887353,-122.8009966
148TH ST / 96TH AVE,Fatal/Injury Collision,6,2016,49.176918,-122.8123012
NORTH BLUFF RD / ARCHIBALD RD,Fatal/Injury Collision,6,2016,49.0311226,-122.8232993
58TH AVE / 132ND ST,Fatal/Injury Collision,6,2016,49.1044302,-122.801094
92ND AVE / 140TH ST,Fatal/Injury Collision,6,2016,49.1700831,-122.8347413
CANTERBURY DR / HAMPSHIRE CRT,Fatal/Injury Collision,6,2016,49.0618184,-122.7748518
144TH ST / HYLAND RD,Fatal/Injury Collision,6,2016,49.12401939999999,-122.8233416
152ND ST / 104TH AVE,Fatal/Injury Collision,6,2016,49.1915254,-122.8009848
12500 110TH AVE,Fatal/Injury Collision,6,2016,49.2026333,-122.875936
130TH ST / 88TH AVE,Fatal/Injury Collision,6,2016,49.1626117,-122.8624334
70TH AVE / 138TH ST,Fatal/Injury Collision,6,2016,49.129968,-122.8385382
18900 36TH AVE,Fatal/Injury Collision,6,2016,49.0673849,-122.6904682
10300 KING GEORGE BLVD,Fatal/Injury Collision,6,2016,49.1888241,-122.8453146
7600 149B ST,Fatal/Injury Collision,6,2016,49.1413281,-122.8074754
15100 56TH AVE,Fatal/Injury Collision,6,2016,49.1043753,-122.804057
102ND AVE / KING GEORGE BLVD,Fatal/Injury Collision,6,2016,49.1878257,-122.8455894
9500 156TH ST,Fatal/Injury Collision,6,2016,49.1751778,-122.7900646
18600 64TH AVE,Fatal/Injury Collision,6,2016,49.11886699999999,-122.7067307
10900 RAVINE RD,Fatal/Injury Collision,6,2016,49.20231,-122.8563708
88TH AVE / 140TH ST,Fatal/Injury Collision,6,2016,49.162836,-122.8346462
134TH ST / 90TH AVE,Fatal/Injury Collision,6,2016,49.1663414,-122.851344
HWY 10 / 120TH ST,Fatal/Injury Collision,6,2016,49.1081795,-122.8904522
88TH AVE / FRASER HWY,Fatal/Injury Collision,6,2016,49.1630721,-122.7938233
32ND AVE / 152ND ST,Fatal/Injury Collision,6,2016,49.0615205,-122.8011519
18700 FRASER HWY,Fatal/Injury Collision,6,2016,49.1244946,-122.7037585
10300 152ND ST,Fatal/Injury Collision,6,2016,49.1895882,-122.8008031
17300 0B AVE,Fatal/Injury Collision,6,2016,49.0035888,-122.7439399
176TH ST / 64TH AVE,Fatal/Injury Collision,6,2016,49.1188307,-122.7351079
104TH AVE / 144TH ST,Fatal/Injury Collision,6,2016,49.191483,-122.8231132
174A ST / 64TH AVE,Fatal/Injury Collision,6,2016,49.118843,-122.7393038
176TH ST / 64TH AVE,Fatal/Injury Collision,6,2016,49.1188307,-122.7351079
