HUNDRED_BLOCK,INCIDENT_TYPE,MONTH,YEAR
 58TH AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,2,2014
 34TH AVE / ROSEMARY HEIGHTS CRES  ,Fatal/Injury Collision,2,2014
 132ND ST / 76TH AVE   ,Fatal/Injury Collision,2,2014
 FRASER HWY / 84TH AVE   ,Fatal/Injury Collision,2,2014
 152ND ST / 76TH AVE   ,Fatal/Injury Collision,2,2014
 KING GEORGE BLVD / 44TH AVE  ,Fatal/Injury Collision,2,2014
 72ND AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,2,2014
 16TH AVE / 136TH ST   ,Fatal/Injury Collision,2,2014
 148TH ST / FRASER HWY   ,Fatal/Injury Collision,2,2014
 172ND ST / 32ND AVE   ,Fatal/Injury Collision,2,2014
 108TH AVE / 160TH ST   ,Fatal/Injury Collision,2,2014
 92ND AVE / 134TH ST   ,Fatal/Injury Collision,2,2014
 102A AVE / 150TH ST   ,Fatal/Injury Collision,2,2014
 160TH ST / LILAC DR   ,Fatal/Injury Collision,2,2014
 72ND AVE / 122ND ST   ,Fatal/Injury Collision,2,2014
 140TH ST / 74TH AVE   ,Fatal/Injury Collision,2,2014
 120TH ST / 58TH AVE   ,Fatal/Injury Collision,2,2014
 FRASER HWY / 168TH ST   ,Fatal/Injury Collision,2,2014
 KING GEORGE BLVD / 44TH AVE  ,Fatal/Injury Collision,2,2014
 60TH AVE / 134B ST   ,Fatal/Injury Collision,2,2014
 92ND AVE / 128TH ST   ,Fatal/Injury Collision,2,2014
 124TH ST / 70A AVE   ,Fatal/Injury Collision,2,2014
 106TH AVE / 132ND ST   ,Fatal/Injury Collision,2,2014
 124TH ST / 74TH AVE   ,Fatal/Injury Collision,2,2014
 88TH AVE / 140TH ST   ,Fatal/Injury Collision,2,2014
 88TH AVE / 140TH ST   ,Fatal/Injury Collision,2,2014
 KING GEORGE BLVD / SCOTT RD OFRP ,Fatal/Injury Collision,2,2014
 120TH ST / 98TH AVE   ,Fatal/Injury Collision,2,2014
 132A ST / 55A AVE   ,Fatal/Injury Collision,2,2014
 PARK DR / GROSVENOR RD   ,Fatal/Injury Collision,2,2014
 124TH ST / 78TH AVE   ,Fatal/Injury Collision,2,2014
 20TH AVE / 140TH ST   ,Fatal/Injury Collision,2,2014
 152ND ST / FRASER HWY   ,Fatal/Injury Collision,2,2014
 72ND AVE / 128TH ST   ,Fatal/Injury Collision,2,2014
 148TH ST / 72ND AVE   ,Fatal/Injury Collision,2,2014
 76TH AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,2,2014
 76TH AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,2,2014
 104TH AVE / 140TH ST   ,Fatal/Injury Collision,2,2014
 152ND ST / 88TH AVE   ,Fatal/Injury Collision,2,2014
 88TH AVE / 140A ST   ,Fatal/Injury Collision,2,2014
 152ND ST / 84TH AVE   ,Fatal/Injury Collision,2,2014
 145TH ST / 74TH AVE   ,Fatal/Injury Collision,2,2014
 152ND ST / 72ND AVE   ,Fatal/Injury Collision,2,2014
 152ND ST / 16TH AVE   ,Fatal/Injury Collision,2,2014
 122B ST / 92ND AVE   ,Fatal/Injury Collision,2,2014
 160TH ST / FRASER HWY   ,Fatal/Injury Collision,2,2014
 72A AVE / 137TH ST   ,Fatal/Injury Collision,2,2014
 FRASER HWY / 156TH ST   ,Fatal/Injury Collision,2,2014
 64TH AVE / 120TH ST   ,Fatal/Injury Collision,2,2014
 KING GEORGE BLVD / 72ND AVE  ,Fatal/Injury Collision,2,2014
 152ND ST / 91ST AVE   ,Fatal/Injury Collision,2,2014
 154TH ST / GUILDFORD DR   ,Fatal/Injury Collision,2,2014
 KING GEORGE BLVD / 96TH AVE  ,Fatal/Injury Collision,2,2014
 152ND ST / 32ND AVE   ,Fatal/Injury Collision,2,2014
 144TH ST / 88TH AVE   ,Fatal/Injury Collision,2,2014
 FRASER HWY / FLEETWOOD WAY   ,Fatal/Injury Collision,2,2014
 160TH ST / 82ND AVE   ,Fatal/Injury Collision,2,2014
 KING GEORGE BLVD / 104TH AVE  ,Fatal/Injury Collision,2,2014
 64TH AVE / 121ST ST   ,Fatal/Injury Collision,2,2014
 KING GEORGE BLVD / 98TH AVE  ,Fatal/Injury Collision,2,2014
 156TH ST / 88TH AVE   ,Fatal/Injury Collision,2,2014
 192ND ST / 80TH AVE   ,Fatal/Injury Collision,2,2014
 72ND AVE / 188TH ST   ,Fatal/Injury Collision,2,2014
 KING GEORGE BLVD / 94A AVE  ,Fatal/Injury Collision,2,2014
 161ST ST / 96TH AVE   ,Fatal/Injury Collision,2,2014
12100 72ND AVE     ,Fatal/Injury Collision,3,2014
12100 72ND AVE     ,Fatal/Injury Collision,3,2014
15000 96TH AVE     ,Fatal/Injury Collision,3,2014
12200 72ND AVE     ,Fatal/Injury Collision,3,2014
10600 139TH ST     ,Fatal/Injury Collision,3,2014
12900 68TH AVE     ,Fatal/Injury Collision,3,2014
6400 124TH ST     ,Fatal/Injury Collision,3,2014
18000 72ND AVE     ,Fatal/Injury Collision,3,2014
10200 CITY PKWY     ,Fatal/Injury Collision,3,2014
15600 FRASER HWY     ,Fatal/Injury Collision,3,2014
16000 56TH AVE     ,Fatal/Injury Collision,3,2014
13000 64A AVE     ,Fatal/Injury Collision,3,2014
5600 182ND ST     ,Fatal/Injury Collision,3,2014
13500 87A AVE     ,Fatal/Injury Collision,3,2014
6400 128TH ST     ,Fatal/Injury Collision,3,2014
12200 OLD YALE RD    ,Fatal/Injury Collision,3,2014
12200 OLD YALE RD    ,Fatal/Injury Collision,3,2014
16300 60A AVE     ,Fatal/Injury Collision,3,2014
14900 88TH AVE     ,Fatal/Injury Collision,3,2014
100 176TH ST     ,Fatal/Injury Collision,3,2014
3900 152ND ST     ,Fatal/Injury Collision,3,2014
13900 TALLON PL     ,Fatal/Injury Collision,3,2014
14600 16A AVE     ,Fatal/Injury Collision,3,2014
8100 164TH ST     ,Fatal/Injury Collision,3,2014
13400 58TH AVE     ,Fatal/Injury Collision,3,2014
7000 177A ST     ,Fatal/Injury Collision,3,2014
8600 128TH ST     ,Fatal/Injury Collision,3,2014
16700 86A AVE     ,Fatal/Injury Collision,3,2014
7500 132ND ST     ,Fatal/Injury Collision,3,2014
17000 16TH AVE     ,Fatal/Injury Collision,3,2014
7500 127TH ST     ,Fatal/Injury Collision,3,2014
15000 60TH AVE     ,Fatal/Injury Collision,3,2014
2200 192ND ST     ,Fatal/Injury Collision,3,2014
4700 152ND ST     ,Fatal/Injury Collision,3,2014
10200 KING GEORGE BLVD    ,Fatal/Injury Collision,3,2014
14300 67A AVE     ,Fatal/Injury Collision,3,2014
8100 164TH ST     ,Fatal/Injury Collision,3,2014
15800 88TH AVE     ,Fatal/Injury Collision,3,2014
10100 WHALLEY BLVD     ,Fatal/Injury Collision,3,2014
8000 120A ST     ,Fatal/Injury Collision,3,2014
12200 KING GEORGE BLVD    ,Fatal/Injury Collision,3,2014
9700 120TH ST     ,Fatal/Injury Collision,3,2014
9700 120TH ST     ,Fatal/Injury Collision,3,2014
7300 KING GEORGE BLVD    ,Fatal/Injury Collision,3,2014
5600 176TH ST     ,Fatal/Injury Collision,3,2014
12100 72ND AVE     ,Fatal/Injury Collision,3,2014
7200 144TH ST     ,Fatal/Injury Collision,3,2014
12000 76TH AVE     ,Fatal/Injury Collision,3,2014
10500 KING GEORGE BLVD    ,Fatal/Injury Collision,3,2014
10600 KING GEORGE BLVD    ,Fatal/Injury Collision,3,2014
13200 CRESCENT RD     ,Fatal/Injury Collision,3,2014
7400 KING GEORGE BLVD    ,Fatal/Injury Collision,3,2014
7300 140TH ST     ,Fatal/Injury Collision,3,2014
15700 24TH AVE     ,Fatal/Injury Collision,3,2014
9200 135TH ST     ,Fatal/Injury Collision,3,2014
12100 NORDEL WAY     ,Fatal/Injury Collision,3,2014
14900 32ND AVE DVRS    ,Fatal/Injury Collision,3,2014
7300 KING GEORGE BLVD    ,Fatal/Injury Collision,3,2014
12800 60TH AVE     ,Fatal/Injury Collision,3,2014
12400 74TH AVE     ,Fatal/Injury Collision,3,2014
15800 26TH AVE     ,Fatal/Injury Collision,3,2014
7700 126A ST     ,Fatal/Injury Collision,3,2014
15100 72ND AVE     ,Fatal/Injury Collision,3,2014
19100 94TH AVE     ,Fatal/Injury Collision,3,2014
8200 166TH ST     ,Fatal/Injury Collision,3,2014
12100 86TH AVE     ,Fatal/Injury Collision,3,2014
10000 154TH ST     ,Fatal/Injury Collision,3,2014
9800 KING GEORGE BLVD    ,Fatal/Injury Collision,3,2014
6600 120TH ST     ,Fatal/Injury Collision,3,2014
12400 88TH AVE     ,Fatal/Injury Collision,3,2014
2300 148TH ST     ,Fatal/Injury Collision,3,2014
7900 164TH ST     ,Fatal/Injury Collision,3,2014
5700 182ND ST     ,Fatal/Injury Collision,3,2014
7000 144B ST     ,Fatal/Injury Collision,3,2014
10200 152ND ST     ,Fatal/Injury Collision,3,2014
13700 72ND AVE     ,Fatal/Injury Collision,3,2014
5900 186A ST     ,Fatal/Injury Collision,3,2014
9200 137A ST     ,Fatal/Injury Collision,3,2014
14500 108TH AVE     ,Fatal/Injury Collision,3,2014
17900 56TH AVE     ,Fatal/Injury Collision,3,2014
12400 88TH AVE     ,Fatal/Injury Collision,3,2014
12800 KING GEORGE BLVD    ,Fatal/Injury Collision,3,2014
7100 122A ST     ,Fatal/Injury Collision,3,2014
13000 COLEBROOK RD     ,Fatal/Injury Collision,3,2014
14600 FRASER HWY     ,Fatal/Injury Collision,3,2014
14300 104TH AVE     ,Fatal/Injury Collision,3,2014
12800 88TH AVE     ,Fatal/Injury Collision,3,2014
7700 132ND ST     ,Fatal/Injury Collision,3,2014
13100 68TH AVE     ,Fatal/Injury Collision,3,2014
10700 158TH ST     ,Fatal/Injury Collision,3,2014
8100 128TH ST     ,Fatal/Injury Collision,3,2014
9600 128TH ST     ,Fatal/Injury Collision,3,2014
15100 105TH AVE     ,Fatal/Injury Collision,3,2014
6300 124TH ST     ,Fatal/Injury Collision,3,2014
10300 KING GEORGE BLVD    ,Fatal/Injury Collision,3,2014
6000 195A ST     ,Fatal/Injury Collision,3,2014
17800 59A AVE     ,Fatal/Injury Collision,3,2014
7100 132ND ST     ,Fatal/Injury Collision,3,2014
12800 58TH AVE     ,Fatal/Injury Collision,3,2014
9500 128TH ST     ,Fatal/Injury Collision,3,2014
12900 111TH AVE     ,Fatal/Injury Collision,3,2014
9400 120TH ST     ,Fatal/Injury Collision,3,2014
12500 96TH AVE     ,Fatal/Injury Collision,3,2014
14300 57TH AVE     ,Fatal/Injury Collision,3,2014
10300 KING GEORGE BLVD    ,Fatal/Injury Collision,3,2014
10300 KING GEORGE BLVD    ,Fatal/Injury Collision,3,2014
7000 141ST ST     ,Fatal/Injury Collision,3,2014
2300 KING GEORGE BLVD    ,Fatal/Injury Collision,3,2014
9400 KING GEORGE BLVD    ,Fatal/Injury Collision,3,2014
10300 152ND ST     ,Fatal/Injury Collision,3,2014
3000 152ND ST     ,Fatal/Injury Collision,3,2014
14900 88TH AVE     ,Fatal/Injury Collision,3,2014
6900 126TH ST     ,Fatal/Injury Collision,3,2014
9000 140TH ST     ,Fatal/Injury Collision,3,2014
7500 149A ST     ,Fatal/Injury Collision,3,2014
13100 115B AVE     ,Fatal/Injury Collision,3,2014
14600 104TH AVE     ,Fatal/Injury Collision,3,2014
10300 176TH ST     ,Fatal/Injury Collision,3,2014
15700 88TH AVE     ,Fatal/Injury Collision,3,2014
12200 KING GEORGE BLVD    ,Fatal/Injury Collision,3,2014
12900 107A AVE     ,Fatal/Injury Collision,3,2014
12300 68TH AVE     ,Fatal/Injury Collision,3,2014
 196TH ST / 64TH AVE   ,Fatal/Injury Collision,3,2014
 66TH AVE / 127A ST   ,Fatal/Injury Collision,3,2014
 128TH ST / KING GEORGE BLVD  ,Fatal/Injury Collision,3,2014
 176TH ST / 68A AVE   ,Fatal/Injury Collision,3,2014
 97TH AVE / 132ND ST   ,Fatal/Injury Collision,3,2014
 CRESCENT RD / KING GEORGE BLVD  ,Fatal/Injury Collision,3,2014
 CRESCENT RD / 35TH AVE   ,Fatal/Injury Collision,3,2014
 144TH ST / 72ND AVE   ,Fatal/Injury Collision,3,2014
 72ND AVE / 144TH ST   ,Fatal/Injury Collision,3,2014
 104TH AVE / SCOTT RD   ,Fatal/Injury Collision,3,2014
 132A ST / 115TH AVE   ,Fatal/Injury Collision,3,2014
 62ND AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,3,2014
 140TH ST / 84TH AVE   ,Fatal/Injury Collision,3,2014
 72ND AVE / 149A ST   ,Fatal/Injury Collision,3,2014
 68TH AVE / 123RD ST   ,Fatal/Injury Collision,3,2014
 168TH ST / 64TH AVE   ,Fatal/Injury Collision,3,2014
 156TH ST / 88TH AVE   ,Fatal/Injury Collision,3,2014
 152ND ST / COLEBROOK RD   ,Fatal/Injury Collision,3,2014
 128TH ST / 88TH AVE   ,Fatal/Injury Collision,3,2014
 84TH AVE / 120TH ST   ,Fatal/Injury Collision,3,2014
 104TH AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,3,2014
 189TH ST / 68TH AVE   ,Fatal/Injury Collision,3,2014
 132ND ST / KING GEORGE BLVD  ,Fatal/Injury Collision,3,2014
 NORDEL WAY / 88TH AVE   ,Fatal/Injury Collision,3,2014
 168TH ST / FRASER HWY   ,Fatal/Injury Collision,3,2014
 104TH AVE / 132ND ST   ,Fatal/Injury Collision,3,2014
 176TH ST ONRP / TRANS CANADA HWY ,Fatal/Injury Collision,3,2014
 162A ST / 96TH AVE   ,Fatal/Injury Collision,3,2014
 133A ST / 88TH AVE   ,Fatal/Injury Collision,3,2014
 152ND ST / 17A AVE   ,Fatal/Injury Collision,3,2014
 100TH AVE / 140TH ST   ,Fatal/Injury Collision,3,2014
 72ND AVE / 140TH ST   ,Fatal/Injury Collision,3,2014
 140TH ST / 24TH AVE   ,Fatal/Injury Collision,3,2014
 176TH ST / 92ND AVE   ,Fatal/Injury Collision,3,2014
 70TH AVE / 120TH ST   ,Fatal/Injury Collision,3,2014
 96TH AVE / GOLDEN EARS WAY  ,Fatal/Injury Collision,3,2014
 123A ST / 68TH AVE   ,Fatal/Injury Collision,3,2014
 78A AVE / 140TH ST   ,Fatal/Injury Collision,3,2014
 KING GEORGE BLVD / 104TH AVE  ,Fatal/Injury Collision,3,2014
 104TH AVE / 154TH ST   ,Fatal/Injury Collision,3,2014
 108TH AVE / 152ND ST   ,Fatal/Injury Collision,3,2014
 152ND ST / 56TH AVE   ,Fatal/Injury Collision,3,2014
 64TH AVE / 132ND ST   ,Fatal/Injury Collision,3,2014
 FRASER HWY / KING GEORGE BLVD  ,Fatal/Injury Collision,3,2014
 63RD AVE / 128TH ST   ,Fatal/Injury Collision,3,2014
 56TH AVE / 177B ST   ,Fatal/Injury Collision,3,2014
 140TH ST / 100TH AVE   ,Fatal/Injury Collision,3,2014
 FRASER HWY / 144TH ST   ,Fatal/Injury Collision,3,2014
 120TH ST / 68TH AVE   ,Fatal/Injury Collision,3,2014
 176TH ST / 60TH AVE   ,Fatal/Injury Collision,3,2014
 32ND AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,3,2014
 65B AVE / 132ND ST   ,Fatal/Injury Collision,3,2014
 152ND ST / 64TH AVE   ,Fatal/Injury Collision,3,2014
 140TH ST / 96TH AVE   ,Fatal/Injury Collision,3,2014
 144TH ST / 56TH AVE   ,Fatal/Injury Collision,3,2014
 56TH AVE / 176TH ST   ,Fatal/Injury Collision,3,2014
 128TH ST / 62ND AVE   ,Fatal/Injury Collision,3,2014
 18TH AVE / 152ND ST   ,Fatal/Injury Collision,3,2014
 72ND AVE / 128TH ST   ,Fatal/Injury Collision,3,2014
 108TH AVE / ORIOLE DR   ,Fatal/Injury Collision,3,2014
 152ND ST / 56TH AVE   ,Fatal/Injury Collision,3,2014
 KING GEORGE BLVD / 88TH AVE  ,Fatal/Injury Collision,3,2014
 140TH ST / 96TH AVE   ,Fatal/Injury Collision,3,2014
 96TH AVE / 140TH ST   ,Fatal/Injury Collision,3,2014
 128TH ST / 25TH AVE   ,Fatal/Injury Collision,3,2014
 152ND ST / 32ND AVE   ,Fatal/Injury Collision,3,2014
 159TH ST / FRASER HWY   ,Fatal/Injury Collision,3,2014
 104TH AVE / 144TH ST   ,Fatal/Injury Collision,3,2014
 105TH AVE / 153RD ST   ,Fatal/Injury Collision,3,2014
 80TH AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,3,2014
 76TH AVE / 128TH ST   ,Fatal/Injury Collision,3,2014
 84TH AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,3,2014
 72ND AVE / 128TH ST   ,Fatal/Injury Collision,3,2014
 160TH ST / 104TH AVE   ,Fatal/Injury Collision,3,2014
 128TH ST / 80TH AVE   ,Fatal/Injury Collision,3,2014
 132ND ST / OLD YALE RD  ,Fatal/Injury Collision,3,2014
 152ND ST / 56TH AVE   ,Fatal/Injury Collision,3,2014
 104TH AVE / 138A ST   ,Fatal/Injury Collision,3,2014
 152ND ST / 86TH AVE   ,Fatal/Injury Collision,3,2014
 88TH AVE / 120TH ST   ,Fatal/Injury Collision,3,2014
 76TH AVE / 132ND ST   ,Fatal/Injury Collision,3,2014
 100TH AVE / 132ND ST   ,Fatal/Injury Collision,3,2014
 148TH ST / 108TH AVE   ,Fatal/Injury Collision,3,2014
 80TH AVE / 132ND ST   ,Fatal/Injury Collision,3,2014
 SCOTT RD / TANNERY RD   ,Fatal/Injury Collision,3,2014
 FRASER HWY / 140TH ST   ,Fatal/Injury Collision,3,2014
 160TH ST / 100TH AVE   ,Fatal/Injury Collision,3,2014
 40TH AVE / 152ND ST   ,Fatal/Injury Collision,3,2014
 146TH ST / 108TH AVE   ,Fatal/Injury Collision,3,2014
 64TH AVE / 152ND ST   ,Fatal/Injury Collision,3,2014
 130TH ST / 98TH AVE   ,Fatal/Injury Collision,3,2014
 HOLT RD / 88TH AVE   ,Fatal/Injury Collision,3,2014
 139TH ST / TALLON PL   ,Fatal/Injury Collision,3,2014
 76TH AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,3,2014
 104TH AVE / 140TH ST   ,Fatal/Injury Collision,3,2014
 159TH ST / FRASER HWY   ,Fatal/Injury Collision,3,2014
 SEMIAHMOO RD / 102ND AVE   ,Fatal/Injury Collision,3,2014
 108TH AVE / WHALLEY BLVD   ,Fatal/Injury Collision,3,2014
 134TH ST / 96TH AVE   ,Fatal/Injury Collision,3,2014
 152ND ST / KING GEORGE BLVD  ,Fatal/Injury Collision,3,2014
 108TH AVE / UNIVERSITY DR   ,Fatal/Injury Collision,3,2014
 152ND ST / 96TH AVE   ,Fatal/Injury Collision,3,2014
 SOUTH FRASER PERIMETER RD / 104TH AVE ,Fatal/Injury Collision,3,2014
 154TH ST / 102A AVE   ,Fatal/Injury Collision,3,2014
 152ND ST / 17TH AVE   ,Fatal/Injury Collision,3,2014
 22ND AVE / 128TH ST   ,Fatal/Injury Collision,3,2014
 88TH AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,3,2014
 102ND AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,3,2014
 148TH ST / 100TH AVE   ,Fatal/Injury Collision,3,2014
 FRASER HWY / 96TH AVE   ,Fatal/Injury Collision,3,2014
 76TH AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,3,2014
 KING GEORGE BLVD ONRP / HWY 99 ,Fatal/Injury Collision,3,2014
 NICOMEKL RD / KING GEORGE BLVD  ,Fatal/Injury Collision,3,2014
 128TH ST / 100TH AVE   ,Fatal/Injury Collision,3,2014
 105A AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,3,2014
 56TH AVE / 188TH ST   ,Fatal/Injury Collision,3,2014
 159TH ST / FRASER HWY   ,Fatal/Injury Collision,3,2014
 176TH ST / FRASER HWY   ,Fatal/Injury Collision,3,2014
 176TH ST / FRASER HWY   ,Fatal/Injury Collision,3,2014
 24TH AVE / 176TH ST   ,Fatal/Injury Collision,3,2014
 KING GEORGE BLVD / 96TH AVE  ,Fatal/Injury Collision,3,2014
 74TH AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,3,2014
 80TH AVE / 132ND ST   ,Fatal/Injury Collision,3,2014
 128TH ST / 24TH AVE   ,Fatal/Injury Collision,3,2014
 152ND ST / 100TH AVE   ,Fatal/Injury Collision,3,2014
 136TH ST / 16TH AVE   ,Fatal/Injury Collision,3,2014
 104TH AVE / 146TH ST   ,Fatal/Injury Collision,3,2014
 188TH ST / FRASER HWY   ,Fatal/Injury Collision,3,2014
 184TH ST / 24TH AVE   ,Fatal/Injury Collision,3,2014
 84TH AVE / 144TH ST   ,Fatal/Injury Collision,3,2014
 82ND AVE / 128TH ST   ,Fatal/Injury Collision,3,2014
 176TH ST / FRASER HWY   ,Fatal/Injury Collision,3,2014
 88TH AVE / 140TH ST   ,Fatal/Injury Collision,3,2014
 188TH ST / 56TH AVE   ,Fatal/Injury Collision,3,2014
 FRASER HWY / 96TH AVE   ,Fatal/Injury Collision,3,2014
 96TH AVE / 140TH ST   ,Fatal/Injury Collision,3,2014
 80TH AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,3,2014
 16TH AVE / 152ND ST   ,Fatal/Injury Collision,3,2014
 72ND AVE / 152ND ST   ,Fatal/Injury Collision,3,2014
 8TH AVE OFRP / HWY 99  ,Fatal/Injury Collision,3,2014
 SCOTT RD / 104TH AVE   ,Fatal/Injury Collision,3,2014
 148TH ST / VICTORY MEMORIAL PK  ,Fatal/Injury Collision,3,2014
 108TH AVE / 144TH ST   ,Fatal/Injury Collision,3,2014
 KING GEORGE BLVD / 132ND ST  ,Fatal/Injury Collision,3,2014
 134TH ST / 96TH AVE   ,Fatal/Injury Collision,3,2014
 160TH ST / 104TH AVE   ,Fatal/Injury Collision,3,2014
 148TH ST / 106A AVE   ,Fatal/Injury Collision,3,2014
 192ND ST / 88TH AVE   ,Fatal/Injury Collision,3,2014
 168TH ST / 56TH AVE   ,Fatal/Injury Collision,3,2014
 142ND ST / 84TH AVE   ,Fatal/Injury Collision,3,2014
 17A AVE / 152ND ST   ,Fatal/Injury Collision,3,2014
 66A AVE / 143A ST   ,Fatal/Injury Collision,3,2014
 128TH ST / 88TH AVE   ,Fatal/Injury Collision,3,2014
 101ST AVE / 120TH ST   ,Fatal/Injury Collision,3,2014
 105A AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,3,2014
 176A ST / 56TH AVE   ,Fatal/Injury Collision,3,2014
 170TH ST / FRASER HWY   ,Fatal/Injury Collision,3,2014
 KING GEORGE BLVD / HALL RD  ,Fatal/Injury Collision,3,2014
 96TH AVE / 128TH ST   ,Fatal/Injury Collision,3,2014
 105A AVE / UNIVERSITY DR   ,Fatal/Injury Collision,3,2014
 126TH ST / 68TH AVE   ,Fatal/Injury Collision,3,2014
 KING GEORGE BLVD / 98TH AVE  ,Fatal/Injury Collision,3,2014
 100TH AVE / 148TH ST   ,Fatal/Injury Collision,3,2014
 132ND ST / 76TH AVE   ,Fatal/Injury Collision,3,2014
 66TH AVE / 144TH ST   ,Fatal/Injury Collision,3,2014
 20TH AVE / 136TH ST   ,Fatal/Injury Collision,3,2014
 91ST AVE / 152ND ST   ,Fatal/Injury Collision,3,2014
 152ND ST / 96TH AVE   ,Fatal/Injury Collision,3,2014
 KING GEORGE BLVD / 104TH AVE  ,Fatal/Injury Collision,3,2014
 68TH AVE / 126TH ST   ,Fatal/Injury Collision,3,2014
 KING GEORGE BLVD / 56TH AVE  ,Fatal/Injury Collision,3,2014
 KING GEORGE BLVD / CRESCENT RD  ,Fatal/Injury Collision,3,2014
 KING GEORGE BLVD / 32ND AVE  ,Fatal/Injury Collision,3,2014
 148TH ST / 104TH AVE   ,Fatal/Injury Collision,3,2014
 60TH AVE / 188TH ST   ,Fatal/Injury Collision,3,2014
 132ND ST / CRESCENT RD   ,Fatal/Injury Collision,3,2014
 64TH AVE / FRASER HWY   ,Fatal/Injury Collision,3,2014
 72ND AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,3,2014
 128TH ST / 96TH AVE   ,Fatal/Injury Collision,3,2014
 120TH ST / 96TH AVE   ,Fatal/Injury Collision,3,2014
 64TH AVE / 176TH ST   ,Fatal/Injury Collision,3,2014
 CRANLEY DR / SUFFOLK RD   ,Fatal/Injury Collision,3,2014
 104TH AVE / 144TH ST   ,Fatal/Injury Collision,3,2014
 KING GEORGE BLVD / 76TH AVE  ,Fatal/Injury Collision,3,2014
 KING GEORGE BLVD / 132ND ST  ,Fatal/Injury Collision,3,2014
 72ND AVE / 120TH ST   ,Fatal/Injury Collision,3,2014
 FRASER HWY / 88TH AVE   ,Fatal/Injury Collision,3,2014
 106TH AVE / 160TH ST   ,Fatal/Injury Collision,3,2014
 104TH AVE / 138TH ST   ,Fatal/Injury Collision,3,2014
 94TH AVE / 148TH ST   ,Fatal/Injury Collision,3,2014
 144TH ST / 108TH AVE   ,Fatal/Injury Collision,3,2014
 144TH ST / 108TH AVE   ,Fatal/Injury Collision,3,2014
 BENTLEY RD / KING GEORGE BLVD  ,Fatal/Injury Collision,3,2014
 62ND AVE / 128TH ST   ,Fatal/Injury Collision,3,2014
 124TH ST / 80TH AVE   ,Fatal/Injury Collision,3,2014
 96TH AVE / 120TH ST   ,Fatal/Injury Collision,3,2014
 132ND ST / 100TH AVE   ,Fatal/Injury Collision,3,2014
 64TH AVE / 173A ST   ,Fatal/Injury Collision,3,2014
 184TH ST / FRASER HWY   ,Fatal/Injury Collision,3,2014
 128TH ST / 84TH AVE   ,Fatal/Injury Collision,3,2014
 184TH ST / FRASER HWY   ,Fatal/Injury Collision,3,2014
 OLD YALE RD / SOUTH FRASER PERIMETER RD,Fatal/Injury Collision,3,2014
 188TH ST / 56TH AVE   ,Fatal/Injury Collision,3,2014
 176TH ST / 56TH AVE   ,Fatal/Injury Collision,3,2014
 64TH AVE / 175TH ST   ,Fatal/Injury Collision,3,2014
 152ND ST / 56TH AVE   ,Fatal/Injury Collision,3,2014
 GROSVENOR RD / HANSEN RD   ,Fatal/Injury Collision,3,2014
 192ND ST / 32ND AVE   ,Fatal/Injury Collision,3,2014
 80TH AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,3,2014
 120TH ST / 80TH AVE   ,Fatal/Injury Collision,3,2014
 120TH ST / 96TH AVE   ,Fatal/Injury Collision,3,2014
 112TH AVE / 136TH ST   ,Fatal/Injury Collision,3,2014
 24TH AVE / 148TH ST   ,Fatal/Injury Collision,3,2014
 84TH AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,3,2014
 56TH AVE / 168TH ST   ,Fatal/Injury Collision,3,2014
 KING GEORGE BLVD / BOLIVAR RD  ,Fatal/Injury Collision,3,2014
 71ST AVE / 134TH ST   ,Fatal/Injury Collision,3,2014
 124TH ST / 69A AVE   ,Fatal/Injury Collision,3,2014
 138TH ST / 70TH AVE   ,Fatal/Injury Collision,3,2014
 17TH AVE / 148TH ST   ,Fatal/Injury Collision,3,2014
 128TH ST / KING GEORGE BLVD  ,Fatal/Injury Collision,3,2014
 120TH ST / 80TH AVE   ,Fatal/Injury Collision,3,2014
 101ST AVE / 152ND ST   ,Fatal/Injury Collision,3,2014
 104TH AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,3,2014
