,INCIDENT_TYPE,HUNDRED_BLOCK,MONTH,YEAR
4533,Fatal/Injury Collision,80TH AVE / 120A ST,3,2011
4534,Fatal/Injury Collision,FRASER HWY / 96TH AVE,3,2011
4535,Fatal/Injury Collision,64TH AVE / KING GEORGE BLVD,3,2011
4536,Fatal/Injury Collision,104TH AVE / 140TH ST,3,2011
4537,Fatal/Injury Collision,140TH ST / 88TH AVE,3,2011
4538,Fatal/Injury Collision,152ND ST / 64TH AVE,3,2011
4539,Fatal/Injury Collision,FRASER HWY / 140TH ST,3,2011
4540,Fatal/Injury Collision,FRASER HWY / 140TH ST,3,2011
4541,Fatal/Injury Collision,128TH ST / 98TH AVE,3,2011
4542,Fatal/Injury Collision,104TH AVE / KING GEORGE BLVD,3,2011
4543,Fatal/Injury Collision,7800 BLK / KING GEORGE BLVD,3,2011
4544,Fatal/Injury Collision,130TH ST / 98TH AVE,3,2011
4545,Fatal/Injury Collision,154TH ST / 104TH AVE,3,2011
4546,Fatal/Injury Collision,128TH ST / 104TH AVE,3,2011
4547,Fatal/Injury Collision,160TH ST / 104TH AVE,3,2011
4548,Fatal/Injury Collision,KING GEORGE BLVD / CRESCENT RD,3,2011
4549,Fatal/Injury Collision,152ND ST / 40TH AVE,3,2011
4550,Fatal/Injury Collision,102ND AVE / 164TH ST,3,2011
4551,Fatal/Injury Collision,160TH ST / 84TH AVE,3,2011
4552,Fatal/Injury Collision,124TH ST / 68TH AVE,3,2011
4553,Fatal/Injury Collision,92ND AVE / 132ND ST,3,2011
4554,Fatal/Injury Collision,124TH ST / 75TH AVE,3,2011
4555,Fatal/Injury Collision,72ND AVE / 128TH ST,3,2011
4556,Fatal/Injury Collision,152ND ST / 24TH AVE,3,2011
4557,Fatal/Injury Collision,102ND AVE / CITY PKWY,3,2011
4558,Fatal/Injury Collision,104TH AVE / KING GEORGE BLVD,3,2011
4559,Fatal/Injury Collision,88TH AVE / 128TH ST,3,2011
4560,Fatal/Injury Collision,152ND ST / 104TH AVE,3,2011
4561,Fatal/Injury Collision,152ND ST / 16TH AVE,3,2011
4562,Fatal/Injury Collision,88TH AVE / 132ND ST,3,2011
4563,Fatal/Injury Collision,64TH AVE / KING GEORGE BLVD,3,2011
4564,Fatal/Injury Collision,108TH AVE / 140TH ST,3,2011
4565,Fatal/Injury Collision,16TH AVE / 184TH ST,3,2011
4566,Fatal/Injury Collision,82ND AVE / 152ND ST,3,2011
4567,Fatal/Injury Collision,81ST AVE / KING GEORGE BLVD,3,2011
4568,Fatal/Injury Collision,68TH AVE / HELSTON CRES,3,2011
4569,Fatal/Injury Collision,192ND ST / 56TH AVE,3,2011
4570,Fatal/Injury Collision,152ND ST / KING GEORGE BLVD,3,2011
4571,Fatal/Injury Collision,140TH ST / 75TH AVE,3,2011
4572,Fatal/Injury Collision,18TH AVE / SOUTHMERE CRES E,3,2011
4573,Fatal/Injury Collision,64TH AVE / KING GEORGE BLVD,3,2011
4574,Fatal/Injury Collision,128TH ST / 80TH AVE,3,2011
4575,Fatal/Injury Collision,76TH AVE / 147A ST,3,2011
4576,Fatal/Injury Collision,KING GEORGE BLVD / 72ND AVE,3,2011
4577,Fatal/Injury Collision,56TH AVE / 124TH ST,3,2011
4578,Fatal/Injury Collision,128TH ST / 87TH AVE,3,2011
4579,Fatal/Injury Collision,72ND AVE / KING GEORGE BLVD,3,2011
4580,Fatal/Injury Collision,152ND ST / 60TH AVE,3,2011
4581,Fatal/Injury Collision,172ND ST / 56TH AVE,3,2011
4582,Fatal/Injury Collision,102A AVE / 154TH ST,3,2011
4583,Fatal/Injury Collision,18TH AVE / MARTIN DR,3,2011
4584,Fatal/Injury Collision,140TH ST / 102ND AVE,3,2011
4585,Fatal/Injury Collision,126TH ST / 70A AVE,3,2011
4586,Fatal/Injury Collision,154TH ST / FRASER HWY,3,2011
4587,Fatal/Injury Collision,ENTERPRISE WAY / 192ND ST,3,2011
4588,Fatal/Injury Collision,128TH ST / 80TH AVE,3,2011
4589,Fatal/Injury Collision,176TH ST / 24TH AVE,3,2011
4590,Fatal/Injury Collision,124TH ST / 80TH AVE,3,2011
4591,Fatal/Injury Collision,KING GEORGE BLVD / 98TH AVE,3,2011
4592,Fatal/Injury Collision,140TH ST / 104TH AVE,3,2011
4593,Fatal/Injury Collision,152ND ST / 104TH AVE,3,2011
4594,Fatal/Injury Collision,128TH ST / BRIDGEVIEW DR,3,2011
4595,Fatal/Injury Collision,195TH ST / 72ND AVE,3,2011
4596,Fatal/Injury Collision,152ND ST / 34TH AVE,3,2011
4597,Fatal/Injury Collision,FRASER HWY / 168TH ST,3,2011
4598,Fatal/Injury Collision,176TH ST / FRASER HWY,3,2011
4599,Fatal/Injury Collision,76TH AVE / KING GEORGE BLVD,3,2011
4600,Fatal/Injury Collision,16TH AVE / 152ND ST,3,2011
4601,Fatal/Injury Collision,102ND AVE / KING GEORGE BLVD,3,2011
4602,Fatal/Injury Collision,58TH AVE / KING GEORGE BLVD,3,2011
4603,Fatal/Injury Collision,KING GEORGE BLVD / 88TH AVE,3,2011
4604,Fatal/Injury Collision,HWY 99 / KING GEORGE BLVD OFRP,3,2011
4605,Fatal/Injury Collision,128TH ST / 96B AVE,3,2011
4606,Fatal/Injury Collision,176TH ST / 64TH AVE,3,2011
4607,Fatal/Injury Collision,72ND AVE / KING GEORGE BLVD,3,2011
4608,Fatal/Injury Collision,102ND AVE / KING GEORGE BLVD,3,2011
4609,Fatal/Injury Collision,128TH ST / 80TH AVE,3,2011
4610,Fatal/Injury Collision,140TH ST / 24TH AVE,3,2011
4611,Fatal/Injury Collision,BEACH RD / HWY 99,3,2011
4612,Fatal/Injury Collision,134TH ST / 64TH AVE,3,2011
4613,Fatal/Injury Collision,192ND ST OFRP / TRANS CANADA HWY,3,2011
4614,Fatal/Injury Collision,SOUTHMERE CRES E / MARTIN DR,3,2011
4615,Fatal/Injury Collision,94TH AVE / 120TH ST,3,2011
4616,Fatal/Injury Collision,152ND ST / 34TH AVE,3,2011
4617,Fatal/Injury Collision,80TH AVE / 126A ST,3,2011
4618,Fatal/Injury Collision,FRASER HWY / 176TH ST,3,2011
4619,Fatal/Injury Collision,128TH ST / 104TH AVE,3,2011
4620,Fatal/Injury Collision,76TH AVE / 128TH ST,3,2011
4621,Fatal/Injury Collision,104TH AVE / 132ND ST,3,2011
4622,Fatal/Injury Collision,152ND ST / 64TH AVE,3,2011
4623,Fatal/Injury Collision,132ND ST / 76TH AVE,3,2011
4624,Fatal/Injury Collision,132ND ST / 76TH AVE,3,2011
4625,Fatal/Injury Collision,148TH ST / 64TH AVE,3,2011
4626,Fatal/Injury Collision,108TH AVE / KING GEORGE BLVD,3,2011
4627,Fatal/Injury Collision,128TH ST / 96TH AVE,3,2011
4628,Fatal/Injury Collision,KING GEORGE BLVD OFRP / HWY 99,3,2011
4629,Fatal/Injury Collision,96TH AVE / 140TH ST,3,2011
4630,Fatal/Injury Collision,192ND ST / 56TH AVE,3,2011
4631,Fatal/Injury Collision,KING GEORGE BLVD / 16TH AVE,3,2011
4632,Fatal/Injury Collision,72ND AVE / KING GEORGE BLVD,3,2011
4633,Fatal/Injury Collision,192ND ST / 56TH AVE,3,2011
4634,Fatal/Injury Collision,146TH ST / 108TH AVE,3,2011
4635,Fatal/Injury Collision,160TH ST / 104TH AVE,3,2011
4636,Fatal/Injury Collision,138TH ST / 72ND AVE,3,2011
4637,Fatal/Injury Collision,98TH AVE / KING GEORGE BLVD,3,2011
4638,Fatal/Injury Collision,159TH ST / 83RD AVE,3,2011
4639,Fatal/Injury Collision,70TH AVE / 120TH ST,3,2011
4640,Fatal/Injury Collision,88TH AVE / KING GEORGE BLVD,3,2011
4641,Fatal/Injury Collision,152ND ST / 104TH AVE,3,2011
4642,Fatal/Injury Collision,192ND ST / 56TH AVE,3,2011
4643,Fatal/Injury Collision,88TH AVE / KING GEORGE BLVD,3,2011
4644,Fatal/Injury Collision,KING GEORGE BLVD / 105A AVE,3,2011
4645,Fatal/Injury Collision,96TH AVE / 160TH ST,3,2011
4646,Fatal/Injury Collision,FRASER HWY / 96TH AVE,3,2011
4647,Fatal/Injury Collision,132ND ST / OLD YALE RD,3,2011
4648,Fatal/Injury Collision,140TH ST / 88TH AVE,3,2011
4649,Fatal/Injury Collision,154TH ST / AUGUST DR,3,2011
4650,Fatal/Injury Collision,FRASER HWY / 64TH AVE,3,2011
4651,Fatal/Injury Collision,KING GEORGE BLVD / 98TH AVE,3,2011
4652,Fatal/Injury Collision,192ND ST / COLEBROOK RD,3,2011
4653,Fatal/Injury Collision,132ND ST / 84TH AVE,3,2011
4654,Fatal/Injury Collision,72ND AVE / 128TH ST,3,2011
4655,Fatal/Injury Collision,98TH AVE / KING GEORGE BLVD,3,2011
4656,Fatal/Injury Collision,104TH AVE / 160TH ST,3,2011
4657,Fatal/Injury Collision,75A AVE / 144TH ST FRTG,3,2011
4658,Fatal/Injury Collision,60TH AVE / 168TH ST,3,2011
4659,Fatal/Injury Collision,148TH ST / 88TH AVE,3,2011
4660,Fatal/Injury Collision,120TH ST / 90TH AVE,3,2011
4661,Fatal/Injury Collision,152ND ST / COLEBROOK RD,3,2011
4662,Fatal/Injury Collision,104TH AVE / 144TH ST,3,2011
4663,Fatal/Injury Collision,64TH AVE / 183A ST,3,2011
4664,Fatal/Injury Collision,FRASER HWY / 176TH ST,3,2011
4665,Fatal/Injury Collision,156TH ST / 84TH AVE,3,2011
4666,Fatal/Injury Collision,68TH AVE / 128TH ST,3,2011
4667,Fatal/Injury Collision,80TH AVE / 120TH ST,3,2011
4668,Fatal/Injury Collision,78TH AVE / KING GEORGE BLVD,3,2011
4669,Fatal/Injury Collision,128TH ST / 103RD AVE,3,2011
4670,Fatal/Injury Collision,143RD ST / 108TH AVE,3,2011
4671,Fatal/Injury Collision,148TH ST / 104TH AVE,3,2011
4672,Fatal/Injury Collision,76TH AVE / KING GEORGE BLVD,3,2011
4673,Fatal/Injury Collision,176TH ST / FRASER HWY,3,2011
4674,Fatal/Injury Collision,76TH AVE / KING GEORGE BLVD,3,2011
4675,Fatal/Injury Collision,124TH ST / 96TH AVE,3,2011
4676,Fatal/Injury Collision,84TH AVE / 143RD ST,3,2011
4677,Fatal/Injury Collision,127TH ST / 96TH AVE,3,2011
4678,Fatal/Injury Collision,138TH ST / 70TH AVE,3,2011
4679,Fatal/Injury Collision,136B ST / 71ST AVE,3,2011
4680,Fatal/Injury Collision,82ND AVE / 128TH ST,3,2011
4681,Fatal/Injury Collision,88TH AVE / 144TH ST,3,2011
4682,Fatal/Injury Collision,184TH ST / FRASER HWY,3,2011
4683,Fatal/Injury Collision,144TH ST / 72A AVE,3,2011
4684,Fatal/Injury Collision,72ND AVE / 132ND ST,3,2011
4685,Fatal/Injury Collision,140TH ST / 77TH AVE,3,2011
4686,Fatal/Injury Collision,152ND ST / 64TH AVE,3,2011
4687,Fatal/Injury Collision,164TH ST / FRASER HWY,3,2011
4688,Fatal/Injury Collision,140TH ST / 80B AVE,3,2011
4689,Fatal/Injury Collision,OLD YALE RD / 132ND ST,3,2011
4690,Fatal/Injury Collision,152ND ST / 64TH AVE,3,2011
4691,Fatal/Injury Collision,82ND AVE / 128TH ST,3,2011
4692,Fatal/Injury Collision,82ND AVE / 128TH ST,3,2011
4693,Fatal/Injury Collision,144TH ST / 76TH AVE,3,2011
4694,Fatal/Injury Collision,96TH AVE / 128TH ST,3,2011
4695,Fatal/Injury Collision,CROYDON DR / 20TH AVE,3,2011
4696,Fatal/Injury Collision,88TH AVE / KING GEORGE BLVD,3,2011
4697,Fatal/Injury Collision,149TH ST / 103RD AVE,3,2011
4698,Fatal/Injury Collision,KING GEORGE BLVD / 104TH AVE,3,2011
4699,Fatal/Injury Collision,137TH ST / 72A AVE,3,2011
4700,Fatal/Injury Collision,24TH AVE / 160TH ST,3,2011
4701,Fatal/Injury Collision,NORDEL WAY / 88TH AVE,3,2011
4702,Fatal/Injury Collision,138TH ST / 72ND AVE,3,2011
4703,Fatal/Injury Collision,70TH AVE / 138TH ST,3,2011
4704,Fatal/Injury Collision,84TH AVE / 128TH ST,3,2011
4705,Fatal/Injury Collision,OLD YALE RD / 105TH AVE,3,2011
4706,Fatal/Injury Collision,152ND ST / 16TH AVE,3,2011
4707,Fatal/Injury Collision,188TH ST / 58TH AVE,3,2011
4708,Fatal/Injury Collision,70TH AVE / 138TH ST,3,2011
4709,Fatal/Injury Collision,104TH AVE / KING GEORGE BLVD,3,2011
4710,Fatal/Injury Collision,88TH AVE / FRASER HWY,3,2011
4711,Fatal/Injury Collision,150TH ST / 24TH AVE,3,2011
4712,Fatal/Injury Collision,24TH AVE / KING GEORGE BLVD,3,2011
4713,Fatal/Injury Collision,72ND AVE / 126TH ST,3,2011
4714,Fatal/Injury Collision,132ND ST / 108TH AVE,3,2011
4715,Fatal/Injury Collision,82ND AVE / 128TH ST,3,2011
4716,Fatal/Injury Collision,KING GEORGE BLVD / 88TH AVE,3,2011
4717,Fatal/Injury Collision,152ND FRTG / 68A AVE,3,2011
4718,Fatal/Injury Collision,152ND ST / 56TH AVE,3,2011
4719,Fatal/Injury Collision,130TH ST / 96TH AVE,3,2011
4720,Fatal/Injury Collision,158TH ST / 108TH AVE,3,2011
4721,Fatal/Injury Collision,56A AVE / 177B ST,3,2011
4722,Fatal/Injury Collision,130TH ST / 96TH AVE,3,2011
4723,Fatal/Injury Collision,72ND AVE / 138TH ST,3,2011
4724,Fatal/Injury Collision,102ND AVE / 164TH ST,3,2011
4725,Fatal/Injury Collision,152ND ST / 104TH AVE,3,2011
4726,Fatal/Injury Collision,192ND ST / 16TH AVE,3,2011
4727,Fatal/Injury Collision,144TH ST / 104TH AVE,3,2011
4728,Fatal/Injury Collision,128TH ST / 88TH AVE,3,2011
4729,Fatal/Injury Collision,150A ST / 72ND AVE,3,2011
4730,Fatal/Injury Collision,150A ST / 72ND AVE,3,2011
4731,Fatal/Injury Collision,148TH ST / 88TH AVE,3,2011
4732,Fatal/Injury Collision,96TH AVE / 130TH ST,3,2011
4733,Fatal/Injury Collision,82ND AVE / 152ND ST,3,2011
4734,Fatal/Injury Collision,KING GEORGE BLVD / CRESCENT RD,3,2011
4735,Fatal/Injury Collision,125TH ST / 76A AVE,3,2011
4736,Fatal/Injury Collision,156A ST / 99B AVE,3,2011
4737,Fatal/Injury Collision,TRANS CANADA HWY / 176TH ST OFRP,3,2011
4738,Fatal/Injury Collision,144TH ST / 84TH AVE,3,2011
4739,Fatal/Injury Collision,64TH AVE / KING GEORGE BLVD,3,2011
4740,Fatal/Injury Collision,104TH AVE / KING GEORGE BLVD,3,2011
4741,Fatal/Injury Collision,104TH AVE / KING GEORGE BLVD,3,2011
4742,Fatal/Injury Collision,72ND AVE / KING GEORGE BLVD,3,2011
4743,Fatal/Injury Collision,92ND AVE / 134TH ST,3,2011
4744,Fatal/Injury Collision,64TH AVE / 146TH ST,3,2011
4745,Fatal/Injury Collision,152ND ST / 108TH AVE,3,2011
4746,Fatal/Injury Collision,96TH AVE / 128TH ST,3,2011
4747,Fatal/Injury Collision,SCOTT RD / OLD YALE RD,3,2011
4748,Fatal/Injury Collision,100TH AVE / WHALLEY BLVD,3,2011
4749,Fatal/Injury Collision,130TH ST / 109TH AVE,3,2011
4750,Fatal/Injury Collision,134TH ST / 79TH AVE,3,2011
4751,Fatal/Injury Collision,KING GEORGE BLVD / GATEWAY DR,3,2011
4752,Fatal/Injury Collision,COLEBROOK RD / KING GEORGE BLVD,3,2011
4753,Fatal/Injury Collision,108TH AVE / KING GEORGE BLVD,3,2011
4754,Fatal/Injury Collision,156TH ST / 94A AVE,3,2011
4755,Fatal/Injury Collision,88TH AVE / 146TH ST,3,2011
4756,Fatal/Injury Collision,153RD ST / 101A AVE,3,2011
4757,Fatal/Injury Collision,KING GEORGE BLVD / 104TH AVE,3,2011
4758,Fatal/Injury Collision,56TH AVE / 192ND ST,3,2011
4759,Fatal/Injury Collision,123RD ST / 75A AVE,3,2011
4760,Fatal/Injury Collision,128TH ST / 88TH AVE,3,2011
4761,Fatal/Injury Collision,130TH ST / 99TH AVE,3,2011
4762,Fatal/Injury Collision,6700  185A ST,4,2011
4763,Fatal/Injury Collision,6200 192ND ST ,4,2011
4764,Fatal/Injury Collision,8100 120A ST ,4,2011
4765,Fatal/Injury Collision,14400 90TH AVE ,4,2011
4766,Fatal/Injury Collision,8700 154TH ST ,4,2011
4767,Fatal/Injury Collision,10200 152ND ST ,4,2011
4768,Fatal/Injury Collision,7700 KING GEORGE BLVD,4,2011
4769,Fatal/Injury Collision,1900 154TH ST ,4,2011
4770,Fatal/Injury Collision,14500 76TH AVE ,4,2011
4771,Fatal/Injury Collision,7400 121A ST ,4,2011
4772,Fatal/Injury Collision,12000  PATTULLO BRDG,4,2011
4773,Fatal/Injury Collision,6900 130TH ST ,4,2011
4774,Fatal/Injury Collision,13800 96TH AVE ,4,2011
4775,Fatal/Injury Collision,6700 140TH ST ,4,2011
4776,Fatal/Injury Collision,14800 75TH AVE ,4,2011
4777,Fatal/Injury Collision,6200 192ND ST ,4,2011
4778,Fatal/Injury Collision,8000 132ND ST ,4,2011
4779,Fatal/Injury Collision,19300 72A AVE ,4,2011
4780,Fatal/Injury Collision,10400 KING GEORGE BLVD,4,2011
4781,Fatal/Injury Collision,6300  146TH ST,4,2011
4782,Fatal/Injury Collision,9800 KING GEORGE BLVD,4,2011
4783,Fatal/Injury Collision,6400 KING GEORGE BLVD,4,2011
4784,Fatal/Injury Collision,19500 FRASER HWY ,4,2011
4785,Fatal/Injury Collision,14900 98TH AVE ,4,2011
4786,Fatal/Injury Collision,12400 OLD YALE RD,4,2011
4787,Fatal/Injury Collision,13200  68TH AVE,4,2011
4788,Fatal/Injury Collision,13200  68TH AVE,4,2011
4789,Fatal/Injury Collision,7000 152ND ST ,4,2011
4790,Fatal/Injury Collision,1700 152ND ST ,4,2011
4791,Fatal/Injury Collision,15500 89A AVE ,4,2011
4792,Fatal/Injury Collision,11200 154A ST ,4,2011
4793,Fatal/Injury Collision,18200 FRASER HWY ,4,2011
4794,Fatal/Injury Collision,14700  100TH AVE,4,2011
4795,Fatal/Injury Collision,5900  144TH ST,4,2011
4796,Fatal/Injury Collision,6800 188TH ST ,4,2011
4797,Fatal/Injury Collision,16900 58A AVE ,4,2011
4798,Fatal/Injury Collision,8400 120TH ST ,4,2011
4799,Fatal/Injury Collision,14300 57TH AVE ,4,2011
4800,Fatal/Injury Collision,10000 176TH ST ,4,2011
4801,Fatal/Injury Collision,5900 168TH ST ,4,2011
4802,Fatal/Injury Collision,10700 KING GEORGE BLVD,4,2011
4803,Fatal/Injury Collision,7700 134TH ST ,4,2011
4804,Fatal/Injury Collision,5600 152ND ST ,4,2011
4805,Fatal/Injury Collision,7600 128TH ST ,4,2011
4806,Fatal/Injury Collision,6100 180TH ST ,4,2011
4807,Fatal/Injury Collision,3000 152ND ST ,4,2011
4808,Fatal/Injury Collision,8200 157A ST ,4,2011
4809,Fatal/Injury Collision,10700 KING GEORGE BLVD,4,2011
4810,Fatal/Injury Collision,7500 KING GEORGE BLVD,4,2011
4811,Fatal/Injury Collision,12100  78TH AVE,4,2011
4812,Fatal/Injury Collision,17600 64TH AVE ,4,2011
4813,Fatal/Injury Collision,19300 8TH AVE ,4,2011
4814,Fatal/Injury Collision,4300 KING GEORGE BLVD,4,2011
4815,Fatal/Injury Collision,1700 152ND ST ,4,2011
4816,Fatal/Injury Collision,15300 16TH AVE ,4,2011
4817,Fatal/Injury Collision,10700 KING GEORGE BLVD,4,2011
4818,Fatal/Injury Collision,14100 71A AVE ,4,2011
4819,Fatal/Injury Collision,11500 132A ST ,4,2011
4820,Fatal/Injury Collision,7100  120TH ST,4,2011
4821,Fatal/Injury Collision,10000 SEMIAHMOO RD ,4,2011
4822,Fatal/Injury Collision,9600  133A ST,4,2011
4823,Fatal/Injury Collision,2100 128TH ST ,4,2011
4824,Fatal/Injury Collision,7900 127TH ST ,4,2011
4825,Fatal/Injury Collision,7900 127TH ST ,4,2011
4826,Fatal/Injury Collision,3300 MORGAN CREEK WAY,4,2011
4827,Fatal/Injury Collision,15100 FRASER HWY ,4,2011
4828,Fatal/Injury Collision,10500 KING GEORGE BLVD,4,2011
4829,Fatal/Injury Collision,13100 104TH AVE ,4,2011
4830,Fatal/Injury Collision,5800 135TH ST ,4,2011
4831,Fatal/Injury Collision,13400 102ND AVE ,4,2011
4832,Fatal/Injury Collision,14800 SPENSER DR ,4,2011
4833,Fatal/Injury Collision,8200 128TH ST ,4,2011
4834,Fatal/Injury Collision,12100 72ND AVE ,4,2011
4835,Fatal/Injury Collision,6400 130TH ST ,4,2011
4836,Fatal/Injury Collision,5400 KING GEORGE BLVD,4,2011
4837,Fatal/Injury Collision,12400 88TH AVE ,4,2011
4838,Fatal/Injury Collision,8100 128TH ST ,4,2011
4839,Fatal/Injury Collision,2100 128TH ST ,4,2011
4840,Fatal/Injury Collision,10700 KING GEORGE BLVD,4,2011
4841,Fatal/Injury Collision,7400 KING GEORGE BLVD,4,2011
4842,Fatal/Injury Collision,16400 64TH AVE ,4,2011
4843,Fatal/Injury Collision,9600 140TH ST ,4,2011
4844,Fatal/Injury Collision,7400 132ND ST ,4,2011
4845,Fatal/Injury Collision,9200 KING GEORGE BLVD,4,2011
4846,Fatal/Injury Collision,11300 161ST ST ,4,2011
4847,Fatal/Injury Collision,12300 PATTULLO PL ,4,2011
4848,Fatal/Injury Collision,14800 71A AVE ,4,2011
4849,Fatal/Injury Collision,6100 191A ST ,4,2011
4850,Fatal/Injury Collision,7600 120TH ST ,4,2011
4851,Fatal/Injury Collision,12900 96TH AVE ,4,2011
4852,Fatal/Injury Collision,7500 KING GEORGE BLVD,4,2011
4853,Fatal/Injury Collision,300 176TH ST ,4,2011
4854,Fatal/Injury Collision,18800 64TH AVE ,4,2011
4855,Fatal/Injury Collision,12200 KING GEORGE BLVD,4,2011
4856,Fatal/Injury Collision,8000 123RD ST ,4,2011
4857,Fatal/Injury Collision,13700 72ND AVE ,4,2011
4858,Fatal/Injury Collision,12500  72ND AVE,4,2011
4859,Fatal/Injury Collision,18700 FRASER HWY ,4,2011
4860,Fatal/Injury Collision,13700 104TH AVE ,4,2011
4861,Fatal/Injury Collision,12600 68TH AVE ,4,2011
4862,Fatal/Injury Collision,13700 96TH AVE ,4,2011
4863,Fatal/Injury Collision,8400 160TH ST ,4,2011
4864,Fatal/Injury Collision,7500 120TH ST ,4,2011
4865,Fatal/Injury Collision,13500  96TH AVE,4,2011
4866,Fatal/Injury Collision,14000 104TH AVE ,4,2011
4867,Fatal/Injury Collision,15000 32ND AVE ,4,2011
4868,Fatal/Injury Collision,15200 FRASER HWY ,4,2011
4869,Fatal/Injury Collision,7500 KING GEORGE BLVD,4,2011
4870,Fatal/Injury Collision,9400 KING GEORGE BLVD,4,2011
4871,Fatal/Injury Collision,7700 KING GEORGE BLVD,4,2011
4872,Fatal/Injury Collision,7200 KING GEORGE BLVD,4,2011
4873,Fatal/Injury Collision,13800 115TH AVE ,4,2011
4874,Fatal/Injury Collision,7500 KING GEORGE BLVD,4,2011
4875,Fatal/Injury Collision,9200 124TH ST ,4,2011
4876,Fatal/Injury Collision,7400 KING GEORGE BLVD,4,2011
4877,Fatal/Injury Collision,17700 60TH AVE ,4,2011
4878,Fatal/Injury Collision,9400 KING GEORGE BLVD,4,2011
4879,Fatal/Injury Collision,14500 108TH AVE ,4,2011
4880,Fatal/Injury Collision,14600 108TH AVE ,4,2011
4881,Fatal/Injury Collision,7700 146TH ST ,4,2011
4882,Fatal/Injury Collision,9000 PRINCE CHARLES BLVD,4,2011
4883,Fatal/Injury Collision,10700 141ST ST ,4,2011
4884,Fatal/Injury Collision,9700 130TH ST ,4,2011
4885,Fatal/Injury Collision,13300 22A AVE ,4,2011
4886,Fatal/Injury Collision,18000 BARNSTON DR E,4,2011
4887,Fatal/Injury Collision,13800 BRENTWOOD CRES ,4,2011
4888,Fatal/Injury Collision,12300 PATTULLO PL ,4,2011
4889,Fatal/Injury Collision,8200 151ST ST ,4,2011
4890,Fatal/Injury Collision,13200 90TH AVE ,4,2011
4891,Fatal/Injury Collision,12500 88TH AVE ,4,2011
4892,Fatal/Injury Collision,12500 110TH AVE ,4,2011
4893,Fatal/Injury Collision,12500 110TH AVE ,4,2011
4894,Fatal/Injury Collision,14000 75A AVE ,4,2011
4895,Fatal/Injury Collision,1900  152A ST,4,2011
4896,Fatal/Injury Collision,7800 140TH ST ,4,2011
4897,Fatal/Injury Collision,7200 140TH ST ,4,2011
4898,Fatal/Injury Collision,12000 88TH AVE ,4,2011
4899,Fatal/Injury Collision,10800 146TH ST ,4,2011
4900,Fatal/Injury Collision,75A AVE / 120TH ST,4,2011
4901,Fatal/Injury Collision,76TH AVE / 75TH AVE,4,2011
4902,Fatal/Injury Collision,176TH ST / FRASER HWY,4,2011
4903,Fatal/Injury Collision,148TH ST / 100TH AVE,4,2011
4904,Fatal/Injury Collision,FRASER HWY / 176TH ST,4,2011
4905,Fatal/Injury Collision,72ND AVE / KING GEORGE BLVD,4,2011
4906,Fatal/Injury Collision,24TH AVE / 124B ST,4,2011
4907,Fatal/Injury Collision,116A AVE / KING RD,4,2011
4908,Fatal/Injury Collision,104TH AVE / 138A ST,4,2011
4909,Fatal/Injury Collision,156TH ST / CROYDON DR,4,2011
4910,Fatal/Injury Collision,156TH ST / CROYDON DR,4,2011
4911,Fatal/Injury Collision,88TH AVE / KING GEORGE BLVD,4,2011
4912,Fatal/Injury Collision,64TH AVE / 148TH ST,4,2011
4913,Fatal/Injury Collision,192ND ST / 74TH AVE,4,2011
4914,Fatal/Injury Collision,88TH AVE / KING GEORGE BLVD,4,2011
4915,Fatal/Injury Collision,76TH AVE / WILTSHIRE DR,4,2011
4916,Fatal/Injury Collision,FRASER HWY / 96TH AVE,4,2011
4917,Fatal/Injury Collision,158TH ST / FRASER HWY,4,2011
4918,Fatal/Injury Collision,GROSVENOR RD / HANSEN RD,4,2011
4919,Fatal/Injury Collision,104TH AVE / 152ND ST,4,2011
4920,Fatal/Injury Collision,144TH ST / 72ND AVE,4,2011
4921,Fatal/Injury Collision,188TH ST / 52ND AVE,4,2011
4922,Fatal/Injury Collision,104TH AVE / 136A ST,4,2011
4923,Fatal/Injury Collision,88TH AVE / KING GEORGE BLVD,4,2011
4924,Fatal/Injury Collision,56TH AVE / 152ND ST,4,2011
4925,Fatal/Injury Collision,128TH ST / 80TH AVE,4,2011
4926,Fatal/Injury Collision,152ND ST / FERGUSON DVRS,4,2011
4927,Fatal/Injury Collision,104TH AVE / 132ND ST,4,2011
4928,Fatal/Injury Collision,156TH ST / FRASER HWY,4,2011
4929,Fatal/Injury Collision,99TH AVE / 120TH ST,4,2011
4930,Fatal/Injury Collision,68TH AVE / 124TH ST,4,2011
4931,Fatal/Injury Collision,32ND AVE / 158TH ST,4,2011
4932,Fatal/Injury Collision,115TH AVE / 132ND ST,4,2011
4933,Fatal/Injury Collision,KING GEORGE BLVD / 128TH ST,4,2011
4934,Fatal/Injury Collision,180TH ST / 58TH AVE,4,2011
4935,Fatal/Injury Collision,PRINCE CHARLES BLVD / 96TH AVE,4,2011
4936,Fatal/Injury Collision,150TH ST / 59TH AVE,4,2011
4937,Fatal/Injury Collision,157TH ST / 16TH AVE,4,2011
4938,Fatal/Injury Collision,144TH ST / 64TH AVE,4,2011
4939,Fatal/Injury Collision,144TH ST / 64TH AVE,4,2011
4940,Fatal/Injury Collision,96TH AVE / 161ST ST,4,2011
4941,Fatal/Injury Collision,KING GEORGE BLVD / 40TH AVE,4,2011
4942,Fatal/Injury Collision,56TH AVE / 168TH ST,4,2011
