,INCIDENT_TYPE,HUNDRED_BLOCK,MONTH,YEAR
156,Fatal/Injury Collision,64TH AVE / 176TH ST,1,2016
157,Fatal/Injury Collision,26TH AVE / 160TH ST,1,2016
158,Fatal/Injury Collision,132ND ST / 68TH AVE,1,2016
159,Fatal/Injury Collision,15800 114TH AVE,1,2016
160,Fatal/Injury Collision,11300 158A ST,1,2016
161,Fatal/Injury Collision,14800 70A AVE,1,2016
162,Fatal/Injury Collision,12500 110TH AVE,1,2016
163,Fatal/Injury Collision,11400 139TH ST,1,2016
164,Fatal/Injury Collision,10300 152ND ST,1,2016
165,Fatal/Injury Collision,9000 158TH ST,1,2016
166,Fatal/Injury Collision,167TH ST / 85TH AVE,1,2016
167,Fatal/Injury Collision,98TH AVE / 157TH ST,1,2016
168,Fatal/Injury Collision,16100 BLOCK 40TH AVE,1,2016
169,Fatal/Injury Collision,16300 111A AVE,1,2016
221,Fatal/Injury Collision,128TH ST / 102ND AVE,1,2016
222,Fatal/Injury Collision,102ND AVE / CITY PKWY,1,2016
223,Fatal/Injury Collision,104TH AVE / KING GEORGE BLVD,1,2016
224,Fatal/Injury Collision,129A ST / 76TH AVE,1,2016
225,Fatal/Injury Collision,100TH AVE / KING GEORGE BLVD,1,2016
226,Fatal/Injury Collision,187TH ST / HARVIE RD,1,2016
227,Fatal/Injury Collision,96TH AVE / 137B ST,1,2016
228,Fatal/Injury Collision,176TH ST / 104TH AVE,1,2016
229,Fatal/Injury Collision,140TH ST / 96TH AVE,1,2016
230,Fatal/Injury Collision,100TH AVE / KING GEORGE BLVD,1,2016
231,Fatal/Injury Collision,8200 129TH ST,1,2016
232,Fatal/Injury Collision,15500 34TH AVE,1,2016
233,Fatal/Injury Collision,4400 BLOCK 152ND ST,1,2016
234,Fatal/Injury Collision,106TH AVE / 157TH ST,1,2016
235,Fatal/Injury Collision,KING GEORGE BLVD / 24TH AVE,1,2016
236,Fatal/Injury Collision,8TH AVE / 188TH ST,1,2016
237,Fatal/Injury Collision,188TH ST / 80TH AVE,1,2016
238,Fatal/Injury Collision,129TH ST / 84TH AVE,1,2016
239,Fatal/Injury Collision,HWY 17 / 176TH ST,1,2016
240,Fatal/Injury Collision,152ND ST / 26TH AVE,1,2016
241,Fatal/Injury Collision,12000 100A AVE,1,2016
242,Fatal/Injury Collision,13900 LAUREL DR,1,2016
243,Fatal/Injury Collision,96TH AVE / 137B ST,1,2016
244,Fatal/Injury Collision,129A ST / 76TH AVE,1,2016
296,Fatal/Injury Collision,122ND ST / 96TH AVE,1,2016
297,Fatal/Injury Collision,176TH ST / FRASER HWY,1,2016
298,Fatal/Injury Collision,141ST ST / 100TH AVE,1,2016
299,Fatal/Injury Collision,56TH AVE / 160TH ST,1,2016
300,Fatal/Injury Collision,126TH ST / 72ND AVE,1,2016
301,Fatal/Injury Collision,144TH ST / 108TH AVE,1,2016
302,Fatal/Injury Collision,FRASER HWY / 176TH ST,1,2016
303,Fatal/Injury Collision,OLD YALE RD / MALL ACCESS,1,2016
304,Fatal/Injury Collision,141ST ST / 100TH AVE,1,2016
305,Fatal/Injury Collision,15200 105TH AVE,1,2016
306,Fatal/Injury Collision,19300 96TH AVE,1,2016
307,Fatal/Injury Collision,10000 WHALLEY BLVD,1,2016
308,Fatal/Injury Collision,78TH AVE / KING GEORGE BLVD,1,2016
309,Fatal/Injury Collision,10200 KING GEORGE BLVD,1,2016
310,Fatal/Injury Collision,16400 BLOCK 56TH AVE,1,2016
311,Fatal/Injury Collision,14900 105TH AVE,1,2016
362,Fatal/Injury Collision,188TH ST / 68TH AVE,1,2016
363,Fatal/Injury Collision,102ND AVE / 140TH ST,1,2016
364,Fatal/Injury Collision,138TH ST / 74TH AVE,1,2016
365,Fatal/Injury Collision,176TH ST / 56TH AVE,1,2016
366,Fatal/Injury Collision,10300 KING GEORGE BLVD,1,2016
367,Fatal/Injury Collision,17800 56TH AVE,1,2016
368,Fatal/Injury Collision,FRASER HWY / 176TH ST,1,2016
369,Fatal/Injury Collision,HWY 17 / BRIDGEVIEW DR,1,2016
370,Fatal/Injury Collision,168TH ST / 66TH AVE,1,2016
371,Fatal/Injury Collision,72ND AVE / 128TH ST,1,2016
372,Fatal/Injury Collision,HYLAND RD / 142ND ST,1,2016
373,Fatal/Injury Collision,128TH ST / KING GEORGE BLVD,1,2016
374,Fatal/Injury Collision,152ND ST / FRASER HWY,1,2016
375,Fatal/Injury Collision,8500 144A ST,1,2016
376,Fatal/Injury Collision,14700 72ND AVE,1,2016
377,Fatal/Injury Collision,126TH ST / 26TH AVE,1,2016
378,Fatal/Injury Collision,104TH AVE / 145A ST,1,2016
379,Fatal/Injury Collision,128TH ST / 68TH AVE,1,2016
380,Fatal/Injury Collision,176TH ST / 104TH AVE,1,2016
436,Fatal/Injury Collision,96TH AVE / 124TH ST,1,2016
437,Fatal/Injury Collision,152ND ST / 66A AVE,1,2016
438,Fatal/Injury Collision,176TH ST / 80TH AVE,1,2016
439,Fatal/Injury Collision,192ND ST / HARVIE RD,1,2016
440,Fatal/Injury Collision,132ND ST / 72ND AVE,1,2016
441,Fatal/Injury Collision,142ND ST / 104TH AVE,1,2016
442,Fatal/Injury Collision,137TH ST / 72ND AVE,1,2016
443,Fatal/Injury Collision,92ND AVE / 152ND ST,1,2016
444,Fatal/Injury Collision,100TH AVE / 152ND ST,1,2016
445,Fatal/Injury Collision,KING GEORGE BLVD / 64TH AVE,1,2016
446,Fatal/Injury Collision,98TH AVE / KING GEORGE BLVD,1,2016
447,Fatal/Injury Collision,100TH AVE / WHALLEY BLVD,1,2016
448,Fatal/Injury Collision,84TH AVE / KING GEORGE BLVD,1,2016
449,Fatal/Injury Collision,88TH AVE / 168TH ST,1,2016
450,Fatal/Injury Collision,15700 84A AVE,1,2016
451,Fatal/Injury Collision,13400 KING GEORGE BLVD,1,2016
452,Fatal/Injury Collision,58TH AVE / 176TH ST,1,2016
453,Fatal/Injury Collision,132ND ST / 104TH AVE,1,2016
454,Fatal/Injury Collision,134TH ST / 95TH AVE,1,2016
455,Fatal/Injury Collision,92ND AVE / 152ND ST,1,2016
456,Fatal/Injury Collision,176TH ST / FRASER HWY,1,2016
457,Fatal/Injury Collision,KING GEORGE BLVD / 108TH AVE,1,2016
458,Fatal/Injury Collision,KING GEORGE BLVD / 72ND AVE,1,2016
459,Fatal/Injury Collision,108TH AVE / CITY PKWY,1,2016
460,Fatal/Injury Collision,10100 SCOTT RD,1,2016
461,Fatal/Injury Collision,10000 160TH ST,1,2016
515,Fatal/Injury Collision,142ND ST / 108TH AVE,1,2016
516,Fatal/Injury Collision,9400 KING GEORGE BLVD,1,2016
517,Fatal/Injury Collision,72ND AVE / 144TH ST,1,2016
518,Fatal/Injury Collision,159TH ST / FRASER HWY,1,2016
519,Fatal/Injury Collision,104TH AVE / KING GEORGE BLVD,1,2016
520,Fatal/Injury Collision,12300 WINRAM RD,1,2016
521,Fatal/Injury Collision,12200 24TH AVE,1,2016
522,Fatal/Injury Collision,11000 ORIOLE DR,1,2016
523,Fatal/Injury Collision,96TH AVE / 148TH ST,1,2016
524,Fatal/Injury Collision,OLD YALE RD / 100TH AVE,1,2016
525,Fatal/Injury Collision,107A AVE / KING GEORGE BLVD,1,2016
526,Fatal/Injury Collision,96TH AVE / 132ND ST,1,2016
527,Fatal/Injury Collision,72ND AVE / 124TH ST,1,2016
528,Fatal/Injury Collision,176TH ST / 88TH AVE,1,2016
529,Fatal/Injury Collision,104TH AVE / 128TH ST,1,2016
530,Fatal/Injury Collision,124TH ST / SCOTT RD,1,2016
531,Fatal/Injury Collision,152ND ST / 99TH AVE,1,2016
532,Fatal/Injury Collision,COLEBROOK RD / 192ND ST,1,2016
533,Fatal/Injury Collision,104TH AVE / 142ND ST,1,2016
534,Fatal/Injury Collision,96TH AVE / 130TH ST,1,2016
535,Fatal/Injury Collision,12300 WINRAM RD,1,2016
583,Fatal/Injury Collision,72ND AVE / 121ST ST,1,2016
584,Fatal/Injury Collision,KING GEORGE BLVD / 132ND ST,1,2016
585,Fatal/Injury Collision,92ND AVE / 140TH ST,1,2016
586,Fatal/Injury Collision,86TH AVE / 128TH ST,1,2016
587,Fatal/Injury Collision,96TH AVE / 172ND ST,1,2016
588,Fatal/Injury Collision,132ND ST / 84TH AVE,1,2016
589,Fatal/Injury Collision,132ND ST / 84TH AVE,1,2016
590,Fatal/Injury Collision,160TH ST / 96TH AVE,1,2016
591,Fatal/Injury Collision,HWY 17 / 104TH AVE OFRP,1,2016
592,Fatal/Injury Collision,100TH AVE / KING GEORGE BLVD,1,2016
593,Fatal/Injury Collision,60TH AVE / 189A ST,1,2016
594,Fatal/Injury Collision,192ND ST / 32ND AVE,1,2016
595,Fatal/Injury Collision,64TH AVE / 148TH ST,1,2016
596,Fatal/Injury Collision,3100 KING GEORGE BLVD,1,2016
597,Fatal/Injury Collision,13600 102ND AVE,1,2016
598,Fatal/Injury Collision,8700 161ST ST,1,2016
599,Fatal/Injury Collision,12100 72ND AVE,1,2016
600,Fatal/Injury Collision,60TH AVE / 189A ST,1,2016
601,Fatal/Injury Collision,8700 161ST ST,1,2016
654,Fatal/Injury Collision,121ST ST / 66TH AVE,1,2016
655,Fatal/Injury Collision,168TH ST / FRASER HWY,1,2016
656,Fatal/Injury Collision,13900 BLOCK KING RD,1,2016
657,Fatal/Injury Collision,101ST AVE / 146TH ST,1,2016
658,Fatal/Injury Collision,80TH AVE / 132ND ST,1,2016
659,Fatal/Injury Collision,108TH AVE / 132ND ST,1,2016
660,Fatal/Injury Collision,164TH ST / 28TH AVE,1,2016
661,Fatal/Injury Collision,152ND ST / GUILDFORD DR,1,2016
662,Fatal/Injury Collision,19000 74TH AVE,1,2016
663,Fatal/Injury Collision,72ND AVE / KING GEORGE BLVD,1,2016
664,Fatal/Injury Collision,132ND ST / KING GEORGE BLVD,1,2016
665,Fatal/Injury Collision,192ND ST / 87TH AVE,1,2016
666,Fatal/Injury Collision,88TH AVE / 187TH ST,1,2016
667,Fatal/Injury Collision,82ND AVE / 156TH ST,1,2016
668,Fatal/Injury Collision,86TH AVE / 156TH ST,1,2016
669,Fatal/Injury Collision,74TH AVE / 138TH ST,1,2016
670,Fatal/Injury Collision,176TH ST / 64TH AVE,1,2016
671,Fatal/Injury Collision,36TH AVE / 152ND ST,1,2016
672,Fatal/Injury Collision,13900 102ND AVE,1,2016
673,Fatal/Injury Collision,8200 152ND ST,1,2016
674,Fatal/Injury Collision,19200 96TH AVE,1,2016
675,Fatal/Injury Collision,10700 139TH ST,1,2016
676,Fatal/Injury Collision,13700 100TH AVE,1,2016
677,Fatal/Injury Collision,9800 140TH ST,1,2016
678,Fatal/Injury Collision,101ST AVE / 146TH ST,1,2016
679,Fatal/Injury Collision,72ND AVE / KING GEORGE BLVD,1,2016
729,Fatal/Injury Collision,103RD AVE / 148TH ST,1,2016
730,Fatal/Injury Collision,104TH AVE / 125TH ST,1,2016
731,Fatal/Injury Collision,137A ST / 92ND AVE,1,2016
732,Fatal/Injury Collision,KING GEORGE BLVD / 56TH AVE,1,2016
733,Fatal/Injury Collision,13800 104TH AVE,1,2016
734,Fatal/Injury Collision,7900 152ND ST,1,2016
735,Fatal/Injury Collision,9400 128TH ST,1,2016
736,Fatal/Injury Collision,64TH AVE / FRASER HWY,1,2016
737,Fatal/Injury Collision,72ND AVE / 128TH ST,1,2016
738,Fatal/Injury Collision,132ND ST / 68TH AVE,1,2016
739,Fatal/Injury Collision,108TH AVE / ORIOLE DR,1,2016
740,Fatal/Injury Collision,128TH ST / 72ND AVE,1,2016
741,Fatal/Injury Collision,132ND ST / 90TH AVE,1,2016
742,Fatal/Injury Collision,133A ST / 114TH AVE,1,2016
743,Fatal/Injury Collision,12800 96TH AVE,1,2016
744,Fatal/Injury Collision,00 176TH ST,1,2016
803,Fatal/Injury Collision,172ND ST / 64TH AVE,1,2016
804,Fatal/Injury Collision,176TH ST / 62ND AVE,1,2016
805,Fatal/Injury Collision,76TH AVE / 152ND ST,1,2016
806,Fatal/Injury Collision,156TH ST / FRASER HWY,1,2016
807,Fatal/Injury Collision,HWY 17 / 104TH AVE,1,2016
808,Fatal/Injury Collision,16TH AVE / KING GEORGE BLVD,1,2016
809,Fatal/Injury Collision,102ND AVE / KING GEORGE BLVD,1,2016
810,Fatal/Injury Collision,130TH ST / 68TH AVE,1,2016
811,Fatal/Injury Collision,124TH ST / 76TH AVE,1,2016
812,Fatal/Injury Collision,108TH AVE / 146TH ST,1,2016
813,Fatal/Injury Collision,16700 63RD AVE,1,2016
814,Fatal/Injury Collision,13900 GROSVENOR RD,1,2016
815,Fatal/Injury Collision,140TH ST / 100TH AVE,1,2016
816,Fatal/Injury Collision,144TH ST / 60TH AVE,1,2016
817,Fatal/Injury Collision,152ND ST / 32ND AVE,1,2016
818,Fatal/Injury Collision,152ND ST / 100TH AVE,1,2016
819,Fatal/Injury Collision,KING GEORGE BLVD / UNIVERSITY DR,1,2016
820,Fatal/Injury Collision,132ND ST / OLD YALE RD,1,2016
821,Fatal/Injury Collision,10100 UNIVERSITY DR,1,2016
880,Fatal/Injury Collision,100TH AVE / 123A ST,1,2016
881,Fatal/Injury Collision,138TH ST / 72ND AVE,1,2016
882,Fatal/Injury Collision,60TH AVE / 176TH ST,1,2016
883,Fatal/Injury Collision,176TH ST / 80TH AVE,1,2016
884,Fatal/Injury Collision,196TH ST / 60TH AVE,1,2016
885,Fatal/Injury Collision,104TH AVE / 138TH ST,1,2016
886,Fatal/Injury Collision,KING GEORGE BOULEVARD STRD / 30TH AVE,1,2016
887,Fatal/Injury Collision,62ND AVE / 136TH ST,1,2016
888,Fatal/Injury Collision,152ND ST / 64TH AVE,1,2016
889,Fatal/Injury Collision,104TH AVE / UNIVERSITY DR,1,2016
890,Fatal/Injury Collision,8700 160TH ST,1,2016
891,Fatal/Injury Collision,7500 184TH ST,1,2016
892,Fatal/Injury Collision,88TH AVE / 156TH ST,1,2016
893,Fatal/Injury Collision,99TH AVE / 120TH ST,1,2016
894,Fatal/Injury Collision,96TH AVE / 132ND ST,1,2016
895,Fatal/Injury Collision,105TH AVE / 152ND ST,1,2016
896,Fatal/Injury Collision,14000 BLOCK FRASER HWY,1,2016
897,Fatal/Injury Collision,15000 BLOCK 60TH AVE,1,2016
898,Fatal/Injury Collision,64TH AVE / 176TH ST,1,2016
952,Fatal/Injury Collision,124TH ST / 76TH AVE,1,2016
953,Fatal/Injury Collision,148TH ST / 20TH AVE,1,2016
954,Fatal/Injury Collision,132ND ST / 98TH AVE,1,2016
955,Fatal/Injury Collision,72ND AVE / 132ND ST,1,2016
956,Fatal/Injury Collision,112TH AVE / 164TH ST,1,2016
957,Fatal/Injury Collision,184TH ST / FRASER HWY,1,2016
958,Fatal/Injury Collision,KING GEORGE BLVD / 20TH AVE,1,2016
959,Fatal/Injury Collision,16700 16TH AVE,1,2016
960,Fatal/Injury Collision,8300 154A ST,1,2016
961,Fatal/Injury Collision,14300 72ND AVE,1,2016
962,Fatal/Injury Collision,192ND ST / 40TH AVE,1,2016
963,Fatal/Injury Collision,144TH ST / 72ND AVE,1,2016
964,Fatal/Injury Collision,128TH ST / 96TH AVE,1,2016
965,Fatal/Injury Collision,FRASER HWY / 64TH AVE,1,2016
966,Fatal/Injury Collision,72ND AVE / 152ND ST,1,2016
967,Fatal/Injury Collision,156TH ST / 100TH AVE,1,2016
1020,Fatal/Injury Collision,91A AVE / 144TH ST,1,2016
1021,Fatal/Injury Collision,32ND AVE / 188TH ST,1,2016
1022,Fatal/Injury Collision,96A AVE / 151ST ST,1,2016
1023,Fatal/Injury Collision,13200 100TH AVE,1,2016
1024,Fatal/Injury Collision,17800 BLOCK 70TH AVE,1,2016
1025,Fatal/Injury Collision,9800 156A ST,1,2016
1026,Fatal/Injury Collision,COLEBROOK RD / KING GEORGE BLVD,1,2016
1027,Fatal/Injury Collision,COLEBROOK RD / KING GEORGE BLVD,1,2016
1028,Fatal/Injury Collision,78TH AVE / 148TH ST,1,2016
1029,Fatal/Injury Collision,89TH AVE / 148TH ST,1,2016
1030,Fatal/Injury Collision,96TH AVE / 128TH ST,1,2016
1031,Fatal/Injury Collision,FRASER HWY / 144TH ST,1,2016
1032,Fatal/Injury Collision,120TH ST / 99TH AVE,1,2016
1033,Fatal/Injury Collision,KING GEORGE BLVD / 74TH AVE,1,2016
1034,Fatal/Injury Collision,76TH AVE / 122ND ST,1,2016
1035,Fatal/Injury Collision,96TH AVE / FRASER HWY,1,2016
1036,Fatal/Injury Collision,96TH AVE / 128TH ST,1,2016
1037,Fatal/Injury Collision,13800 LAUREL DR,1,2016
1084,Fatal/Injury Collision,156TH ST / 82ND AVE,1,2016
1085,Fatal/Injury Collision,8900 132ND ST,1,2016
1086,Fatal/Injury Collision,136TH ST / 112TH AVE,1,2016
1087,Fatal/Injury Collision,192ND ST / 70TH AVE,1,2016
1088,Fatal/Injury Collision,139A ST / 89TH AVE,1,2016
1089,Fatal/Injury Collision,168TH ST / 24TH AVE,1,2016
1090,Fatal/Injury Collision,KING GEORGE BLVD / 76TH AVE,1,2016
1091,Fatal/Injury Collision,137TH ST / 72ND AVE,1,2016
1092,Fatal/Injury Collision,68TH AVE / 121ST ST,1,2016
1093,Fatal/Injury Collision,68TH AVE / KING GEORGE BLVD,1,2016
1094,Fatal/Injury Collision,FRASER HWY / 168TH ST,1,2016
1095,Fatal/Injury Collision,7500 156TH ST,1,2016
1096,Fatal/Injury Collision,10300 SCOTT RD,1,2016
1097,Fatal/Injury Collision,10300 SCOTT RD,1,2016
1098,Fatal/Injury Collision,12300 KING GEORGE BLVD,1,2016
1099,Fatal/Injury Collision,13400 112TH AVE,1,2016
1100,Fatal/Injury Collision,152ND ST / FRASER HWY,1,2016
1101,Fatal/Injury Collision,192ND ST / 54TH AVE,1,2016
1102,Fatal/Injury Collision,144TH ST / 56TH AVE,1,2016
1103,Fatal/Injury Collision,72ND AVE / KING GEORGE BLVD,1,2016
1104,Fatal/Injury Collision,56TH AVE / 168TH ST,1,2016
1105,Fatal/Injury Collision,FRASER HWY / 188TH ST,1,2016
1106,Fatal/Injury Collision,10200 CITY PKWY,1,2016
1107,Fatal/Injury Collision,6500 128TH ST,1,2016
1164,Fatal/Injury Collision,139TH ST / 104TH AVE,1,2016
1165,Fatal/Injury Collision,104TH AVE / HWY 17,1,2016
1166,Fatal/Injury Collision,GREENSIDE DR E / FAIRWAY DR,1,2016
1167,Fatal/Injury Collision,72ND AVE / 152ND ST,1,2016
1168,Fatal/Injury Collision,72ND AVE / 130TH ST,1,2016
1169,Fatal/Injury Collision,164TH ST / 88TH AVE,1,2016
1170,Fatal/Injury Collision,10100 BLOCK SCOTT RD,1,2016
1171,Fatal/Injury Collision,7400 KING GEORGE BLVD,1,2016
1172,Fatal/Injury Collision,12500 110TH AVE,1,2016
1173,Fatal/Injury Collision,124TH ST / 80TH AVE,1,2016
1174,Fatal/Injury Collision,160TH ST / 56TH AVE,1,2016
1175,Fatal/Injury Collision,100TH AVE / 152ND ST,1,2016
1176,Fatal/Injury Collision,2A AVE / 174TH ST,1,2016
1177,Fatal/Injury Collision,13600 84TH AVE,1,2016
1178,Fatal/Injury Collision,16300 82ND AVE,1,2016
1179,Fatal/Injury Collision,12500 75TH AVE,1,2016
1180,Fatal/Injury Collision,2A AVE / 174TH ST,1,2016
1181,Fatal/Injury Collision,13600 84TH AVE,1,2016
1240,Fatal/Injury Collision,108TH AVE / WHALLEY BLVD,1,2016
1241,Fatal/Injury Collision,10200 BLOCK KING GEORGE BLVD,1,2016
1242,Fatal/Injury Collision,188TH ST / 70TH AVE,1,2016
1243,Fatal/Injury Collision,104TH AVE OFRP / HWY 17,1,2016
1244,Fatal/Injury Collision,15500 96TH AVE,1,2016
1245,Fatal/Injury Collision,15700 CROYDON DR,1,2016
1246,Fatal/Injury Collision,32ND AVE / 154TH ST,1,2016
1247,Fatal/Injury Collision,176TH ST / FRASER HWY,1,2016
1248,Fatal/Injury Collision,UNIVERSITY DR / 108TH AVE,1,2016
1249,Fatal/Injury Collision,24TH AVE / 153A ST,1,2016
1250,Fatal/Injury Collision,15000 101ST AVE,1,2016
1251,Fatal/Injury Collision,8200 129TH ST,1,2016
1311,Fatal/Injury Collision,104TH AVE / 150TH ST,1,2016
1312,Fatal/Injury Collision,144TH ST / 72ND AVE,1,2016
1313,Fatal/Injury Collision,128TH ST / KING GEORGE BLVD,1,2016
1314,Fatal/Injury Collision,152ND ST / 32ND AVE,1,2016
1315,Fatal/Injury Collision,19400 54TH AVE,1,2016
1316,Fatal/Injury Collision,128TH ST / KING GEORGE BLVD,1,2016
1317,Fatal/Injury Collision,160TH ST / KING GEORGE BLVD,1,2016
1318,Fatal/Injury Collision,140TH ST / FRASER HWY,1,2016
1319,Fatal/Injury Collision,10300 152ND ST,1,2016
1320,Fatal/Injury Collision,15800 26TH AVE,1,2016
1321,Fatal/Injury Collision,15800 26TH AVE,1,2016
1363,Fatal/Injury Collision,53RD AVE / 184TH ST,1,2016
1364,Fatal/Injury Collision,152ND ST / 84TH AVE,1,2016
1365,Fatal/Injury Collision,96TH AVE / 186TH ST,1,2016
1366,Fatal/Injury Collision,108TH AVE / UNIVERSITY DR,1,2016
1367,Fatal/Injury Collision,88TH AVE / 144TH ST,1,2016
1368,Fatal/Injury Collision,156TH ST / KING GEORGE BLVD,1,2016
1369,Fatal/Injury Collision,108TH AVE / KING GEORGE BLVD,1,2016
1370,Fatal/Injury Collision,152ND ST / 104TH AVE,1,2016
1371,Fatal/Injury Collision,84TH AVE / KING GEORGE BLVD,1,2016
1372,Fatal/Injury Collision,KING GEORGE BLVD / 74TH AVE,1,2016
1373,Fatal/Injury Collision,75TH AVE / 121A ST,1,2016
1374,Fatal/Injury Collision,128TH ST / 96TH AVE,1,2016
1375,Fatal/Injury Collision,176TH ST / GOLDEN EARS WAY,1,2016
1376,Fatal/Injury Collision,5600 BLOCK 152ND ST,1,2016
1423,Fatal/Injury Collision,168TH ST / 88TH AVE,1,2016
1424,Fatal/Injury Collision,104TH AVE / 152ND ST,1,2016
1425,Fatal/Injury Collision,KING GEORGE BLVD / 76TH AVE,1,2016
1426,Fatal/Injury Collision,132ND ST / 76TH AVE,1,2016
1427,Fatal/Injury Collision,68TH AVE / 184TH ST,1,2016
1428,Fatal/Injury Collision,88TH AVE / 130TH ST,1,2016
1429,Fatal/Injury Collision,KING GEORGE BLVD / 108TH AVE,1,2016
1430,Fatal/Injury Collision,124TH ST / 72A AVE,1,2016
1431,Fatal/Injury Collision,152ND ST / 68TH AVE,1,2016
1432,Fatal/Injury Collision,144TH ST / 91A AVE,1,2016
1433,Fatal/Injury Collision,15600 24TH AVE,1,2016
1434,Fatal/Injury Collision,157TH ST / 88TH AVE,1,2016
1435,Fatal/Injury Collision,78A AVE / 168TH ST,1,2016
1436,Fatal/Injury Collision,126TH ST / 96TH AVE,1,2016
1437,Fatal/Injury Collision,17TH AVE / 152ND ST,1,2016
1438,Fatal/Injury Collision,105A AVE / WHALLEY BLVD,1,2016
1439,Fatal/Injury Collision,108TH AVE / 132ND ST,1,2016
1440,Fatal/Injury Collision,15000 PHEASANT DR,1,2016
1441,Fatal/Injury Collision,FRASER HWY / 140TH ST,1,2016
1442,Fatal/Injury Collision,144TH ST / 64TH AVE,1,2016
1443,Fatal/Injury Collision,72ND AVE / KING GEORGE BLVD,1,2016
1444,Fatal/Injury Collision,132ND ST / 80TH AVE,1,2016
1445,Fatal/Injury Collision,125A ST / OLD YALE RD,1,2016
1446,Fatal/Injury Collision,130TH ST / 72ND AVE,1,2016
1447,Fatal/Injury Collision,32ND AVE / 160TH ST,1,2016
1448,Fatal/Injury Collision,74TH AVE / 184TH ST,1,2016
1449,Fatal/Injury Collision,121A ST / MALL ACCESS,1,2016
1450,Fatal/Injury Collision,134TH ST / 87A AVE,1,2016
1451,Fatal/Injury Collision,KING GEORGE BLVD / 72ND AVE,1,2016
1452,Fatal/Injury Collision,126TH ST / 96TH AVE,1,2016
1453,Fatal/Injury Collision,17TH AVE / 152ND ST,1,2016
1454,Fatal/Injury Collision,108TH AVE / 132ND ST,1,2016
1495,Fatal/Injury Collision,72ND AVE / 130TH ST,1,2016
1496,Fatal/Injury Collision,104TH AVE / KING GEORGE BLVD,1,2016
1497,Fatal/Injury Collision,OLD YALE RD / 104TH AVE,1,2016
1498,Fatal/Injury Collision,104TH AVE / WHALLEY BLVD,1,2016
1499,Fatal/Injury Collision,128TH ST / 62ND AVE,1,2016
1500,Fatal/Injury Collision,80TH AVE / 128TH ST,1,2016
1501,Fatal/Injury Collision,HWY 17 / 104TH AVE,1,2016
1502,Fatal/Injury Collision,176TH ST / GOLDEN EARS WAY,1,2016
1503,Fatal/Injury Collision,156TH ST / 104A AVE,1,2016
1504,Fatal/Injury Collision,FRASER HWY / 168TH ST,1,2016
1505,Fatal/Injury Collision,68TH AVE / 128TH ST,1,2016
1506,Fatal/Injury Collision,15000 FRASER HWY,1,2016
1507,Fatal/Injury Collision,14500 84TH AVE,1,2016
1508,Fatal/Injury Collision,15300 24TH AVE,1,2016
