,INCIDENT_TYPE,HUNDRED_BLOCK,MONTH,YEAR
4101,Fatal/Injury Collision,SCOTT RD ONRP / KING GEORGE BLVD,2,2015
4102,Fatal/Injury Collision,60TH AVE / KING GEORGE BLVD,2,2015
4104,Fatal/Injury Collision,1700 152ND ST,2,2015
4117,Fatal/Injury Collision,12200 KING GEORGE BLVD,2,2015
4139,Fatal/Injury Collision,19200 67TH AVE,2,2015
4141,Fatal/Injury Collision,148TH ST / 100TH AVE,2,2015
4142,Fatal/Injury Collision,140TH ST / 102ND AVE,2,2015
4143,Fatal/Injury Collision,HWY 17 / 104TH AVE,2,2015
4144,Fatal/Injury Collision,68TH AVE / 132ND ST,2,2015
4146,Fatal/Injury Collision,104TH AVE / 141ST ST,2,2015
4147,Fatal/Injury Collision,152ND ST / 56TH AVE,2,2015
4148,Fatal/Injury Collision,134TH ST / 64TH AVE,2,2015
4149,Fatal/Injury Collision,156TH ST / 84A AVE,2,2015
4151,Fatal/Injury Collision,160TH ST / FRASER HWY,2,2015
4153,Fatal/Injury Collision,88TH AVE / 152ND ST,2,2015
4155,Fatal/Injury Collision,2400 152ND ST,2,2015
4166,Fatal/Injury Collision,6400 120TH ST,2,2015
4171,Fatal/Injury Collision,8900 151ST ST,2,2015
4187,Fatal/Injury Collision,13000 72ND AVE,2,2015
4188,Fatal/Injury Collision,13100 76TH AVE,2,2015
4204,Fatal/Injury Collision,18600 0TH AVE,2,2015
4208,Fatal/Injury Collision,160TH ST / 108TH AVE,2,2015
4209,Fatal/Injury Collision,88TH AVE / 128TH ST,2,2015
4211,Fatal/Injury Collision,96TH AVE / 160TH ST,2,2015
4212,Fatal/Injury Collision,184TH ST / 68TH AVE,2,2015
4213,Fatal/Injury Collision,124TH ST / 69A AVE,2,2015
4214,Fatal/Injury Collision,152ND ST / 72ND AVE,2,2015
4215,Fatal/Injury Collision,140TH ST / 80TH AVE,2,2015
4216,Fatal/Injury Collision,128TH ST / 88TH AVE,2,2015
4217,Fatal/Injury Collision,56TH AVE / PANORAMA DR,2,2015
4218,Fatal/Injury Collision,56TH AVE / PANORAMA DR,2,2015
4219,Fatal/Injury Collision,76TH AVE / KING GEORGE BLVD,2,2015
4231,Fatal/Injury Collision,9800 KING GEORGE BLVD,2,2015
4232,Fatal/Injury Collision,10200 KING GEORGE BLVD,2,2015
4258,Fatal/Injury Collision,18900 96TH AVE,2,2015
4268,Fatal/Injury Collision,152ND ST / 104TH AVE,2,2015
4269,Fatal/Injury Collision,32ND AVE / 160TH ST,2,2015
4272,Fatal/Injury Collision,120TH ST / 64TH AVE,2,2015
4273,Fatal/Injury Collision,124TH ST / 68TH AVE,2,2015
4274,Fatal/Injury Collision,132ND ST / 80TH AVE,2,2015
4275,Fatal/Injury Collision,128TH ST / 82ND AVE,2,2015
4276,Fatal/Injury Collision,146TH ST / 88TH AVE,2,2015
4277,Fatal/Injury Collision,KING GEORGE BLVD / 8TH AVE,2,2015
4278,Fatal/Injury Collision,KING GEORGE BLVD / 91ST AVE,2,2015
4279,Fatal/Injury Collision,102ND AVE / KING GEORGE BLVD,2,2015
4285,Fatal/Injury Collision,8000 120A ST,3,2015
4288,Fatal/Injury Collision,8800 120TH ST,3,2015
4295,Fatal/Injury Collision,10200 120TH ST,3,2015
4302,Fatal/Injury Collision,12400 88TH AVE,3,2015
4316,Fatal/Injury Collision,14600 68TH AVE,3,2015
4326,Fatal/Injury Collision,15300 84TH AVE,3,2015
4330,Fatal/Injury Collision,17800 71A AVE,3,2015
4337,Fatal/Injury Collision,100TH AVE / 128TH ST,3,2015
4338,Fatal/Injury Collision,76TH AVE / 132ND ST,3,2015
4339,Fatal/Injury Collision,86A AVE / 143RD ST,3,2015
4340,Fatal/Injury Collision,FRASER HWY / 158TH ST,3,2015
4341,Fatal/Injury Collision,142ND ST / 64TH AVE,3,2015
4342,Fatal/Injury Collision,120TH ST / 80TH AVE,3,2015
4343,Fatal/Injury Collision,BOTHWELL DR / 94A AVE,3,2015
4344,Fatal/Injury Collision,KING GEORGE BLVD / BOLIVAR CRES,3,2015
4345,Fatal/Injury Collision,152ND ST / FRASER HWY,3,2015
4346,Fatal/Injury Collision,FLEETWOOD WAY / FRASER HWY,3,2015
4371,Fatal/Injury Collision,12200 BOUNDARY DR S,3,2015
4400,Fatal/Injury Collision,72ND AVE / 120TH ST,3,2015
4403,Fatal/Injury Collision,99A AVE / 138TH ST,3,2015
4404,Fatal/Injury Collision,82ND AVE / 156TH ST,3,2015
4405,Fatal/Injury Collision,152ND ST / 18TH AVE,3,2015
4406,Fatal/Injury Collision,126TH ST / 62B AVE,3,2015
4407,Fatal/Injury Collision,KING GEORGE BLVD / 62ND AVE,3,2015
4408,Fatal/Injury Collision,132ND ST / 76TH AVE,3,2015
4409,Fatal/Injury Collision,127TH ST / 88TH AVE,3,2015
4410,Fatal/Injury Collision,120TH ST / 96TH AVE,3,2015
4411,Fatal/Injury Collision,120TH ST / 96TH AVE,3,2015
4412,Fatal/Injury Collision,134TH ST / 98TH AVE,3,2015
4414,Fatal/Injury Collision,154TH ST / CROYDON DR,3,2015
4415,Fatal/Injury Collision,88TH AVE / KING GEORGE BLVD,3,2015
4416,Fatal/Injury Collision,56TH AVE / KING GEORGE BLVD,3,2015
4417,Fatal/Injury Collision,176TH ST OFRP / TRANS CANADA HWY,3,2015
4420,Fatal/Injury Collision,5800 128TH ST,3,2015
4423,Fatal/Injury Collision,6700  168TH ST,3,2015
4428,Fatal/Injury Collision,7500 132ND ST,3,2015
4440,Fatal/Injury Collision,11000 SCOTT RD,3,2015
4454,Fatal/Injury Collision,13700 101ST AVE,3,2015
4457,Fatal/Injury Collision,14300 57TH AVE,3,2015
4464,Fatal/Injury Collision,15300 32ND AVE,3,2015
4467,Fatal/Injury Collision,18500 68TH AVE,3,2015
4469,Fatal/Injury Collision,HWY 17 / 104TH AVE OFRP,3,2015
4471,Fatal/Injury Collision,FRASER HWY / 152ND ST,3,2015
4472,Fatal/Injury Collision,56TH AVE / 152ND ST,3,2015
4473,Fatal/Injury Collision,168TH ST / 56TH AVE,3,2015
4474,Fatal/Injury Collision,138TH ST / 63RD AVE,3,2015
4475,Fatal/Injury Collision,152ND FRTG / 70A AVE,3,2015
4476,Fatal/Injury Collision,134TH ST / 72ND AVE,3,2015
4477,Fatal/Injury Collision,KING GEORGE BLVD / 72ND AVE,3,2015
4478,Fatal/Injury Collision,KING GEORGE BLVD / 8TH AVE,3,2015
4479,Fatal/Injury Collision,159TH ST / FRASER HWY,3,2015
4480,Fatal/Injury Collision,88TH AVE / LAUDER DR,3,2015
4481,Fatal/Injury Collision,KING GEORGE BLVD / SCOTT RD OFRP,3,2015
4485,Fatal/Injury Collision,7100 128TH ST,3,2015
4486,Fatal/Injury Collision,7100 124TH ST,3,2015
4497,Fatal/Injury Collision,10200 143RD ST,3,2015
4505,Fatal/Injury Collision,12500 100TH AVE,3,2015
4534,Fatal/Injury Collision,4900 152ND ST,3,2015
4537,Fatal/Injury Collision,150TH ST / 101A AVE,3,2015
4538,Fatal/Injury Collision,88TH AVE / 128TH ST,3,2015
4540,Fatal/Injury Collision,99A AVE / 138TH ST,3,2015
4541,Fatal/Injury Collision,101ST AVE / 152ND ST,3,2015
4543,Fatal/Injury Collision,96TH AVE / 160TH ST,3,2015
4544,Fatal/Injury Collision,TRANS CANADA HWY / 176TH ST OFRP,3,2015
4545,Fatal/Injury Collision,140TH ST / 32ND AVE,3,2015
4546,Fatal/Injury Collision,FRASER HWY / 64TH AVE,3,2015
4547,Fatal/Injury Collision,120TH ST / 72ND AVE,3,2015
4548,Fatal/Injury Collision,64TH AVE / FRASER HWY,3,2015
4549,Fatal/Injury Collision,88TH AVE / FRASER HWY,3,2015
4550,Fatal/Injury Collision,72ND AVE / KING GEORGE BLVD,3,2015
4553,Fatal/Injury Collision,5200 STATION RD,3,2015
4577,Fatal/Injury Collision,12200 BOUNDARY DR S,3,2015
4590,Fatal/Injury Collision,14100 75TH AVE,3,2015
4594,Fatal/Injury Collision,15200 56TH AVE,3,2015
4601,Fatal/Injury Collision,18200 64TH AVE,3,2015
4620,Fatal/Injury Collision,9000 PRINCE CHARLES BLVD,3,2015
4655,Fatal/Injury Collision,KING GEORGE BLVD / 106TH AVE,3,2015
4656,Fatal/Injury Collision,UNIVERSITY DR / 108TH AVE,3,2015
4657,Fatal/Injury Collision,88TH AVE / 120TH ST,3,2015
4658,Fatal/Injury Collision,72ND AVE / 122ND ST,3,2015
4659,Fatal/Injury Collision,104TH AVE / 125A ST,3,2015
4660,Fatal/Injury Collision,72ND AVE / 138TH ST,3,2015
4661,Fatal/Injury Collision,88TH AVE / 140TH ST,3,2015
4662,Fatal/Injury Collision,88TH AVE / 142A ST,3,2015
4663,Fatal/Injury Collision,105TH AVE / 153RD ST,3,2015
4664,Fatal/Injury Collision,FRASER HWY / 156TH ST,3,2015
4665,Fatal/Injury Collision,56TH AVE / 168TH ST,3,2015
4667,Fatal/Injury Collision,4TH AVE / 176TH ST,3,2015
4668,Fatal/Injury Collision,176TH ST / 24TH AVE,3,2015
4670,Fatal/Injury Collision,192ND ST / 72ND AVE,3,2015
4671,Fatal/Injury Collision,120A ST / 80TH AVE,3,2015
4672,Fatal/Injury Collision,OBAN PL / 95TH AVE,3,2015
4673,Fatal/Injury Collision,123RD ST / 96TH AVE,3,2015
4675,Fatal/Injury Collision,94A AVE / KING GEORGE BLVD,3,2015
4676,Fatal/Injury Collision,100TH AVE / 140TH ST,3,2015
4678,Fatal/Injury Collision,160TH ST / 16TH AVE,3,2015
4679,Fatal/Injury Collision,152ND ST / 34TH AVE,3,2015
4680,Fatal/Injury Collision,124TH ST / 66TH AVE,3,2015
4681,Fatal/Injury Collision,120TH ST / 86TH AVE,3,2015
4682,Fatal/Injury Collision,146TH ST / 88TH AVE,3,2015
4683,Fatal/Injury Collision,128TH ST / 92ND AVE,3,2015
4684,Fatal/Injury Collision,88TH AVE / FRASER HWY,3,2015
4685,Fatal/Injury Collision,HANSEN RD / KALMAR RD,3,2015
4686,Fatal/Injury Collision,148TH ST / KING GEORGE BLVD,3,2015
4688,Fatal/Injury Collision,5500  176TH ST,3,2015
4707,Fatal/Injury Collision,10700 KING GEORGE BLVD,3,2015
4713,Fatal/Injury Collision,12800 76TH AVE,3,2015
4725,Fatal/Injury Collision,NORDEL WAY / 120TH ST,3,2015
4726,Fatal/Injury Collision,63RD AVE / 128TH ST,3,2015
4727,Fatal/Injury Collision,102A AVE / 150TH ST,3,2015
4728,Fatal/Injury Collision,FRASER HWY / 156TH ST,3,2015
4729,Fatal/Injury Collision,152ND ST / 24TH AVE,3,2015
4730,Fatal/Injury Collision,FRASER HWY / 64TH AVE,3,2015
4731,Fatal/Injury Collision,KING GEORGE BLVD / 72ND AVE,3,2015
4732,Fatal/Injury Collision,KING GEORGE BLVD / 74TH AVE,3,2015
4733,Fatal/Injury Collision,138TH ST / 76TH AVE,3,2015
4734,Fatal/Injury Collision,120TH ST / 99TH AVE,3,2015
4735,Fatal/Injury Collision,8TH AVE OFRP / HWY 99,3,2015
4736,Fatal/Injury Collision,16TH AVE / MARTIN DR,3,2015
4746,Fatal/Injury Collision,9400 153RD ST,3,2015
4750,Fatal/Injury Collision,10200 SCOTT RD,3,2015
4779,Fatal/Injury Collision,KING GEORGE BLVD / 100TH AVE,3,2015
4780,Fatal/Injury Collision,146TH ST / 102A AVE,3,2015
4781,Fatal/Injury Collision,72ND AVE / 121ST ST,3,2015
4783,Fatal/Injury Collision,FRASER HWY / 148TH ST,3,2015
4784,Fatal/Injury Collision,17TH AVE / 152ND ST,3,2015
4785,Fatal/Injury Collision,112TH AVE / 160TH ST,3,2015
4786,Fatal/Injury Collision,148TH ST / 18A AVE,3,2015
4787,Fatal/Injury Collision,180TH ST / 56TH AVE,3,2015
4788,Fatal/Injury Collision,176TH ST / 60TH AVE,3,2015
4789,Fatal/Injury Collision,137TH ST / 72A AVE,3,2015
4790,Fatal/Injury Collision,128TH ST / 85TH AVE,3,2015
4791,Fatal/Injury Collision,130TH ST / 88TH AVE,3,2015
4792,Fatal/Injury Collision,132ND ST / 88TH AVE,3,2015
4793,Fatal/Injury Collision,152ND ST / FRASER HWY,3,2015
4794,Fatal/Injury Collision,184TH ST / FRASER HWY,3,2015
4795,Fatal/Injury Collision,104TH AVE OFRP / HWY 17,3,2015
4796,Fatal/Injury Collision,72A AVE / 137TH ST,3,2015
4798,Fatal/Injury Collision,3100 KING GEORGE BLVD,3,2015
4799,Fatal/Injury Collision,5100 192ND ST,3,2015
4815,Fatal/Injury Collision,12500 KING GEORGE BLVD,3,2015
4819,Fatal/Injury Collision,13000 OLD YALE RD,3,2015
4834,Fatal/Injury Collision,15500 92ND AVE,3,2015
4836,Fatal/Injury Collision,17400 64TH AVE,3,2015
4838,Fatal/Injury Collision,132ND ST / 104TH AVE,3,2015
4839,Fatal/Injury Collision,HWY 17 / 104TH AVE,3,2015
4840,Fatal/Injury Collision,96TH AVE / 120TH ST,3,2015
4841,Fatal/Injury Collision,FRASER HWY / 184TH ST,3,2015
4842,Fatal/Injury Collision,152ND ST / 56TH AVE,3,2015
4843,Fatal/Injury Collision,180TH ST / 56TH AVE,3,2015
4844,Fatal/Injury Collision,184TH ST / 60TH AVE,3,2015
4845,Fatal/Injury Collision,128TH ST / 66TH AVE,3,2015
4846,Fatal/Injury Collision,132ND ST / 72ND AVE,3,2015
4847,Fatal/Injury Collision,140TH ST / 72ND AVE,3,2015
4848,Fatal/Injury Collision,138TH ST / 72ND AVE,3,2015
4849,Fatal/Injury Collision,KING GEORGE BLVD / 80TH AVE,3,2015
4852,Fatal/Injury Collision,152ND ST / 92ND AVE,3,2015
4853,Fatal/Injury Collision,112B AVE / BRIDGEVIEW DR,3,2015
4854,Fatal/Injury Collision,102ND AVE / CITY PKWY,3,2015
4855,Fatal/Injury Collision,156TH ST / FRASER HWY,3,2015
4868,Fatal/Injury Collision,10300 170A ST,3,2015
4875,Fatal/Injury Collision,12400 57A AVE,3,2015
4885,Fatal/Injury Collision,13800  FRASER HWY,3,2015
4893,Fatal/Injury Collision,15800 101A AVE,3,2015
4900,Fatal/Injury Collision,13300 COMBER WAY,3,2015
4901,Fatal/Injury Collision,68TH AVE / 128TH ST,3,2015
4902,Fatal/Injury Collision,103RD AVE / 132ND ST,3,2015
4903,Fatal/Injury Collision,80B AVE / 140TH ST,3,2015
4904,Fatal/Injury Collision,88TH AVE / 152ND ST,3,2015
4906,Fatal/Injury Collision,56TH AVE / 177B ST,3,2015
4908,Fatal/Injury Collision,176TH ST / 57TH AVE,3,2015
4909,Fatal/Injury Collision,168TH ST / 63RD AVE,3,2015
4910,Fatal/Injury Collision,132ND ST / 64A AVE,3,2015
4911,Fatal/Injury Collision,128TH ST / 72ND AVE,3,2015
4912,Fatal/Injury Collision,120TH ST / 80TH AVE,3,2015
4913,Fatal/Injury Collision,142A ST / 88TH AVE,3,2015
4914,Fatal/Injury Collision,148TH ST / 88TH AVE,3,2015
4916,Fatal/Injury Collision,72ND AVE / KING GEORGE BLVD,3,2015
4917,Fatal/Injury Collision,72ND AVE / KING GEORGE BLVD,3,2015
4919,Fatal/Injury Collision,115A AVE / SURREY RD,3,2015
4921,Fatal/Injury Collision,1700 152ND ST,3,2015
4932,Fatal/Injury Collision,8700 HARVIE RD,3,2015
4946,Fatal/Injury Collision,12300 92ND AVE,3,2015
4957,Fatal/Injury Collision,15100 101ST AVE,3,2015
4967,Fatal/Injury Collision,SCOTT RD / 103A AVE,3,2015
4968,Fatal/Injury Collision,68TH AVE / 121ST ST,3,2015
4969,Fatal/Injury Collision,76TH AVE / 128TH ST,3,2015
4970,Fatal/Injury Collision,58TH AVE / 136TH ST,3,2015
4972,Fatal/Injury Collision,84TH AVE / 158TH ST,3,2015
4973,Fatal/Injury Collision,88TH AVE / 176TH ST,3,2015
4974,Fatal/Injury Collision,64TH AVE / 196TH ST,3,2015
4976,Fatal/Injury Collision,192ND ST / 32ND AVE,3,2015
4977,Fatal/Injury Collision,132ND ST / 56TH AVE,3,2015
4978,Fatal/Injury Collision,176A ST / 56TH AVE,3,2015
4980,Fatal/Injury Collision,KING GEORGE BLVD / 70A AVE,3,2015
4981,Fatal/Injury Collision,120TH ST / 80TH AVE,3,2015
4982,Fatal/Injury Collision,KING GEORGE BLVD / 80TH AVE,3,2015
4983,Fatal/Injury Collision,120TH ST / 88TH AVE,3,2015
4984,Fatal/Injury Collision,132ND ST / 92B AVE,3,2015
4985,Fatal/Injury Collision,120TH ST / NORDEL WAY,3,2015
4992,Fatal/Injury Collision,7500 KING GEORGE BLVD,3,2015
5004,Fatal/Injury Collision,12200 KING GEORGE BLVD,3,2015
5013,Fatal/Injury Collision,13400 KING GEORGE BLVD,3,2015
5023,Fatal/Injury Collision,15300 FRASER HWY,3,2015
5031,Fatal/Injury Collision,152ND ST / 102A AVE,3,2015
5033,Fatal/Injury Collision,88TH AVE / 127TH ST,3,2015
5034,Fatal/Injury Collision,56TH AVE / 132ND ST,3,2015
5035,Fatal/Injury Collision,96TH AVE / 134A ST,3,2015
5037,Fatal/Injury Collision,100TH AVE / 152ND ST,3,2015
5038,Fatal/Injury Collision,168TH ST / 56TH AVE,3,2015
5040,Fatal/Injury Collision,142ND ST / 64TH AVE,3,2015
5041,Fatal/Injury Collision,175TH ST / 64TH AVE,3,2015
5042,Fatal/Injury Collision,182ND ST / 72ND AVE,3,2015
5043,Fatal/Injury Collision,138TH ST / 72ND AVE,3,2015
5044,Fatal/Injury Collision,124TH ST / 96TH AVE,3,2015
5045,Fatal/Injury Collision,140TH ST / FRASER HWY,3,2015
5046,Fatal/Injury Collision,92ND AVE / KING GEORGE BLVD,3,2015
5047,Fatal/Injury Collision,192ND ST / LANGLEY BPS,3,2015
5048,Fatal/Injury Collision,SCOTT RD / OLD YALE RD,3,2015
5049,Fatal/Injury Collision,104TH AVE / OLD YALE RD,3,2015
5050,Fatal/Injury Collision,105A AVE / WHALLEY BLVD,3,2015
5061,Fatal/Injury Collision,8700 154TH ST,3,2015
5077,Fatal/Injury Collision,12700 110TH AVE,3,2015
5088,Fatal/Injury Collision,19500 LANGLEY BPS,3,2015
5089,Fatal/Injury Collision,140TH ST / 102ND AVE,3,2015
5092,Fatal/Injury Collision,56TH AVE / 152ND ST,3,2015
5093,Fatal/Injury Collision,96TH AVE / 168TH ST,3,2015
5094,Fatal/Injury Collision,132ND ST / 64TH AVE,3,2015
5095,Fatal/Injury Collision,KING GEORGE BLVD / 76TH AVE,3,2015
5096,Fatal/Injury Collision,120TH ST / 84TH AVE,3,2015
5097,Fatal/Injury Collision,152ND ST / 84TH AVE,3,2015
5098,Fatal/Injury Collision,160TH ST / COLEBROOK RD,3,2015
5099,Fatal/Injury Collision,140TH ST / CRESCENT RD,3,2015
5100,Fatal/Injury Collision,72ND AVE / HALL RD,3,2015
5101,Fatal/Injury Collision,143A ST / KINDERSLEY DR,3,2015
5102,Fatal/Injury Collision,74TH AVE / KING GEORGE BLVD,3,2015
5103,Fatal/Injury Collision,102ND AVE / KING GEORGE BLVD,3,2015
5104,Fatal/Injury Collision,56TH AVE / KING GEORGE BLVD,3,2015
5105,Fatal/Injury Collision,24TH AVE / KING GEORGE BLVD,3,2015
5106,Fatal/Injury Collision,160TH ST / 98TH AVE,3,2015
5119,Fatal/Injury Collision,8600 TUNIS PL,3,2015
5137,Fatal/Injury Collision,13900 72ND AVE,3,2015
5155,Fatal/Injury Collision,64TH AVE / 120TH ST,3,2015
5156,Fatal/Injury Collision,72ND AVE / 122ND ST,3,2015
5157,Fatal/Injury Collision,74TH AVE / 128TH ST,3,2015
5158,Fatal/Injury Collision,56TH AVE / 176TH ST,3,2015
5159,Fatal/Injury Collision,56TH AVE / 176TH ST,3,2015
5160,Fatal/Injury Collision,56TH AVE / 182ND ST,3,2015
5161,Fatal/Injury Collision,88TH AVE / 187TH ST,3,2015
5162,Fatal/Injury Collision,192ND ST / 27TH AVE,3,2015
5163,Fatal/Injury Collision,168TH ST / 56TH AVE,3,2015
5164,Fatal/Injury Collision,176TH ST / 56TH AVE,3,2015
5165,Fatal/Injury Collision,128TH ST / 64TH AVE,3,2015
5166,Fatal/Injury Collision,152ND ST / 70A AVE,3,2015
5167,Fatal/Injury Collision,120TH ST / 70TH AVE,3,2015
5168,Fatal/Injury Collision,KING GEORGE BLVD / 72ND AVE,3,2015
5169,Fatal/Injury Collision,144TH ST / 72ND AVE,3,2015
5170,Fatal/Injury Collision,123RD ST / 86TH AVE,3,2015
5171,Fatal/Injury Collision,152ND ST / 86TH AVE,3,2015
5172,Fatal/Injury Collision,GOLDEN EARS WAY / 96TH AVE CONN,3,2015
5173,Fatal/Injury Collision,152ND ST / COLEBROOK RD,3,2015
5174,Fatal/Injury Collision,64TH AVE / KING GEORGE BLVD,3,2015
5175,Fatal/Injury Collision,62ND AVE / KING GEORGE BLVD,3,2015
5176,Fatal/Injury Collision,60TH AVE / KING GEORGE BLVD,3,2015
5177,Fatal/Injury Collision,16TH AVE / KING GEORGE BLVD,3,2015
5182,Fatal/Injury Collision,1900  LILAC DR,3,2015
5184,Fatal/Injury Collision,2300 KING GEORGE BLVD,3,2015
5208,Fatal/Injury Collision,13500 98TH AVE,3,2015
5231,Fatal/Injury Collision,76TH AVE / 122ND ST,3,2015
5232,Fatal/Injury Collision,HWY 17 / 136TH ST,3,2015
5233,Fatal/Injury Collision,101ST AVE / 152ND ST,3,2015
5234,Fatal/Injury Collision,56TH AVE / 152ND ST,3,2015
5235,Fatal/Injury Collision,100TH AVE / 153RD ST,3,2015
5236,Fatal/Injury Collision,126TH ST / 68A AVE,3,2015
5237,Fatal/Injury Collision,120TH ST / 72ND AVE,3,2015
5238,Fatal/Injury Collision,123RD ST / 72ND AVE,3,2015
5239,Fatal/Injury Collision,128TH ST / 72ND AVE,3,2015
5240,Fatal/Injury Collision,138TH ST / 72ND AVE,3,2015
5241,Fatal/Injury Collision,148TH ST / 72ND AVE,3,2015
5242,Fatal/Injury Collision,142A ST / 88TH AVE,3,2015
5243,Fatal/Injury Collision,156TH ST / 89TH AVE,3,2015
5244,Fatal/Injury Collision,140TH ST / 92ND AVE,3,2015
5245,Fatal/Injury Collision,120TH ST / 99TH AVE,3,2015
5246,Fatal/Injury Collision,152ND ST / FRASER HWY,3,2015
5247,Fatal/Injury Collision,HWY 17 / GRACE RD,3,2015
5248,Fatal/Injury Collision,80TH AVE / KING GEORGE BLVD,3,2015
5250,Fatal/Injury Collision,2600 162ND ST,3,2015
5253,Fatal/Injury Collision,5800 128TH ST,3,2015
5262,Fatal/Injury Collision,8800 152ND ST,3,2015
5265,Fatal/Injury Collision,9100 138TH ST,3,2015
5270,Fatal/Injury Collision,9500 124TH ST,3,2015
5282,Fatal/Injury Collision,12100 72ND AVE,3,2015
5310,Fatal/Injury Collision,80TH AVE / 120A ST,3,2015
5312,Fatal/Injury Collision,100TH AVE / 152ND ST,3,2015
5313,Fatal/Injury Collision,76TH AVE / 168TH ST,3,2015
5314,Fatal/Injury Collision,64TH AVE / 177B ST,3,2015
5316,Fatal/Injury Collision,132ND ST / 84TH AVE,3,2015
5317,Fatal/Injury Collision,128TH ST / 96TH AVE,3,2015
5318,Fatal/Injury Collision,88TH AVE / FRASER HWY,3,2015
5319,Fatal/Injury Collision,HWY 17 / TANNERY RD OFRP,3,2015
5320,Fatal/Injury Collision,176TH ST OFRP / TRANS CANADA HWY,3,2015
5321,Fatal/Injury Collision,2300 HARBOURGREENE DR,3,2015
5333,Fatal/Injury Collision,9600 133A ST,3,2015
5365,Fatal/Injury Collision,15100 101ST AVE,3,2015
5369,Fatal/Injury Collision,15800 26TH AVE,3,2015
5373,Fatal/Injury Collision,152ND ST / 101ST AVE,3,2015
5374,Fatal/Injury Collision,UNIVERSITY DR / 104TH AVE,3,2015
5376,Fatal/Injury Collision,113B AVE / 126A ST,3,2015
5377,Fatal/Injury Collision,88TH AVE / 128TH ST,3,2015
5379,Fatal/Injury Collision,96TH AVE / 140TH ST,3,2015
5380,Fatal/Injury Collision,88TH AVE / 142A ST,3,2015
5381,Fatal/Injury Collision,104TH AVE / 144TH ST,3,2015
5383,Fatal/Injury Collision,60TH AVE / 184TH ST,3,2015
5384,Fatal/Injury Collision,152ND ST / 18TH AVE,3,2015
5387,Fatal/Injury Collision,134TH ST / 89A AVE,3,2015
5389,Fatal/Injury Collision,OBAN PL / 95TH AVE,3,2015
5390,Fatal/Injury Collision,120TH ST / 99TH AVE,3,2015
5391,Fatal/Injury Collision,152ND ST / FRASER HWY,3,2015
5392,Fatal/Injury Collision,88TH AVE / FRASER HWY,3,2015
5393,Fatal/Injury Collision,OLD YALE RD / HWY 17,3,2015
5394,Fatal/Injury Collision,72ND AVE / KING GEORGE BLVD,3,2015
5403,Fatal/Injury Collision,9800 KING GEORGE BLVD,3,2015
5429,Fatal/Injury Collision,13000 76TH AVE,3,2015
5432,Fatal/Injury Collision,13400 KING GEORGE BLVD,3,2015
5434,Fatal/Injury Collision,13600 76TH AVE,3,2015
5439,Fatal/Injury Collision,14800 71A AVE,3,2015
5446,Fatal/Injury Collision,64TH AVE / 120TH ST,3,2015
5447,Fatal/Injury Collision,96TH AVE / 130A ST,3,2015
5448,Fatal/Injury Collision,88TH AVE / 132ND ST,3,2015
5449,Fatal/Injury Collision,96TH AVE / 134TH ST,3,2015
5450,Fatal/Injury Collision,104TH AVE / 138TH ST,3,2015
5451,Fatal/Injury Collision,FRASER HWY / 140TH ST,3,2015
5452,Fatal/Injury Collision,FRASER HWY / 156TH ST,3,2015
5454,Fatal/Injury Collision,152ND ST / 16TH AVE,3,2015
5455,Fatal/Injury Collision,60TH AVE / 172ND ST,3,2015
5456,Fatal/Injury Collision,142ND ST / 72ND AVE,3,2015
5457,Fatal/Injury Collision,152ND ST / 72ND AVE,3,2015
5458,Fatal/Injury Collision,140TH ST / 96TH AVE,3,2015
5459,Fatal/Injury Collision,160TH ST / FRASER HWY,3,2015
5460,Fatal/Injury Collision,176TH ST / FRASER HWY,3,2015
5463,Fatal/Injury Collision,2300 160TH ST,3,2015
5465,Fatal/Injury Collision,4300 KING GEORGE BLVD,3,2015
5471,Fatal/Injury Collision,6800 134TH ST,3,2015
5480,Fatal/Injury Collision,9700 128A ST,3,2015
5491,Fatal/Injury Collision,12700 82ND AVE,3,2015
5497,Fatal/Injury Collision,13300 84TH AVE,3,2015
5515,Fatal/Injury Collision,15400 FRASER HWY,3,2015
5518,Fatal/Injury Collision,96TH AVE / 134TH ST,3,2015
5519,Fatal/Injury Collision,84TH AVE / 148TH ST,3,2015
5520,Fatal/Injury Collision,FRASER HWY / 156TH ST,3,2015
5521,Fatal/Injury Collision,16TH AVE / 176TH ST,3,2015
5522,Fatal/Injury Collision,96TH AVE / 195TH ST,3,2015
5523,Fatal/Injury Collision,177B ST / 56TH AVE,3,2015
5524,Fatal/Injury Collision,132ND ST / 88TH AVE,3,2015
5525,Fatal/Injury Collision,152ND ST / 99TH AVE,3,2015
5526,Fatal/Injury Collision,HWY 17 / ELEVATOR RD,3,2015
5527,Fatal/Injury Collision,106TH AVE / KING GEORGE BLVD,3,2015
5555,Fatal/Injury Collision,12600 67A AVE,3,2015
5563,Fatal/Injury Collision,14300 72ND AVE,3,2015
5571,Fatal/Injury Collision,81A AVE / 144TH ST,3,2015
5572,Fatal/Injury Collision,108TH AVE / 148TH ST,3,2015
5573,Fatal/Injury Collision,KING GEORGE BLVD / 14TH AVE,3,2015
5574,Fatal/Injury Collision,84TH AVE / 150TH ST,3,2015
5575,Fatal/Injury Collision,64TH AVE / 152ND ST,3,2015
5576,Fatal/Injury Collision,104TH AVE / 156TH ST,3,2015
