,INCIDENT_TYPE,HUNDRED_BLOCK,MONTH,YEAR
231,Fatal/Injury Collision,132ND ST / HWY 17,1,2015
232,Fatal/Injury Collision,56TH AVE / KING GEORGE BLVD,1,2015
233,Fatal/Injury Collision,58TH AVE / KING GEORGE BLVD,1,2015
235,Fatal/Injury Collision,108TH AVE / WHALLEY BLVD,1,2015
236,Fatal/Injury Collision,60TH AVE / KING GEORGE BLVD,1,2015
238,Fatal/Injury Collision,2300 160TH ST,1,2015
241,Fatal/Injury Collision,2800 CROYDON DR,1,2015
254,Fatal/Injury Collision,8100 BLOCK 172ND ST,1,2015
256,Fatal/Injury Collision,8200 KING GEORGE BLVD,1,2015
257,Fatal/Injury Collision,8200 KING GEORGE BLVD,1,2015
265,Fatal/Injury Collision,9400 134TH ST,1,2015
266,Fatal/Injury Collision,9400 128TH ST,1,2015
277,Fatal/Injury Collision,10800 BLOCK 148TH ST,1,2015
291,Fatal/Injury Collision,13400 108TH AVE,1,2015
312,Fatal/Injury Collision,8TH AVE / 192ND ST,1,2015
313,Fatal/Injury Collision,144TH ST / 60TH AVE,1,2015
315,Fatal/Injury Collision,128TH ST / 72ND AVE,1,2015
317,Fatal/Injury Collision,104TH AVE OFRP / HWY 17,1,2015
343,Fatal/Injury Collision,10300 152ND ST,1,2015
394,Fatal/Injury Collision,10500 UNIVERSITY DR,1,2015
413,Fatal/Injury Collision,15300 28A AVE,1,2015
421,Fatal/Injury Collision,146TH ST / 108TH AVE,1,2015
422,Fatal/Injury Collision,108TH AVE / 139A ST,1,2015
423,Fatal/Injury Collision,72A AVE / 145A ST,1,2015
424,Fatal/Injury Collision,64TH AVE / 175TH ST,1,2015
425,Fatal/Injury Collision,64TH AVE / 176TH ST,1,2015
427,Fatal/Injury Collision,168TH ST / 20TH AVE,1,2015
428,Fatal/Injury Collision,152ND ST / 20TH AVE,1,2015
430,Fatal/Injury Collision,KING GEORGE BLVD / 68TH AVE,1,2015
431,Fatal/Injury Collision,188TH ST / 69TH AVE,1,2015
432,Fatal/Injury Collision,152ND ST / 72ND AVE,1,2015
433,Fatal/Injury Collision,148TH ST / FRASER HWY,1,2015
434,Fatal/Injury Collision,84TH AVE / KING GEORGE BLVD,1,2015
435,Fatal/Injury Collision,HWY 17 / TANNERY RD OFRP,1,2015
437,Fatal/Injury Collision,105A AVE / WHALLEY BLVD,1,2015
438,Fatal/Injury Collision,148TH ST / 88TH AVE,1,2015
439,Fatal/Injury Collision,SCOTT RD / 103A AVE,1,2015
440,Fatal/Injury Collision,NORDEL WAY / 120TH ST,1,2015
441,Fatal/Injury Collision,68TH AVE / 127TH ST,1,2015
442,Fatal/Injury Collision,64TH AVE / 128TH ST,1,2015
443,Fatal/Injury Collision,64TH AVE / 128TH ST,1,2015
444,Fatal/Injury Collision,96TH AVE / 132ND ST,1,2015
445,Fatal/Injury Collision,104TH AVE / 150TH ST,1,2015
446,Fatal/Injury Collision,72ND AVE / 152ND ST,1,2015
447,Fatal/Injury Collision,88TH AVE / 184TH ST,1,2015
449,Fatal/Injury Collision,87TH AVE / 192ND ST,1,2015
451,Fatal/Injury Collision,176TH ST / 26TH AVE,1,2015
452,Fatal/Injury Collision,176TH ST / 32ND AVE,1,2015
453,Fatal/Injury Collision,152ND ST / 64TH AVE,1,2015
455,Fatal/Injury Collision,HWY 17 / BRIDGEVIEW DR,1,2015
456,Fatal/Injury Collision,OLD YALE RD / HWY 17,1,2015
457,Fatal/Injury Collision,80TH AVE / KING GEORGE BLVD,1,2015
461,Fatal/Injury Collision,6600 193B ST,1,2015
480,Fatal/Injury Collision,9700 120TH ST,1,2015
481,Fatal/Injury Collision,10000 121ST ST,1,2015
482,Fatal/Injury Collision,10100 156TH ST,1,2015
488,Fatal/Injury Collision,10400 152ND ST,1,2015
502,Fatal/Injury Collision,13800 104TH AVE,1,2015
509,Fatal/Injury Collision,15400 88TH AVE,1,2015
516,Fatal/Injury Collision,149A ST / 104TH AVE,1,2015
517,Fatal/Injury Collision,128A ST / 104TH AVE,1,2015
518,Fatal/Injury Collision,88TH AVE / 160TH ST,1,2015
519,Fatal/Injury Collision,FRASER HWY / 160TH ST,1,2015
520,Fatal/Injury Collision,64TH AVE / 188TH ST,1,2015
521,Fatal/Injury Collision,96TH AVE / 192ND ST,1,2015
522,Fatal/Injury Collision,24TH AVE / 192ND ST,1,2015
524,Fatal/Injury Collision,128TH ST / 76TH AVE,1,2015
525,Fatal/Injury Collision,KING GEORGE BLVD / 79TH AVE,1,2015
526,Fatal/Injury Collision,156TH ST / 84TH AVE,1,2015
527,Fatal/Injury Collision,140A ST / 90TH AVE,1,2015
528,Fatal/Injury Collision,100TH AVE / OLD YALE RD,1,2015
529,Fatal/Injury Collision,148TH ST / SPENSER DR,1,2015
557,Fatal/Injury Collision,10200 BLOCK 160TH ST,1,2015
573,Fatal/Injury Collision,13400 16TH AVE,1,2015
597,Fatal/Injury Collision,17900 56TH AVE,1,2015
604,Fatal/Injury Collision,149TH ST / 101A AVE,1,2015
605,Fatal/Injury Collision,152ND ST / 104TH AVE,1,2015
606,Fatal/Injury Collision,108TH AVE / 135A ST,1,2015
607,Fatal/Injury Collision,103A AVE / 141ST ST,1,2015
608,Fatal/Injury Collision,74TH AVE / 144TH ST,1,2015
609,Fatal/Injury Collision,FRASER HWY / 152ND ST,1,2015
610,Fatal/Injury Collision,56TH AVE / 152ND ST,1,2015
611,Fatal/Injury Collision,27A AVE / 161ST ST,1,2015
612,Fatal/Injury Collision,27A AVE / 161ST ST,1,2015
613,Fatal/Injury Collision,87TH AVE / 168TH ST,1,2015
614,Fatal/Injury Collision,132ND ST / 69A AVE,1,2015
615,Fatal/Injury Collision,134TH ST / 72ND AVE,1,2015
616,Fatal/Injury Collision,134TH ST / 72ND AVE,1,2015
617,Fatal/Injury Collision,144TH ST / 75A AVE,1,2015
618,Fatal/Injury Collision,128TH ST / 82ND AVE,1,2015
619,Fatal/Injury Collision,152ND ST / 88TH AVE,1,2015
620,Fatal/Injury Collision,56TH AVE / KING GEORGE BLVD,1,2015
622,Fatal/Injury Collision,MALL ACCESS / VENTURE WAY,1,2015
628,Fatal/Injury Collision,2900 BLOCK 184TH ST,1,2015
640,Fatal/Injury Collision,7800 124TH ST,1,2015
652,Fatal/Injury Collision,9700 187TH ST,1,2015
666,Fatal/Injury Collision,12700 66TH AVE,1,2015
667,Fatal/Injury Collision,12700 66TH AVE,1,2015
671,Fatal/Injury Collision,13200 71B AVE,1,2015
702,Fatal/Injury Collision,72ND AVE / 132ND ST,1,2015
703,Fatal/Injury Collision,114TH AVE / 138TH ST,1,2015
704,Fatal/Injury Collision,114TH AVE / 138TH ST,1,2015
705,Fatal/Injury Collision,104TH AVE / 146TH ST,1,2015
708,Fatal/Injury Collision,176TH ST / 24TH AVE,1,2015
709,Fatal/Injury Collision,168TH ST / 56TH AVE,1,2015
710,Fatal/Injury Collision,128TH ST / 60TH AVE,1,2015
711,Fatal/Injury Collision,128TH ST / 60TH AVE,1,2015
712,Fatal/Injury Collision,FRASER HWY / 68TH AVE,1,2015
714,Fatal/Injury Collision,128TH ST / 88TH AVE,1,2015
715,Fatal/Injury Collision,HARVIE RD / 92ND AVE,1,2015
726,Fatal/Injury Collision,8100 128TH ST,1,2015
728,Fatal/Injury Collision,8300 120A ST,1,2015
757,Fatal/Injury Collision,15700 CROYDON DR,1,2015
761,Fatal/Injury Collision,18900 54A AVE,1,2015
762,Fatal/Injury Collision,132ND ST / 105A AVE,1,2015
764,Fatal/Injury Collision,108TH AVE / 140TH ST,1,2015
765,Fatal/Injury Collision,64TH AVE / 148TH ST,1,2015
766,Fatal/Injury Collision,100TH AVE / 150TH ST,1,2015
767,Fatal/Injury Collision,92ND AVE / 160TH ST,1,2015
768,Fatal/Injury Collision,20TH AVE / 168TH ST,1,2015
769,Fatal/Injury Collision,176TH ST / 16TH AVE,1,2015
771,Fatal/Injury Collision,176TH ST / 32ND AVE,1,2015
772,Fatal/Injury Collision,FRASER HWY / 64TH AVE,1,2015
773,Fatal/Injury Collision,152ND ST / 72ND AVE,1,2015
774,Fatal/Injury Collision,144TH ST / 88TH AVE,1,2015
775,Fatal/Injury Collision,120TH ST / 93A AVE,1,2015
776,Fatal/Injury Collision,162A ST / 94TH AVE,1,2015
777,Fatal/Injury Collision,192ND ST / 96TH AVE,1,2015
778,Fatal/Injury Collision,102ND AVE / CITY PKWY,1,2015
779,Fatal/Injury Collision,184TH ST / FRASER HWY,1,2015
780,Fatal/Injury Collision,152ND ST / KING GEORGE BLVD,1,2015
781,Fatal/Injury Collision,102ND AVE / WHALLEY BLVD,1,2015
790,Fatal/Injury Collision,6900 144A ST,1,2015
840,Fatal/Injury Collision,14800 17TH AVE,1,2015
846,Fatal/Injury Collision,15600 98TH AVE,1,2015
854,Fatal/Injury Collision,18900 16TH AVE,1,2015
857,Fatal/Injury Collision,72ND AVE / 124TH ST,1,2015
858,Fatal/Injury Collision,FRASER HWY / 140TH ST,1,2015
859,Fatal/Injury Collision,72ND AVE / 140TH ST,1,2015
861,Fatal/Injury Collision,84TH AVE / 152ND ST,1,2015
862,Fatal/Injury Collision,104TH AVE / 160TH ST,1,2015
863,Fatal/Injury Collision,144TH ST / 82A AVE,1,2015
864,Fatal/Injury Collision,122A ST / 84TH AVE,1,2015
865,Fatal/Injury Collision,152ND ST / 86TH AVE,1,2015
866,Fatal/Injury Collision,128TH ST / 96TH AVE,1,2015
908,Fatal/Injury Collision,12500 BLOCK 82ND AVE,1,2015
936,Fatal/Injury Collision,SCOTT RD / 100TH AVE,1,2015
939,Fatal/Injury Collision,96TH AVE / 134TH ST,1,2015
941,Fatal/Injury Collision,152ND ST / 56TH AVE,1,2015
943,Fatal/Injury Collision,8TH AVE OFRP / HWY 99,1,2015
944,Fatal/Injury Collision,152ND ST / KING GEORGE BLVD,1,2015
946,Fatal/Injury Collision,2200 148TH ST,1,2015
949,Fatal/Injury Collision,3700 156TH ST,1,2015
952,Fatal/Injury Collision,6200 144TH ST,1,2015
953,Fatal/Injury Collision,6400 180TH ST,1,2015
956,Fatal/Injury Collision,7300 143RD ST,1,2015
982,Fatal/Injury Collision,13400 KING GEORGE BLVD,1,2015
989,Fatal/Injury Collision,15100 91ST AVE,1,2015
1001,Fatal/Injury Collision,104TH AVE / 152ND ST,1,2015
1002,Fatal/Injury Collision,124TH ST / 72A AVE,1,2015
1003,Fatal/Injury Collision,140TH ST / FRASER HWY,1,2015
1004,Fatal/Injury Collision,14TH AVE / KING GEORGE BLVD,1,2015
1005,Fatal/Injury Collision,156TH ST / KING GEORGE BLVD,1,2015
1006,Fatal/Injury Collision,140TH ST / FRASER HWY,1,2015
1016,Fatal/Injury Collision,6300 120TH ST,1,2015
1038,Fatal/Injury Collision,9400 KING GEORGE BLVD,1,2015
1051,Fatal/Injury Collision,12600 82ND AVE,1,2015
1060,Fatal/Injury Collision,14000 BLOCK 104TH AVE,1,2015
1065,Fatal/Injury Collision,14300 RIDGE CRES,1,2015
1085,Fatal/Injury Collision,17400 96TH AVE,1,2015
1086,Fatal/Injury Collision,17500 92ND AVE,1,2015
1096,Fatal/Injury Collision,9000 128TH ST,1,2015
1099,Fatal/Injury Collision,101ST AVE / 152ND ST,1,2015
1100,Fatal/Injury Collision,KING GEORGE BLVD / 32ND AVE DVRS,1,2015
1101,Fatal/Injury Collision,128TH ST / 60TH AVE,1,2015
1102,Fatal/Injury Collision,138TH ST / 76TH AVE,1,2015
1103,Fatal/Injury Collision,162ND ST / 88TH AVE,1,2015
1104,Fatal/Injury Collision,144TH ST / 89A AVE,1,2015
1105,Fatal/Injury Collision,168TH ST / 96TH AVE,1,2015
1106,Fatal/Injury Collision,OLD YALE RD / BRIDGE RD,1,2015
1107,Fatal/Injury Collision,176TH ST / FRASER HWY,1,2015
1108,Fatal/Injury Collision,91ST AVE / KING GEORGE BLVD,1,2015
1109,Fatal/Injury Collision,102ND AVE / KING GEORGE BLVD,1,2015
1110,Fatal/Injury Collision,104TH AVE / KING GEORGE BLVD,1,2015
1111,Fatal/Injury Collision,104TH AVE / OAK GT,1,2015
1134,Fatal/Injury Collision,11000 132ND ST,1,2015
1142,Fatal/Injury Collision,13900 FRASER HWY,1,2015
1143,Fatal/Injury Collision,14100 108TH AVE,1,2015
1144,Fatal/Injury Collision,14100 108TH AVE,1,2015
1148,Fatal/Injury Collision,15200 GUILDFORD DR,1,2015
1161,Fatal/Injury Collision,75A AVE / 120TH ST,1,2015
1162,Fatal/Injury Collision,112TH AVE / 124TH ST,1,2015
1163,Fatal/Injury Collision,108TH AVE / 144TH ST,1,2015
1164,Fatal/Injury Collision,88TH AVE / 148TH ST,1,2015
1166,Fatal/Injury Collision,164TH ST / 88TH AVE,1,2015
1167,Fatal/Injury Collision,149TH ST / FRASER HWY,1,2015
1169,Fatal/Injury Collision,104TH AVE / HWY 17,1,2015
1173,Fatal/Injury Collision,3200 141ST ST,1,2015
1180,Fatal/Injury Collision,7400 KING GEORGE BLVD,1,2015
1183,Fatal/Injury Collision,7900 152ND ST,1,2015
1188,Fatal/Injury Collision,9500 132ND ST,1,2015
1205,Fatal/Injury Collision,13200 70B AVE,1,2015
1209,Fatal/Injury Collision,13800 FRASER HWY,1,2015
1225,Fatal/Injury Collision,18700 FRASER HWY,1,2015
1226,Fatal/Injury Collision,10600 150TH ST,1,2015
1227,Fatal/Injury Collision,140TH ST / 104TH AVE,1,2015
1228,Fatal/Injury Collision,88TH AVE / 148TH ST,1,2015
1229,Fatal/Injury Collision,FRASER HWY / 152ND ST,1,2015
1230,Fatal/Injury Collision,FRASER HWY / 184TH ST,1,2015
1231,Fatal/Injury Collision,184TH ST / 54TH AVE,1,2015
1232,Fatal/Injury Collision,128TH ST / 76TH AVE,1,2015
1234,Fatal/Injury Collision,126TH ST / 92ND AVE,1,2015
1235,Fatal/Injury Collision,KING GEORGE BLVD / 96TH AVE,1,2015
1236,Fatal/Injury Collision,68TH AVE / FRASER HWY,1,2015
1237,Fatal/Injury Collision,128TH ST / KING GEORGE BLVD,1,2015
1238,Fatal/Injury Collision,76TH AVE / KING GEORGE BLVD,1,2015
1239,Fatal/Injury Collision,102ND AVE / KING GEORGE BLVD,1,2015
1248,Fatal/Injury Collision,6600 128TH ST,1,2015
1253,Fatal/Injury Collision,7600 125TH ST,1,2015
1265,Fatal/Injury Collision,8500 KING GEORGE BLVD,1,2015
1266,Fatal/Injury Collision,8800 126TH ST,1,2015
1297,Fatal/Injury Collision,15800 BLOCK 104TH AVE,1,2015
1305,Fatal/Injury Collision,150TH ST / 100TH AVE,1,2015
1306,Fatal/Injury Collision,150TH ST / 100TH AVE,1,2015
1307,Fatal/Injury Collision,154TH ST / 104TH AVE,1,2015
1308,Fatal/Injury Collision,192ND ST / 24TH AVE,1,2015
1309,Fatal/Injury Collision,KING GEORGE BLVD / 24TH AVE,1,2015
1310,Fatal/Injury Collision,124TH ST / 66TH AVE,1,2015
1311,Fatal/Injury Collision,130TH ST / 68TH AVE,1,2015
1312,Fatal/Injury Collision,152ND ST / 84TH AVE,1,2015
1313,Fatal/Injury Collision,KING GEORGE BLVD / 98TH AVE,1,2015
1314,Fatal/Injury Collision,152ND ST / FERGUSON DVRS,1,2015
1315,Fatal/Injury Collision,140TH ST / FRASER HWY,1,2015
1316,Fatal/Injury Collision,TANNERY RD OFRP / HWY 17,1,2015
1318,Fatal/Injury Collision,32ND AVE DVRS / KING GEORGE BLVD,1,2015
1319,Fatal/Injury Collision,144A ST / KING GEORGE BLVD,1,2015
1320,Fatal/Injury Collision,88TH AVE / NORDEL WAY,1,2015
1339,Fatal/Injury Collision,10200 CITY PKWY,1,2015
1365,Fatal/Injury Collision,16200 GLENWOOD CRES N,1,2015
1369,Fatal/Injury Collision,SCOTT RD / 104TH AVE,1,2015
1370,Fatal/Injury Collision,88TH AVE / 126TH ST,1,2015
1372,Fatal/Injury Collision,88TH AVE / 162ND ST,1,2015
1373,Fatal/Injury Collision,176A ST / 1ST AVE,1,2015
1375,Fatal/Injury Collision,148TH ST / 96TH AVE,1,2015
1376,Fatal/Injury Collision,152ND ST / 98TH AVE,1,2015
1377,Fatal/Injury Collision,24TH AVE / CROYDON DR,1,2015
1378,Fatal/Injury Collision,122ND ST / 72ND AVE,1,2015
1408,Fatal/Injury Collision,13400 OLD YALE RD,1,2015
1431,Fatal/Injury Collision,152ND ST / 104TH AVE,1,2015
1432,Fatal/Injury Collision,144TH ST / 108TH AVE,1,2015
1433,Fatal/Injury Collision,85TH AVE / 128TH ST,1,2015
1434,Fatal/Injury Collision,192ND ST / 32ND AVE,1,2015
1437,Fatal/Injury Collision,143RD ST / 72A AVE,1,2015
1438,Fatal/Injury Collision,128TH ST / 82ND AVE,1,2015
1440,Fatal/Injury Collision,KING GEORGE BLVD / 88TH AVE,1,2015
1441,Fatal/Injury Collision,176TH ST / FRASER HWY,1,2015
1442,Fatal/Injury Collision,72ND AVE / KING GEORGE BLVD,1,2015
1443,Fatal/Injury Collision,SCOTT RD / OLD YALE RD,1,2015
1444,Fatal/Injury Collision,104TH AVE / UNIVERSITY DR,1,2015
1445,Fatal/Injury Collision,184TH ST / 76TH AVE,1,2015
1451,Fatal/Injury Collision,7400 148TH ST,1,2015
1453,Fatal/Injury Collision,7500 WILTSHIRE DR,1,2015
1460,Fatal/Injury Collision,9800 KING GEORGE BLVD,1,2015
1461,Fatal/Injury Collision,9800 KING GEORGE BLVD,1,2015
1464,Fatal/Injury Collision,10200 152ND ST,1,2015
1468,Fatal/Injury Collision,12200 72ND AVE,1,2015
1471,Fatal/Injury Collision,12400 90TH AVE,1,2015
1472,Fatal/Injury Collision,12500 82ND AVE,1,2015
1478,Fatal/Injury Collision,13700 88TH AVE,1,2015
1479,Fatal/Injury Collision,13700 88TH AVE,1,2015
1487,Fatal/Injury Collision,17300 64A AVE,1,2015
1492,Fatal/Injury Collision,ORIOLE DR / 108TH AVE,1,2015
1493,Fatal/Injury Collision,75A AVE / 120TH ST,1,2015
1494,Fatal/Injury Collision,NORDEL WAY / 120TH ST,1,2015
1497,Fatal/Injury Collision,64TH AVE / 144TH ST,1,2015
1498,Fatal/Injury Collision,100TH AVE / 150TH ST,1,2015
1499,Fatal/Injury Collision,FRASER HWY / 184TH ST,1,2015
1500,Fatal/Injury Collision,176TH ST / 62ND AVE,1,2015
1501,Fatal/Injury Collision,126TH ST / 68TH AVE,1,2015
1502,Fatal/Injury Collision,KING GEORGE BLVD / 73RD AVE,1,2015
1503,Fatal/Injury Collision,140TH ST / 75TH AVE,1,2015
1504,Fatal/Injury Collision,192ND ST / 80TH AVE,1,2015
1505,Fatal/Injury Collision,152ND ST / 82ND AVE,1,2015
1506,Fatal/Injury Collision,120TH ST / 88TH AVE,1,2015
1507,Fatal/Injury Collision,FRASER HWY / 88TH AVE,1,2015
1508,Fatal/Injury Collision,88TH AVE / FRASER HWY,1,2015
1509,Fatal/Injury Collision,156TH ST / KING GEORGE BLVD,1,2015
1510,Fatal/Injury Collision,108TH AVE / UNIVERSITY DR,1,2015
1537,Fatal/Injury Collision,12200 KING GEORGE BLVD,1,2015
1540,Fatal/Injury Collision,12400 88TH AVE,1,2015
1541,Fatal/Injury Collision,12500 110TH AVE,1,2015
1546,Fatal/Injury Collision,13100 103RD AVE,1,2015
1553,Fatal/Injury Collision,13900 89TH AVE,1,2015
1562,Fatal/Injury Collision,OLD YALE RD / 104A AVE,1,2015
1563,Fatal/Injury Collision,150TH ST / 104TH AVE,1,2015
1565,Fatal/Injury Collision,96TH AVE / 168TH ST,1,2015
1566,Fatal/Injury Collision,96TH AVE / 168TH ST,1,2015
1567,Fatal/Injury Collision,60TH AVE / 176TH ST,1,2015
1568,Fatal/Injury Collision,168TH ST / 48TH AVE,1,2015
1569,Fatal/Injury Collision,172ND ST / 56TH AVE,1,2015
1570,Fatal/Injury Collision,172ND ST / 8TH AVE,1,2015
1571,Fatal/Injury Collision,100TH AVE / KING GEORGE BLVD,1,2015
1572,Fatal/Injury Collision,HWY 17 / OLD YALE RD,1,2015
1573,Fatal/Injury Collision,132ND ST / OLD YALE RD,1,2015
1574,Fatal/Injury Collision,108TH AVE / UNIVERSITY DR,1,2015
1576,Fatal/Injury Collision,5100 176TH ST,1,2015
1580,Fatal/Injury Collision,7100 152ND ST,1,2015
1585,Fatal/Injury Collision,7800 128TH ST,1,2015
1589,Fatal/Injury Collision,8600 141B ST,1,2015
1596,Fatal/Injury Collision,10400 BLOCK 160TH ST,1,2015
1606,Fatal/Injury Collision,13600 56TH AVE,1,2015
1612,Fatal/Injury Collision,14600 81A AVE,1,2015
1632,Fatal/Injury Collision,7100 KING GEORGE BLVD,1,2015
1635,Fatal/Injury Collision,76TH AVE / 129A ST,1,2015
1637,Fatal/Injury Collision,72ND AVE / 138TH ST,1,2015
1638,Fatal/Injury Collision,20TH AVE / 140TH ST,1,2015
1639,Fatal/Injury Collision,63A AVE / 144TH ST,1,2015
1641,Fatal/Injury Collision,154TH ST / 18TH AVE,1,2015
1642,Fatal/Injury Collision,152ND ST / 48TH AVE,1,2015
1643,Fatal/Injury Collision,128TH ST / 71ST AVE,1,2015
1644,Fatal/Injury Collision,138TH ST / 72ND AVE,1,2015
1645,Fatal/Injury Collision,146TH ST / 83A AVE,1,2015
1646,Fatal/Injury Collision,144TH ST / 88TH AVE,1,2015
1647,Fatal/Injury Collision,152ND ST / FRASER HWY,1,2015
1648,Fatal/Injury Collision,160TH ST / FRASER HWY,1,2015
1650,Fatal/Injury Collision,OLD YALE RD / SCOTT RD,1,2015
1651,Fatal/Injury Collision,140TH ST / 96TH AVE,1,2015
1669,Fatal/Injury Collision,10100 SCOTT RD,1,2015
1672,Fatal/Injury Collision,10400 BLOCK HWY 17,1,2015
1689,Fatal/Injury Collision,14900 57TH AVE,1,2015
1701,Fatal/Injury Collision,140TH ST / 104TH AVE,1,2015
1702,Fatal/Injury Collision,BRIDGEVIEW DR / 112A AVE,1,2015
1703,Fatal/Injury Collision,80TH AVE / 120TH ST,1,2015
1704,Fatal/Injury Collision,OLD YALE RD / 124TH ST,1,2015
1705,Fatal/Injury Collision,56TH AVE / 132ND ST,1,2015
1707,Fatal/Injury Collision,20TH AVE / 152ND ST,1,2015
1708,Fatal/Injury Collision,104TH AVE / 158B ST,1,2015
1709,Fatal/Injury Collision,54TH AVE / 192ND ST,1,2015
1710,Fatal/Injury Collision,148A ST / 33RD AVE,1,2015
1711,Fatal/Injury Collision,160TH ST / 56TH AVE,1,2015
1712,Fatal/Injury Collision,130TH ST / 76TH AVE,1,2015
1713,Fatal/Injury Collision,132ND ST / 80TH AVE,1,2015
1714,Fatal/Injury Collision,8TH AVE / 8TH AVE ONRP,1,2015
1715,Fatal/Injury Collision,84TH AVE / FRASER HWY,1,2015
1716,Fatal/Injury Collision,144TH ST / FRASER HWY,1,2015
1717,Fatal/Injury Collision,96TH AVE / KING GEORGE BLVD,1,2015
1718,Fatal/Injury Collision,78TH AVE / KING GEORGE BLVD,1,2015
1719,Fatal/Injury Collision,76TH AVE / KING GEORGE BLVD,1,2015
1720,Fatal/Injury Collision,88TH AVE / KING GEORGE BLVD,1,2015
1721,Fatal/Injury Collision,20 176TH ST,1,2015
1737,Fatal/Injury Collision,8500 162ND ST,1,2015
1747,Fatal/Injury Collision,10200 168TH ST,1,2015
1759,Fatal/Injury Collision,12700 110TH AVE,1,2015
1766,Fatal/Injury Collision,13500 88TH AVE,1,2015
1778,Fatal/Injury Collision,16000 92ND AVE,1,2015
1786,Fatal/Injury Collision,19000 60TH AVE,1,2015
1788,Fatal/Injury Collision,19500 FRASER HWY,1,2015
1796,Fatal/Injury Collision,154TH ST / 104TH AVE,1,2015
1798,Fatal/Injury Collision,FRASER HWY / 140TH ST,1,2015
1799,Fatal/Injury Collision,72ND AVE / 144TH ST,1,2015
1800,Fatal/Injury Collision,108TH AVE / 152ND ST,1,2015
1806,Fatal/Injury Collision,KING GEORGE BLVD / 56TH AVE,1,2015
1808,Fatal/Injury Collision,126TH ST / 72ND AVE,1,2015
1809,Fatal/Injury Collision,176TH ST / 80TH AVE,1,2015
1811,Fatal/Injury Collision,FRASER HWY / WHALLEY BLVD,1,2015
1813,Fatal/Injury Collision,3000 152ND ST,1,2015
1835,Fatal/Injury Collision,10500 SCOTT RD,1,2015
1845,Fatal/Injury Collision,12900 111TH AVE,1,2015
1863,Fatal/Injury Collision,133A ST / 103A AVE,1,2015
1864,Fatal/Injury Collision,64TH AVE / 128TH ST,1,2015
1866,Fatal/Injury Collision,74TH AVE / 138TH ST,1,2015
1867,Fatal/Injury Collision,100TH AVE / 148TH ST,1,2015
1868,Fatal/Injury Collision,64TH AVE / 166TH ST,1,2015
1869,Fatal/Injury Collision,60TH AVE / 176TH ST,1,2015
1871,Fatal/Injury Collision,HWY 99 / 32ND AVE OFRP,1,2015
1872,Fatal/Injury Collision,140TH ST / 72ND AVE,1,2015
1873,Fatal/Injury Collision,192ND ST / 95A AVE,1,2015
