,INCIDENT_TYPE,HUNDRED_BLOCK,MONTH,YEAR
3666,Fatal/Injury Collision,100TH AVE / 176TH ST,1,2013
3667,Fatal/Injury Collision,88TH AVE / 152ND ST,1,2013
3668,Fatal/Injury Collision,NORTH BLUFF RD / 138A ST,1,2013
3669,Fatal/Injury Collision,64TH AVE / KING GEORGE BLVD,1,2013
3670,Fatal/Injury Collision,134TH ST / 96TH AVE,1,2013
3671,Fatal/Injury Collision,84TH AVE / 132ND ST,1,2013
3672,Fatal/Injury Collision,56TH AVE / 132ND ST,1,2013
3673,Fatal/Injury Collision,84A AVE / 148TH ST,1,2013
3674,Fatal/Injury Collision,88TH AVE / 138A ST,1,2013
3675,Fatal/Injury Collision,168TH ST / 64TH AVE,1,2013
3676,Fatal/Injury Collision,68A AVE / 188TH ST,1,2013
3677,Fatal/Injury Collision,176TH ST / 24TH AVE,1,2013
3678,Fatal/Injury Collision,84TH AVE / 146TH ST,1,2013
3679,Fatal/Injury Collision,124TH ST / 82ND AVE,1,2013
3680,Fatal/Injury Collision,128TH ST / 72ND AVE,1,2013
3681,Fatal/Injury Collision,126A ST / 113TH AVE,1,2013
3682,Fatal/Injury Collision,128TH ST / 76TH AVE,1,2013
3683,Fatal/Injury Collision,KING GEORGE BLVD / UNIVERSITY DR,1,2013
3684,Fatal/Injury Collision,128TH ST / 82ND AVE,1,2013
3685,Fatal/Injury Collision,192ND ST / 56TH AVE,1,2013
3686,Fatal/Injury Collision,108TH AVE / 141A ST,1,2013
3687,Fatal/Injury Collision,KING GEORGE BLVD ONRP / HWY 99,1,2013
3688,Fatal/Injury Collision,120TH ST / NORDEL WAY,1,2013
3689,Fatal/Injury Collision,128TH ST / 96TH AVE,1,2013
3690,Fatal/Injury Collision,149TH ST / 101A AVE,1,2013
3691,Fatal/Injury Collision,132ND ST / 58TH AVE,1,2013
3692,Fatal/Injury Collision,176TH ST / 88TH AVE,1,2013
3693,Fatal/Injury Collision,192ND ST / GOLDEN EARS WAY,1,2013
3694,Fatal/Injury Collision,32ND AVE / 184TH ST,1,2013
3695,Fatal/Injury Collision,150A ST / 73RD AVE,1,2013
3696,Fatal/Injury Collision,72ND AVE / 128TH ST,1,2013
3697,Fatal/Injury Collision,56TH AVE / 128TH ST,1,2013
3698,Fatal/Injury Collision,120TH ST / 75A AVE,1,2013
3699,Fatal/Injury Collision,100TH AVE / 151ST ST,1,2013
3700,Fatal/Injury Collision,108TH AVE / 128TH ST,1,2013
3701,Fatal/Injury Collision,146TH ST / 64TH AVE,1,2013
3702,Fatal/Injury Collision,120TH ST / SCOTT RD,1,2013
3703,Fatal/Injury Collision,65A AVE / 134TH ST,1,2013
3704,Fatal/Injury Collision,96TH AVE / 148TH ST,1,2013
3705,Fatal/Injury Collision,76TH AVE / 128TH ST,1,2013
3706,Fatal/Injury Collision,190TH ST / 69A AVE,1,2013
3707,Fatal/Injury Collision,179TH ST / DALY RD,1,2013
3708,Fatal/Injury Collision,100TH AVE / SCOTT RD,1,2013
3709,Fatal/Injury Collision,102ND AVE / CITY PKWY,1,2013
3710,Fatal/Injury Collision,168TH ST / 24TH AVE,1,2013
3711,Fatal/Injury Collision,132ND ST / 56TH AVE,1,2013
3712,Fatal/Injury Collision,64TH AVE / 144TH ST,1,2013
3713,Fatal/Injury Collision,128TH ST / KING GEORGE BLVD,1,2013
3714,Fatal/Injury Collision,176TH ST / 96TH AVE,1,2013
3715,Fatal/Injury Collision,8TH AVE / 168TH ST,1,2013
3716,Fatal/Injury Collision,138TH ST / 74TH AVE,1,2013
3717,Fatal/Injury Collision,24TH AVE / KING GEORGE BLVD,1,2013
3718,Fatal/Injury Collision,128TH ST / 72ND AVE,1,2013
3719,Fatal/Injury Collision,FRASER HWY / 152ND ST,1,2013
3720,Fatal/Injury Collision,FRASER HWY / 152ND ST,1,2013
3721,Fatal/Injury Collision,76TH AVE / KING GEORGE BLVD,1,2013
3722,Fatal/Injury Collision,148TH ST / 96TH AVE,1,2013
3723,Fatal/Injury Collision,134TH ST / 98TH AVE,1,2013
3724,Fatal/Injury Collision,74TH AVE / KING GEORGE BLVD,1,2013
3725,Fatal/Injury Collision,132ND ST / 72ND AVE,1,2013
3726,Fatal/Injury Collision,135TH ST / 112TH AVE,1,2013
3727,Fatal/Injury Collision,140TH ST / 104TH AVE,1,2013
3728,Fatal/Injury Collision,177B ST / 56TH AVE,1,2013
3729,Fatal/Injury Collision,112TH AVE / 135A ST,1,2013
3730,Fatal/Injury Collision,138TH ST / 112TH AVE,1,2013
3731,Fatal/Injury Collision,138TH ST / 74TH AVE,1,2013
3732,Fatal/Injury Collision,103RD AVE / 138A ST,1,2013
3733,Fatal/Injury Collision,96TH AVE / 132ND ST,1,2013
3734,Fatal/Injury Collision,104TH AVE / SCOTT RD,1,2013
3735,Fatal/Injury Collision,160TH ST / 16TH AVE,1,2013
3736,Fatal/Injury Collision,152ND ST / 64TH AVE,1,2013
3737,Fatal/Injury Collision,FRASER HWY / 152ND ST,1,2013
3738,Fatal/Injury Collision,76TH AVE / 128TH ST,1,2013
3739,Fatal/Injury Collision,142ND ST / 18TH AVE,1,2013
3740,Fatal/Injury Collision,148TH ST / KING GEORGE BOULEVARD STRD,1,2013
3741,Fatal/Injury Collision,144TH ST / 57TH AVE,1,2013
3742,Fatal/Injury Collision,103RD AVE / 160TH ST,1,2013
3743,Fatal/Injury Collision,81ST AVE / 152ND ST,1,2013
3744,Fatal/Injury Collision,146TH ST / 64TH AVE,1,2013
3745,Fatal/Injury Collision,84TH AVE / 160TH ST,1,2013
3746,Fatal/Injury Collision,140TH ST / 32ND AVE,1,2013
3747,Fatal/Injury Collision,96TH AVE / 120TH ST,1,2013
3748,Fatal/Injury Collision,128TH ST / 16TH AVE,1,2013
3749,Fatal/Injury Collision,60TH AVE / 144TH ST,1,2013
3750,Fatal/Injury Collision,152ND ST / 64TH AVE,1,2013
3751,Fatal/Injury Collision,132ND ST / 88TH AVE,1,2013
3752,Fatal/Injury Collision,72ND AVE / 128TH ST,1,2013
3753,Fatal/Injury Collision,105A AVE / 148TH ST,1,2013
3754,Fatal/Injury Collision,CROYDON DR / 24TH AVE,1,2013
3755,Fatal/Injury Collision,60TH AVE / 194A ST,1,2013
3756,Fatal/Injury Collision,152ND ST / 72ND AVE,1,2013
3757,Fatal/Injury Collision,FRASER HWY / 176TH ST,1,2013
3758,Fatal/Injury Collision,92ND AVE / 152ND ST,1,2013
3759,Fatal/Injury Collision,64TH AVE / KING GEORGE BLVD,1,2013
3760,Fatal/Injury Collision,KING GEORGE BLVD OFRP / HWY 99,1,2013
3761,Fatal/Injury Collision,105A AVE / WHALLEY BLVD,1,2013
3762,Fatal/Injury Collision,176TH ST / FRASER HWY,1,2013
3763,Fatal/Injury Collision,132ND ST / 64TH AVE,1,2013
3764,Fatal/Injury Collision,96TH AVE / 162A ST,1,2013
3765,Fatal/Injury Collision,172ND ST / 2ND AVE,1,2013
3766,Fatal/Injury Collision,152ND ST / 88TH AVE,1,2013
3767,Fatal/Injury Collision,KING GEORGE BLVD / 56TH AVE,1,2013
3768,Fatal/Injury Collision,180TH ST / 56TH AVE,1,2013
3769,Fatal/Injury Collision,72ND AVE / 128TH ST,1,2013
3770,Fatal/Injury Collision,24TH AVE / 176TH ST,1,2013
3771,Fatal/Injury Collision,SOUTH FRASER WAY / RIVER RD,1,2013
3772,Fatal/Injury Collision,102A AVE / 152A ST,1,2013
3773,Fatal/Injury Collision,140TH ST / 32ND AVE,1,2013
3774,Fatal/Injury Collision,88TH AVE / KING GEORGE BLVD,1,2013
3775,Fatal/Injury Collision,160TH ST / 20TH AVE,1,2013
3776,Fatal/Injury Collision,78TH AVE / 144TH ST,1,2013
3777,Fatal/Injury Collision,SOUTH FRASER WAY / RIVER RD,1,2013
3778,Fatal/Injury Collision,96TH AVE / 120TH ST,1,2013
3779,Fatal/Injury Collision,KING GEORGE BLVD / 76TH AVE,1,2013
3780,Fatal/Injury Collision,REGAL DR / TOWNLINE DVRS,1,2013
3781,Fatal/Injury Collision,REGAL DR / TOWNLINE DVRS,1,2013
3782,Fatal/Injury Collision,148TH ST / 96TH AVE,1,2013
3783,Fatal/Injury Collision,SCOTT RD / 110TH AVE,1,2013
3784,Fatal/Injury Collision,76TH AVE / KING GEORGE BLVD,1,2013
3785,Fatal/Injury Collision,176TH ST / 32ND AVE,1,2013
3786,Fatal/Injury Collision,104TH AVE / 140TH ST,1,2013
3787,Fatal/Injury Collision,132ND ST / 84TH AVE,1,2013
3788,Fatal/Injury Collision,24TH AVE / 154TH ST,1,2013
3789,Fatal/Injury Collision,102ND AVE / 120TH ST,1,2013
3790,Fatal/Injury Collision,PRINCE CHARLES BLVD / 96TH AVE,1,2013
3791,Fatal/Injury Collision,88TH AVE / 133A ST,1,2013
3792,Fatal/Injury Collision,60TH AVE / 177B ST,1,2013
3793,Fatal/Injury Collision,72ND AVE / 130TH ST,1,2013
3794,Fatal/Injury Collision,100A AVE / 142ND ST,1,2013
3795,Fatal/Injury Collision,KING GEORGE BLVD / 160TH ST,1,2013
3796,Fatal/Injury Collision,120TH ST / 70TH AVE,1,2013
3797,Fatal/Injury Collision,125TH ST / 60TH AVE,1,2013
3798,Fatal/Injury Collision,KING GEORGE BLVD / HALL RD,1,2013
3799,Fatal/Injury Collision,SCOTT RD / OLD YALE RD,1,2013
3800,Fatal/Injury Collision,128TH ST / 84TH AVE,1,2013
3801,Fatal/Injury Collision,96TH AVE / 162A ST,1,2013
3802,Fatal/Injury Collision,KING GEORGE BLVD / 62ND AVE,1,2013
3803,Fatal/Injury Collision,152ND ST / 17TH AVE,1,2013
3804,Fatal/Injury Collision,80TH AVE / 128TH ST,1,2013
3805,Fatal/Injury Collision,92ND AVE / 154TH ST,1,2013
3806,Fatal/Injury Collision,192ND ST / 54TH AVE,1,2013
3807,Fatal/Injury Collision,156TH ST / 84TH AVE,1,2013
3808,Fatal/Injury Collision,102ND AVE / KING GEORGE BLVD,1,2013
3809,Fatal/Injury Collision,194A ST / 70TH AVE,1,2013
3810,Fatal/Injury Collision,24TH AVE / 144TH ST,1,2013
3811,Fatal/Injury Collision,103A AVE / SCOTT RD,1,2013
3812,Fatal/Injury Collision,KING GEORGE BLVD / 105A AVE,1,2013
3813,Fatal/Injury Collision,128TH ST / 69A AVE,1,2013
3814,Fatal/Injury Collision,154TH ST / 24TH AVE,1,2013
3815,Fatal/Injury Collision,152ND ST / 29A AVE,1,2013
3816,Fatal/Injury Collision,176TH ST / 96TH AVE,1,2013
3817,Fatal/Injury Collision,88TH AVE / KING GEORGE BLVD,1,2013
3818,Fatal/Injury Collision,104TH AVE / SCOTT RD,1,2013
3819,Fatal/Injury Collision,56TH AVE / 177B ST,1,2013
3820,Fatal/Injury Collision,102A AVE / 154TH ST,1,2013
3821,Fatal/Injury Collision,152ND ST / 86TH AVE,1,2013
3822,Fatal/Injury Collision,104TH AVE / 154TH ST,1,2013
3823,Fatal/Injury Collision,102B AVE / 156TH ST,1,2013
3824,Fatal/Injury Collision,56TH AVE / 188TH ST,1,2013
3825,Fatal/Injury Collision,152ND ST / 29A AVE,1,2013
3826,Fatal/Injury Collision,104TH AVE / 152ND ST,1,2013
3827,Fatal/Injury Collision,LAUDER DR / 88TH AVE,1,2013
3828,Fatal/Injury Collision,128TH ST / 88TH AVE,1,2013
3829,Fatal/Injury Collision,152ND ST / 24TH AVE,1,2013
3830,Fatal/Injury Collision,104TH AVE / 132ND ST,1,2013
3831,Fatal/Injury Collision,KING GEORGE BLVD / 76TH AVE,1,2013
3832,Fatal/Injury Collision,128TH ST / 17TH AVE,1,2013
3833,Fatal/Injury Collision,152ND ST / 64TH AVE,1,2013
3834,Fatal/Injury Collision,102A AVE / 150TH ST,1,2013
3835,Fatal/Injury Collision,69TH AVE / 188TH ST,1,2013
3836,Fatal/Injury Collision,SOUTHMERE CRES E / MARTIN DR,1,2013
3837,Fatal/Injury Collision,72ND AVE / KING GEORGE BLVD,1,2013
3838,Fatal/Injury Collision,88TH AVE / 152ND ST,1,2013
3839,Fatal/Injury Collision,160TH ST / 32ND AVE,1,2013
3840,Fatal/Injury Collision,16TH AVE / 184TH ST,1,2013
3841,Fatal/Injury Collision,KING GEORGE BLVD / 56TH AVE,1,2013
3842,Fatal/Injury Collision,98TH AVE / 160TH ST,1,2013
3843,Fatal/Injury Collision,152ND ST / 34TH AVE,1,2013
3844,Fatal/Injury Collision,76TH AVE / 132ND ST,1,2013
3845,Fatal/Injury Collision,105TH AVE / 152ND ST,1,2013
3846,Fatal/Injury Collision,148TH ST / 60TH AVE,1,2013
3847,Fatal/Injury Collision,102ND AVE / 140TH ST,1,2013
3848,Fatal/Injury Collision,120TH ST / NORDEL WAY,1,2013
3849,Fatal/Injury Collision,152ND ST / FRASER HWY,1,2013
3850,Fatal/Injury Collision,144TH ST / 108TH AVE,1,2013
3851,Fatal/Injury Collision,68TH AVE / 132ND ST,1,2013
3852,Fatal/Injury Collision,56TH AVE / 176TH ST,1,2013
3853,Fatal/Injury Collision,78TH AVE / 124TH ST,1,2013
3854,Fatal/Injury Collision,166TH ST / FRASER HWY,1,2013
3855,Fatal/Injury Collision,144TH ST / 88TH AVE,1,2013
3856,Fatal/Injury Collision,132ND ST / 84TH AVE,1,2013
3857,Fatal/Injury Collision,16TH AVE / 156TH ST,1,2013
3858,Fatal/Injury Collision,16TH AVE / MARTIN DR,1,2013
3859,Fatal/Injury Collision,154TH ST / 16A AVE,1,2013
3860,Fatal/Injury Collision,140TH ST / FRASER HWY,1,2013
3861,Fatal/Injury Collision,96TH AVE / 168TH ST,1,2013
3862,Fatal/Injury Collision,104TH AVE / KING GEORGE BLVD,1,2013
3863,Fatal/Injury Collision,152ND ST / 24TH AVE,1,2013
3864,Fatal/Injury Collision,72ND AVE / 142ND ST,1,2013
3865,Fatal/Injury Collision,132ND ST / 95A AVE,1,2013
3866,Fatal/Injury Collision,72ND AVE / 132ND ST,1,2013
3867,Fatal/Injury Collision,KING GEORGE BLVD / CRESCENT RD,1,2013
3868,Fatal/Injury Collision,72ND AVE / 142ND ST,1,2013
3869,Fatal/Injury Collision,128TH ST / 92ND AVE,1,2013
3870,Fatal/Injury Collision,152ND ST / 86TH AVE,1,2013
3871,Fatal/Injury Collision,152ND ST / 88TH AVE,1,2013
3872,Fatal/Injury Collision,108TH AVE / KING GEORGE BLVD,1,2013
3873,Fatal/Injury Collision,KING GEORGE BLVD / 80TH AVE,1,2013
3874,Fatal/Injury Collision,120TH ST / 96TH AVE,1,2013
3875,Fatal/Injury Collision,140TH ST / 106TH AVE,1,2013
3876,Fatal/Injury Collision,122ND ST / 96TH AVE,1,2013
3877,Fatal/Injury Collision,152ND ST / 72ND AVE,1,2013
3878,Fatal/Injury Collision,152ND ST / 84TH AVE,1,2013
3879,Fatal/Injury Collision,176TH ST / 8TH AVE,1,2013
3880,Fatal/Injury Collision,152ND ST / 20TH AVE,1,2013
3881,Fatal/Injury Collision,156TH ST / 88TH AVE,1,2013
3882,Fatal/Injury Collision,32ND AVE / 152ND ST,1,2013
3883,Fatal/Injury Collision,KING GEORGE FRTG / 129TH ST,1,2013
3884,Fatal/Injury Collision,20TH AVE / 128TH ST,1,2013
3885,Fatal/Injury Collision,152ND ST / 66A AVE,1,2013
3886,Fatal/Injury Collision,152ND ST / 32ND AVE,1,2013
3887,Fatal/Injury Collision,123A ST / 99A AVE,1,2013
3888,Fatal/Injury Collision,128TH ST / 87TH AVE,1,2013
3889,Fatal/Injury Collision,96TH AVE / 152ND ST,1,2013
3890,Fatal/Injury Collision,132ND ST / 64TH AVE,1,2013
3891,Fatal/Injury Collision,72ND AVE / 138TH ST,1,2013
3892,Fatal/Injury Collision,KING GEORGE BLVD / 56TH AVE,1,2013
3893,Fatal/Injury Collision,132ND ST / 100TH AVE,1,2013
3894,Fatal/Injury Collision,152ND ST / 56TH AVE,1,2013
3895,Fatal/Injury Collision,24TH AVE / KING GEORGE BLVD,1,2013
3896,Fatal/Injury Collision,KING GEORGE BLVD / 64TH AVE,1,2013
3897,Fatal/Injury Collision,100TH AVE / KING GEORGE BLVD,1,2013
3898,Fatal/Injury Collision,152ND ST / 96TH AVE,1,2013
3899,Fatal/Injury Collision,152ND ST / 76TH AVE,1,2013
3900,Fatal/Injury Collision,70A AVE / 136B ST,1,2013
3901,Fatal/Injury Collision,132ND ST / 80TH AVE,1,2013
3902,Fatal/Injury Collision,134TH ST / 71ST AVE,1,2013
3903,Fatal/Injury Collision,102ND AVE / KING GEORGE BLVD,1,2013
3904,Fatal/Injury Collision,156TH ST / 92ND AVE,1,2013
3905,Fatal/Injury Collision,176TH ST / 60TH AVE,1,2013
3906,Fatal/Injury Collision,108TH AVE / KING GEORGE BLVD,1,2013
3907,Fatal/Injury Collision,104TH AVE / 160TH ST,1,2013
3908,Fatal/Injury Collision,120TH ST / 75A AVE,1,2013
3909,Fatal/Injury Collision,152ND FRTG / 81ST AVE,1,2013
3910,Fatal/Injury Collision,156TH ST / 96TH AVE,1,2013
3911,Fatal/Injury Collision,75A AVE / 120TH ST,1,2013
3912,Fatal/Injury Collision,KING GEORGE BLVD / 74TH AVE,1,2013
3913,Fatal/Injury Collision,132ND ST / OLD YALE RD,1,2013
3914,Fatal/Injury Collision,192ND ST / LANGLEY BPS,1,2013
3915,Fatal/Injury Collision,140TH ST / FRASER HWY,1,2013
3916,Fatal/Injury Collision,KING GEORGE BLVD / 60TH AVE,1,2013
