,Unnamed: 0,INCIDENT_TYPE,HUNDRED_BLOCK,MONTH,YEAR
50876,8484,Fatal/Injury Collision,64TH AVE / KING GEORGE BLVD,11,2013
50877,8485,Fatal/Injury Collision,128TH ST / 58TH AVE,11,2013
50878,8486,Fatal/Injury Collision,80TH AVE / 120A ST,11,2013
50879,8487,Fatal/Injury Collision,150TH ST / 104TH AVE,11,2013
50880,8488,Fatal/Injury Collision,146TH ST / 108TH AVE,11,2013
50881,8489,Fatal/Injury Collision,128TH ST / 88TH AVE,11,2013
50882,8490,Fatal/Injury Collision,152ND ST / 32ND AVE,11,2013
50883,8491,Fatal/Injury Collision,24TH AVE / KING GEORGE BLVD,11,2013
50884,8492,Fatal/Injury Collision,PRINCE CHARLES BLVD / 96TH AVE,11,2013
50885,8493,Fatal/Injury Collision,168TH ST / 56TH AVE,11,2013
50886,8494,Fatal/Injury Collision,88TH AVE / 132ND ST,11,2013
50887,8495,Fatal/Injury Collision,104TH AVE / 154TH ST,11,2013
50888,8496,Fatal/Injury Collision,128TH ST / 76TH AVE,11,2013
50889,8497,Fatal/Injury Collision,ROXBURGH RD / 115A AVE,11,2013
50890,8498,Fatal/Injury Collision,100TH AVE / 144TH ST,11,2013
50891,8499,Fatal/Injury Collision,148TH ST / FRASER HWY,11,2013
50892,8500,Fatal/Injury Collision,84TH AVE / 160TH ST,11,2013
50893,8501,Fatal/Injury Collision,FRASER HWY / 144TH ST,11,2013
50894,8502,Fatal/Injury Collision,152ND ST / 70A AVE,11,2013
50895,8503,Fatal/Injury Collision,HARVIE RD / 88TH AVE,11,2013
50896,8504,Fatal/Injury Collision,20TH AVE / 143A ST,11,2013
50897,8505,Fatal/Injury Collision,152ND ST / 24TH AVE,11,2013
50898,8506,Fatal/Injury Collision,148TH ST / KING GEORGE BLVD,11,2013
50899,8507,Fatal/Injury Collision,132ND ST / 132ND ST DVRS,11,2013
50900,8508,Fatal/Injury Collision,WHALLEY BLVD / 108TH AVE,11,2013
50901,8509,Fatal/Injury Collision,132ND ST / 64A AVE,11,2013
50902,8510,Fatal/Injury Collision,184TH ST / 56TH AVE,11,2013
50903,8511,Fatal/Injury Collision,68TH AVE / 135TH ST,11,2013
50904,8512,Fatal/Injury Collision,176TH ST / FRASER HWY,11,2013
50905,8513,Fatal/Injury Collision,130TH ST / 108TH AVE,11,2013
50906,8514,Fatal/Injury Collision,152ND ST / LINCOLN DR,11,2013
50907,8515,Fatal/Injury Collision,88TH AVE / 140TH ST,11,2013
50908,8516,Fatal/Injury Collision,108TH AVE / WHALLEY BLVD,11,2013
50909,8517,Fatal/Injury Collision,88TH AVE / QUEEN MARY BLVD,11,2013
50910,8518,Fatal/Injury Collision,26TH AVE / KING GEORGE BLVD,11,2013
50911,8519,Fatal/Injury Collision,KING GEORGE BLVD / 34TH AVE,11,2013
50912,8520,Fatal/Injury Collision,100TH AVE / WHALLEY BLVD,11,2013
50913,8521,Fatal/Injury Collision,184TH ST / 28TH AVE,11,2013
50914,8522,Fatal/Injury Collision,100TH AVE / 140TH ST,11,2013
50915,8523,Fatal/Injury Collision,168TH ST / 102ND AVE,11,2013
50916,8524,Fatal/Injury Collision,20TH AVE / 152ND ST,11,2013
50917,8525,Fatal/Injury Collision,80TH AVE / 176TH ST,11,2013
50918,8526,Fatal/Injury Collision,104TH AVE / 160TH ST,11,2013
50919,8527,Fatal/Injury Collision,96TH AVE / 120TH ST,11,2013
50920,8528,Fatal/Injury Collision,152ND ST / 24TH AVE,11,2013
50921,8529,Fatal/Injury Collision,144TH ST / 64TH AVE,11,2013
50922,8530,Fatal/Injury Collision,116A AVE / 130B ST,11,2013
50923,8531,Fatal/Injury Collision,FRASER HWY / 152ND ST,11,2013
50924,8532,Fatal/Injury Collision,10500 TIMBERLAND RD ,11,2013
50925,8533,Fatal/Injury Collision,12200  78TH AVE,12,2013
50926,8534,Fatal/Injury Collision,10600  139TH ST,12,2013
50927,8535,Fatal/Injury Collision,11400 126A ST ,12,2013
50928,8536,Fatal/Injury Collision,7600 124TH ST ,12,2013
50929,8537,Fatal/Injury Collision,14000 113TH AVE ,12,2013
50930,8538,Fatal/Injury Collision,17000  FRASER HWY,12,2013
50931,8539,Fatal/Injury Collision,11700 138TH ST ,12,2013
50932,8540,Fatal/Injury Collision,10500 138A ST ,12,2013
50933,8541,Fatal/Injury Collision,8000 164TH ST ,12,2013
50934,8542,Fatal/Injury Collision,14100 110A AVE ,12,2013
50935,8543,Fatal/Injury Collision,9800 KING GEORGE BLVD,12,2013
50936,8544,Fatal/Injury Collision,14600 87A AVE ,12,2013
50937,8545,Fatal/Injury Collision,4600  184TH ST,12,2013
50938,8546,Fatal/Injury Collision,14100 110A AVE ,12,2013
50939,8547,Fatal/Injury Collision,15000 95A AVE ,12,2013
50940,8548,Fatal/Injury Collision,5800 182ND ST ,12,2013
50941,8549,Fatal/Injury Collision,12200 KING GEORGE BLVD,12,2013
50942,8550,Fatal/Injury Collision,12200 KING GEORGE BLVD,12,2013
50943,8551,Fatal/Injury Collision,9600 KING GEORGE BLVD,12,2013
50944,8552,Fatal/Injury Collision,11400 128TH ST ,12,2013
50945,8553,Fatal/Injury Collision,12900  116A AVE,12,2013
50946,8554,Fatal/Injury Collision,9300 STUART CRES ,12,2013
50947,8555,Fatal/Injury Collision,14900 66A AVE ,12,2013
50948,8556,Fatal/Injury Collision,13000 103A AVE ,12,2013
50949,8557,Fatal/Injury Collision,3600 KING GEORGE BLVD,12,2013
50950,8558,Fatal/Injury Collision,7300 144A ST ,12,2013
50951,8559,Fatal/Injury Collision,19000 27TH AVE ,12,2013
50952,8560,Fatal/Injury Collision,13600 55A AVE ,12,2013
50953,8561,Fatal/Injury Collision,13200  88TH AVE,12,2013
50954,8562,Fatal/Injury Collision,12400 KING GEORGE BLVD,12,2013
50955,8563,Fatal/Injury Collision,15500 84TH AVE ,12,2013
50956,8564,Fatal/Injury Collision,9900  120TH ST,12,2013
50957,8565,Fatal/Injury Collision,11800 RIVER RD ,12,2013
50958,8566,Fatal/Injury Collision,14400  FRASER HWY,12,2013
50959,8567,Fatal/Injury Collision,3100 CROYDON DR ,12,2013
50960,8568,Fatal/Injury Collision,3200 140TH ST ,12,2013
50961,8569,Fatal/Injury Collision,13200 72ND AVE ,12,2013
50962,8570,Fatal/Injury Collision,13800 78TH AVE ,12,2013
50963,8571,Fatal/Injury Collision,14700 75TH AVE ,12,2013
50964,8572,Fatal/Injury Collision,14700 75TH AVE ,12,2013
50965,8573,Fatal/Injury Collision,3100 KING GEORGE BLVD,12,2013
50966,8574,Fatal/Injury Collision,8100 130TH ST ,12,2013
50967,8575,Fatal/Injury Collision,8700 129TH ST ,12,2013
50968,8576,Fatal/Injury Collision,15800 26TH AVE ,12,2013
50969,8577,Fatal/Injury Collision,6500 192ND ST ,12,2013
50970,8578,Fatal/Injury Collision,19200 56TH AVE ,12,2013
50971,8579,Fatal/Injury Collision,13400 73RD AVE ,12,2013
50972,8580,Fatal/Injury Collision,12500 75A AVE ,12,2013
50973,8581,Fatal/Injury Collision,18800 86TH AVE ,12,2013
50974,8582,Fatal/Injury Collision,12400 88TH AVE ,12,2013
50975,8583,Fatal/Injury Collision,8700 140TH ST ,12,2013
50976,8584,Fatal/Injury Collision,16000 14TH AVE ,12,2013
50977,8585,Fatal/Injury Collision,15100  FRASER HWY,12,2013
50978,8586,Fatal/Injury Collision,19400 ENTERPRISE WAY ,12,2013
50979,8587,Fatal/Injury Collision,16000 FRASER HWY ,12,2013
50980,8588,Fatal/Injury Collision,15100 FRASER HWY ,12,2013
50981,8589,Fatal/Injury Collision,7400  120TH ST,12,2013
50982,8590,Fatal/Injury Collision,15900 FRASER HWY ,12,2013
50983,8591,Fatal/Injury Collision,12400 KING GEORGE BLVD,12,2013
50984,8592,Fatal/Injury Collision,8800 152ND ST ,12,2013
50985,8593,Fatal/Injury Collision,6800 128TH ST ,12,2013
50986,8594,Fatal/Injury Collision,13300 COMBER WAY ,12,2013
50987,8595,Fatal/Injury Collision,7400 124TH ST ,12,2013
50988,8596,Fatal/Injury Collision,6500  152ND ST,12,2013
50989,8597,Fatal/Injury Collision,10200 170A ST ,12,2013
50990,8598,Fatal/Injury Collision,9200 154TH ST ,12,2013
50991,8599,Fatal/Injury Collision,10300 CITY PKWY ,12,2013
50992,8600,Fatal/Injury Collision,8800 132ND ST ,12,2013
50993,8601,Fatal/Injury Collision,15100  16TH AVE,12,2013
50994,8602,Fatal/Injury Collision,13300 CRESCENT RD ,12,2013
50995,8603,Fatal/Injury Collision,10300 KING GEORGE BLVD,12,2013
50996,8604,Fatal/Injury Collision,13600 20TH AVE ,12,2013
50997,8605,Fatal/Injury Collision,5400 189A ST ,12,2013
50998,8606,Fatal/Injury Collision,15200 100TH AVE ,12,2013
50999,8607,Fatal/Injury Collision,16400 104TH AVE ,12,2013
51000,8608,Fatal/Injury Collision,10100 KING GEORGE BLVD,12,2013
51001,8609,Fatal/Injury Collision,10900 148TH ST ,12,2013
51002,8610,Fatal/Injury Collision,10300 KING GEORGE BLVD,12,2013
51003,8611,Fatal/Injury Collision,13500 88TH AVE ,12,2013
51004,8612,Fatal/Injury Collision,14900 SWALLOW DR ,12,2013
51005,8613,Fatal/Injury Collision,15300  100TH AVE,12,2013
51006,8614,Fatal/Injury Collision,7300 137TH ST ,12,2013
51007,8615,Fatal/Injury Collision,17400  16TH AVE,12,2013
51008,8616,Fatal/Injury Collision,10700 150TH ST ,12,2013
51009,8617,Fatal/Injury Collision,10200 KING GEORGE BLVD,12,2013
51010,8618,Fatal/Injury Collision,7500  132ND ST,12,2013
51011,8619,Fatal/Injury Collision,14400 78TH AVE ,12,2013
51012,8620,Fatal/Injury Collision,7500 KING GEORGE BLVD,12,2013
51013,8621,Fatal/Injury Collision,13300 105TH AVE ,12,2013
51014,8622,Fatal/Injury Collision,15100 16TH AVE ,12,2013
51015,8623,Fatal/Injury Collision,13900  96TH AVE,12,2013
51016,8624,Fatal/Injury Collision,13300 105TH AVE ,12,2013
51017,8625,Fatal/Injury Collision,8000 KING GEORGE BLVD,12,2013
51018,8626,Fatal/Injury Collision,14900 57TH AVE ,12,2013
51019,8627,Fatal/Injury Collision,12400 88TH AVE ,12,2013
51020,8628,Fatal/Injury Collision,14700 107A AVE ,12,2013
51021,8629,Fatal/Injury Collision,10200 152ND ST ,12,2013
51022,8630,Fatal/Injury Collision,6200 148TH ST ,12,2013
51023,8631,Fatal/Injury Collision,14300 104TH AVE ,12,2013
51024,8632,Fatal/Injury Collision,10300 KING GEORGE BLVD,12,2013
51025,8633,Fatal/Injury Collision,6100 188TH ST ,12,2013
51026,8634,Fatal/Injury Collision,7100 168TH ST ,12,2013
51027,8635,Fatal/Injury Collision,13000 109TH AVE ,12,2013
51028,8636,Fatal/Injury Collision,14400 89A AVE ,12,2013
51029,8637,Fatal/Injury Collision,18600 64A AVE ,12,2013
51030,8638,Fatal/Injury Collision,7400 124TH ST ,12,2013
51031,8639,Fatal/Injury Collision,8000 163A ST ,12,2013
51032,8640,Fatal/Injury Collision,12800 104TH AVE ,12,2013
51033,8641,Fatal/Injury Collision,9400  120TH ST,12,2013
51034,8642,Fatal/Injury Collision,100 HWY 99 ,12,2013
51035,8643,Fatal/Injury Collision,12300 104TH AVE ,12,2013
51036,8644,Fatal/Injury Collision,10700 UNIVERSITY DR ,12,2013
51037,8645,Fatal/Injury Collision,12200 KING GEORGE BLVD,12,2013
51038,8646,Fatal/Injury Collision,7300 TODD CRES ,12,2013
51039,8647,Fatal/Injury Collision,13600 100TH AVE ,12,2013
51040,8648,Fatal/Injury Collision,10500 154TH ST ,12,2013
51041,8649,Fatal/Injury Collision,13300 KING GEORGE BLVD,12,2013
51042,8650,Fatal/Injury Collision,138TH ST / HYLAND RD,12,2013
51043,8651,Fatal/Injury Collision,FRASER HWY / 148TH ST,12,2013
51044,8652,Fatal/Injury Collision,152ND ST / 32ND AVE,12,2013
51045,8653,Fatal/Injury Collision,88TH AVE / 184TH ST,12,2013
51046,8654,Fatal/Injury Collision,96TH AVE / KING GEORGE BLVD,12,2013
51047,8655,Fatal/Injury Collision,120TH ST / 101ST AVE,12,2013
51048,8656,Fatal/Injury Collision,140TH ST / 108TH AVE,12,2013
51049,8657,Fatal/Injury Collision,KING GEORGE BLVD / 80TH AVE,12,2013
51050,8658,Fatal/Injury Collision,68TH AVE / 190TH ST,12,2013
51051,8659,Fatal/Injury Collision,144TH ST / 88TH AVE,12,2013
51052,8660,Fatal/Injury Collision,160TH ST / 82ND AVE,12,2013
51053,8661,Fatal/Injury Collision,152ND ST / 70A AVE,12,2013
51054,8662,Fatal/Injury Collision,72ND AVE / 152ND ST,12,2013
51055,8663,Fatal/Injury Collision,152ND ST / 72ND AVE,12,2013
51056,8664,Fatal/Injury Collision,108TH AVE / 148TH ST,12,2013
51057,8665,Fatal/Injury Collision,88TH AVE / 120TH ST,12,2013
51058,8666,Fatal/Injury Collision,HWY 99 / KING GEORGE BLVD ONRP,12,2013
51059,8667,Fatal/Injury Collision,HWY 99 / KING GEORGE BLVD ONRP,12,2013
51060,8668,Fatal/Injury Collision,170A ST / 80TH AVE,12,2013
51061,8669,Fatal/Injury Collision,CRESTVIEW DR / ALPEN PL,12,2013
51062,8670,Fatal/Injury Collision,104TH AVE / 125TH ST,12,2013
51063,8671,Fatal/Injury Collision,133A ST / 96TH AVE,12,2013
51064,8672,Fatal/Injury Collision,160TH ST / 82ND AVE,12,2013
51065,8673,Fatal/Injury Collision,108TH AVE / KING GEORGE BLVD,12,2013
51066,8674,Fatal/Injury Collision,62ND AVE / KING GEORGE BLVD,12,2013
51067,8675,Fatal/Injury Collision,112TH AVE / 124TH ST,12,2013
51068,8676,Fatal/Injury Collision,192ND ST / 96TH AVE,12,2013
51069,8677,Fatal/Injury Collision,152ND ST / 84TH AVE,12,2013
51070,8678,Fatal/Injury Collision,96TH AVE / 176TH ST,12,2013
51071,8679,Fatal/Injury Collision,127TH ST / 107A AVE,12,2013
51072,8680,Fatal/Injury Collision,32ND AVE / 184TH ST,12,2013
51073,8681,Fatal/Injury Collision,176TH ST / 32ND AVE,12,2013
51074,8682,Fatal/Injury Collision,84TH AVE / 144TH ST,12,2013
51075,8683,Fatal/Injury Collision,152ND ST / KING GEORGE BLVD,12,2013
51076,8684,Fatal/Injury Collision,138TH ST / 96TH AVE,12,2013
51077,8685,Fatal/Injury Collision,88TH AVE / 128TH ST,12,2013
51078,8686,Fatal/Injury Collision,56TH AVE / 168TH ST,12,2013
51079,8687,Fatal/Injury Collision,88TH AVE / 120TH ST,12,2013
51080,8688,Fatal/Injury Collision,100TH AVE / 132ND ST,12,2013
51081,8689,Fatal/Injury Collision,164TH ST / 92ND AVE,12,2013
51082,8690,Fatal/Injury Collision,KING GEORGE BLVD OFRP / HWY 99,12,2013
51083,8691,Fatal/Injury Collision,KING GEORGE BLVD / 128TH ST,12,2013
51084,8692,Fatal/Injury Collision,106A AVE / 148TH ST,12,2013
51085,8693,Fatal/Injury Collision,150TH ST / FRASER HWY,12,2013
51086,8694,Fatal/Injury Collision,132ND ST / 64TH AVE,12,2013
51087,8695,Fatal/Injury Collision,64TH AVE / 144TH ST,12,2013
51088,8696,Fatal/Injury Collision,16TH AVE / 162ND ST,12,2013
51089,8697,Fatal/Injury Collision,150TH ST / 86TH AVE,12,2013
51090,8698,Fatal/Injury Collision,152B ST / 96TH AVE,12,2013
51091,8699,Fatal/Injury Collision,146TH ST / 88TH AVE,12,2013
51092,8700,Fatal/Injury Collision,128TH ST / 96TH AVE,12,2013
51093,8701,Fatal/Injury Collision,88TH AVE / 140TH ST,12,2013
51094,8702,Fatal/Injury Collision,92ND AVE / 160A ST,12,2013
51095,8703,Fatal/Injury Collision,172ND ST / 56TH AVE,12,2013
51096,8704,Fatal/Injury Collision,FRASER HWY / 152ND ST,12,2013
51097,8705,Fatal/Injury Collision,64TH AVE / 146TH ST,12,2013
51098,8706,Fatal/Injury Collision,88TH AVE / 152ND ST,12,2013
51099,8707,Fatal/Injury Collision,120TH ST / 99TH AVE,12,2013
51100,8708,Fatal/Injury Collision,144TH ST / 29TH AVE,12,2013
51101,8709,Fatal/Injury Collision,80TH AVE / 192ND ST,12,2013
51102,8710,Fatal/Injury Collision,120TH ST / 100A AVE,12,2013
51103,8711,Fatal/Injury Collision,128TH ST / 96TH AVE,12,2013
51104,8712,Fatal/Injury Collision,72ND AVE / KING GEORGE BLVD,12,2013
51105,8713,Fatal/Injury Collision,148TH ST / 24TH AVE,12,2013
51106,8714,Fatal/Injury Collision,84TH AVE / 156TH ST,12,2013
51107,8715,Fatal/Injury Collision,86TH AVE / 128TH ST,12,2013
51108,8716,Fatal/Injury Collision,132ND ST / 96TH AVE,12,2013
51109,8717,Fatal/Injury Collision,144TH ST / 104TH AVE,12,2013
51110,8718,Fatal/Injury Collision,60TH AVE / ENTERPRISE WAY,12,2013
51111,8719,Fatal/Injury Collision,144TH ST / 78TH AVE,12,2013
51112,8720,Fatal/Injury Collision,144TH ST / 64TH AVE,12,2013
51113,8721,Fatal/Injury Collision,94TH AVE / 184TH ST,12,2013
51114,8722,Fatal/Injury Collision,56TH AVE / 176TH ST,12,2013
51115,8723,Fatal/Injury Collision,160TH ST / 92ND AVE,12,2013
51116,8724,Fatal/Injury Collision,123RD ST / 84TH AVE,12,2013
51117,8725,Fatal/Injury Collision,20TH AVE / 154TH ST,12,2013
51118,8726,Fatal/Injury Collision,KING GEORGE BLVD / 88TH AVE,12,2013
51119,8727,Fatal/Injury Collision,104TH AVE OFRP / TRANS CANADA HWY,12,2013
51120,8728,Fatal/Injury Collision,32ND AVE / 136A ST,12,2013
51121,8729,Fatal/Injury Collision,152ND ST / 56TH AVE,12,2013
51122,8730,Fatal/Injury Collision,162A ST / 96TH AVE,12,2013
51123,8731,Fatal/Injury Collision,64TH AVE / 144TH ST,12,2013
51124,8732,Fatal/Injury Collision,98TH AVE / 134TH ST,12,2013
51125,8733,Fatal/Injury Collision,160TH ST / 24TH AVE,12,2013
51126,8734,Fatal/Injury Collision,KING GEORGE BLVD / 72ND AVE,12,2013
51127,8735,Fatal/Injury Collision,129TH ST / 116TH AVE,12,2013
51128,8736,Fatal/Injury Collision,80TH AVE / 120A ST,12,2013
51129,8737,Fatal/Injury Collision,KING GEORGE BLVD / 62ND AVE,12,2013
51130,8738,Fatal/Injury Collision,72ND AVE / KING GEORGE BLVD,12,2013
51131,8739,Fatal/Injury Collision,84TH AVE / KING GEORGE BLVD,12,2013
51132,8740,Fatal/Injury Collision,80TH AVE / 120TH ST,12,2013
51133,8741,Fatal/Injury Collision,102ND AVE / KING GEORGE BLVD,12,2013
51134,8742,Fatal/Injury Collision,120TH ST / 80TH AVE,12,2013
51135,8743,Fatal/Injury Collision,102ND AVE / UNIVERSITY DR,12,2013
51136,8744,Fatal/Injury Collision,132ND ST / 56TH AVE,12,2013
51137,8745,Fatal/Injury Collision,110TH AVE / 154TH ST,12,2013
51138,8746,Fatal/Injury Collision,152ND ST / 64TH AVE,12,2013
51139,8747,Fatal/Injury Collision,16TH AVE / 184TH ST,12,2013
51140,8748,Fatal/Injury Collision,76TH AVE / KING GEORGE BLVD,12,2013
51141,8749,Fatal/Injury Collision,105TH AVE / KING GEORGE BLVD,12,2013
51142,8750,Fatal/Injury Collision,152ND ST / 64TH AVE,12,2013
51143,8751,Fatal/Injury Collision,104TH AVE / 138A ST,12,2013
51144,8752,Fatal/Injury Collision,176TH ST / 68A AVE,12,2013
51145,8753,Fatal/Injury Collision,17TH AVE / 154TH ST,12,2013
51146,8754,Fatal/Injury Collision,140TH ST / 24TH AVE,12,2013
51147,8755,Fatal/Injury Collision,KING GEORGE BLVD / 32ND AVE DVRS,12,2013
51148,8756,Fatal/Injury Collision,128TH ST / 84TH AVE,12,2013
51149,8757,Fatal/Injury Collision,124TH ST / 64TH AVE,12,2013
51150,8758,Fatal/Injury Collision,24TH AVE / 176TH ST,12,2013
51151,8759,Fatal/Injury Collision,128TH ST / 80TH AVE,12,2013
51152,8760,Fatal/Injury Collision,128TH ST / 88TH AVE,12,2013
51153,8761,Fatal/Injury Collision,148TH ST / 24TH AVE,12,2013
51154,8762,Fatal/Injury Collision,192ND ST / 32ND AVE,12,2013
51155,8763,Fatal/Injury Collision,142ND ST / 68TH AVE,12,2013
51156,8764,Fatal/Injury Collision,KING GEORGE BLVD / 152ND ST,12,2013
51157,8765,Fatal/Injury Collision,134A ST / 64TH AVE,12,2013
51158,8766,Fatal/Injury Collision,132ND ST / 88TH AVE,12,2013
51159,8767,Fatal/Injury Collision,132ND ST / 108TH AVE,12,2013
51160,8768,Fatal/Injury Collision,124TH ST / 78TH AVE,12,2013
51161,8769,Fatal/Injury Collision,20TH AVE / 168TH ST,12,2013
51162,8770,Fatal/Injury Collision,KING GEORGE BLVD / 60TH AVE,12,2013
51163,8771,Fatal/Injury Collision,FRASER HWY / 64TH AVE,12,2013
51164,8772,Fatal/Injury Collision,120TH ST / WADE RD,12,2013
51165,8773,Fatal/Injury Collision,106TH AVE / KING GEORGE BLVD,12,2013
51166,8774,Fatal/Injury Collision,141ST ST / 83RD AVE,12,2013
51167,8775,Fatal/Injury Collision,100TH AVE / 148TH ST,12,2013
51168,8776,Fatal/Injury Collision,58TH AVE / 148TH ST,12,2013
51169,8777,Fatal/Injury Collision,84TH AVE / 140TH ST,12,2013
51170,8778,Fatal/Injury Collision,156TH ST / 100TH AVE,12,2013
51171,8779,Fatal/Injury Collision,76TH AVE / 128TH ST,12,2013
51172,8780,Fatal/Injury Collision,CROYDON DR / 28TH AVE,12,2013
51173,8781,Fatal/Injury Collision,105TH AVE / 150TH ST,12,2013
51174,8782,Fatal/Injury Collision,132ND ST / 108TH AVE,12,2013
51175,8783,Fatal/Injury Collision,132ND ST / 108TH AVE,12,2013
51176,8784,Fatal/Injury Collision,SCOTT RD / 110TH AVE,12,2013
51177,8785,Fatal/Injury Collision,154TH ST / 104TH AVE,12,2013
51178,8786,Fatal/Injury Collision,157TH ST / 111TH AVE,12,2013
51179,8787,Fatal/Injury Collision,61ST AVE / 148TH ST,12,2013
51180,8788,Fatal/Injury Collision,91ST AVE / 124TH ST,12,2013
51181,8789,Fatal/Injury Collision,123A ST / 78TH AVE,12,2013
51182,8790,Fatal/Injury Collision,128TH ST / 60TH AVE,12,2013
51183,8791,Fatal/Injury Collision,140TH ST / 84TH AVE,12,2013
51184,8792,Fatal/Injury Collision,176TH ST / 32ND AVE,12,2013
51185,8793,Fatal/Injury Collision,134TH ST / 92ND AVE,12,2013
51186,8794,Fatal/Injury Collision,96TH AVE / 128TH ST,12,2013
51187,8795,Fatal/Injury Collision,82ND AVE / 152ND ST,12,2013
51188,8796,Fatal/Injury Collision,84TH AVE / 150TH ST,12,2013
51189,8797,Fatal/Injury Collision,68TH AVE / 132ND ST,12,2013
51190,8798,Fatal/Injury Collision,184TH ST / 32ND AVE,12,2013
51191,8799,Fatal/Injury Collision,105A AVE / KING GEORGE BLVD,12,2013
51192,8800,Fatal/Injury Collision,128TH ST / 88TH AVE,12,2013
51193,8801,Fatal/Injury Collision,72ND AVE / 134TH ST,12,2013
51194,8802,Fatal/Injury Collision,156TH ST / 104TH AVE,12,2013
51195,8803,Fatal/Injury Collision,32ND AVE DVRS / KING GEORGE BLVD,12,2013
51196,8804,Fatal/Injury Collision,104TH AVE / 150TH ST,12,2013
51197,8805,Fatal/Injury Collision,151ST ST / FRASER HWY,12,2013
51198,8806,Fatal/Injury Collision,156TH ST / 19TH AVE,12,2013
51199,8807,Fatal/Injury Collision,140TH ST / 100A AVE,12,2013
51200,8808,Fatal/Injury Collision,79TH AVE / KING GEORGE BLVD,12,2013
51201,8809,Fatal/Injury Collision,108TH AVE / 140TH ST,12,2013
51202,8810,Fatal/Injury Collision,102ND AVE / WHALLEY BLVD,12,2013
51203,8811,Fatal/Injury Collision,126TH ST / 72ND AVE,12,2013
51204,8812,Fatal/Injury Collision,168TH ST / 56TH AVE,12,2013
51205,8813,Fatal/Injury Collision,60TH AVE / 128TH ST,12,2013
51206,8814,Fatal/Injury Collision,88TH AVE / 128TH ST,12,2013
51207,8815,Fatal/Injury Collision,148TH ST / 24TH AVE,12,2013
51208,8816,Fatal/Injury Collision,195A ST / FRASER HWY,12,2013
51209,8817,Fatal/Injury Collision,140TH ST / 88TH AVE,12,2013
51210,8818,Fatal/Injury Collision,150TH ST / 24TH AVE,12,2013
51211,8819,Fatal/Injury Collision,FRASER HWY / 144TH ST,12,2013
51212,8820,Fatal/Injury Collision,152ND ST / 102A AVE,12,2013
51213,8821,Fatal/Injury Collision,128A ST / 111TH AVE,12,2013
51214,8822,Fatal/Injury Collision,64TH AVE / 128TH ST,12,2013
51215,8823,Fatal/Injury Collision,194TH ST / 68TH AVE,12,2013
51216,8824,Fatal/Injury Collision,192ND ST / 54TH AVE,12,2013
51217,8825,Fatal/Injury Collision,BARNSTON DR E / 100TH AVE,12,2013
51218,8826,Fatal/Injury Collision,102ND AVE / WHALLEY BLVD,12,2013
51219,8827,Fatal/Injury Collision,100TH AVE / MALL ACCESS,12,2013
51220,8828,Fatal/Injury Collision,152ND ST / 29A AVE,12,2013
51221,8829,Fatal/Injury Collision,88TH AVE / FRASER HWY,12,2013
51222,8830,Fatal/Injury Collision,152ND ST / 40TH AVE,12,2013
51223,8831,Fatal/Injury Collision,102A AVE / 152ND ST,12,2013
51224,8832,Fatal/Injury Collision,148TH ST / 74TH AVE,12,2013
51225,8833,Fatal/Injury Collision,120TH ST / 99TH AVE,12,2013
51226,8834,Fatal/Injury Collision,91A AVE / 144TH ST,12,2013
51227,8835,Fatal/Injury Collision,96TH AVE / FRASER HWY,12,2013
51228,8836,Fatal/Injury Collision,152ND ST / 102A AVE,12,2013
51229,8837,Fatal/Injury Collision,72ND AVE / 144TH ST,12,2013
51230,8838,Fatal/Injury Collision,92ND AVE / 152ND ST,12,2013
51231,8839,Fatal/Injury Collision,KING GEORGE BLVD / COLEBROOK RD,12,2013
51232,8840,Fatal/Injury Collision,128TH ST / 82ND AVE,12,2013
51233,8841,Fatal/Injury Collision,106A AVE / 132A ST,12,2013
51234,8842,Fatal/Injury Collision,177B ST / 58A AVE,12,2013
51235,8843,Fatal/Injury Collision,FRASER HWY / 144TH ST,12,2013
51236,8844,Fatal/Injury Collision,101ST AVE / 152ND ST,12,2013
51237,8845,Fatal/Injury Collision,104TH AVE / 146TH ST,12,2013
51238,8846,Fatal/Injury Collision,56TH AVE / 176TH ST,12,2013
51239,8847,Fatal/Injury Collision,105TH AVE / 152ND ST,12,2013
51240,8848,Fatal/Injury Collision,134TH ST / 98B AVE,12,2013
51241,8849,Fatal/Injury Collision,164TH ST / 32ND AVE,12,2013
51242,8850,Fatal/Injury Collision,FRASER HWY / 148TH ST,12,2013
51243,8851,Fatal/Injury Collision,137TH ST / 74TH AVE,12,2013
51244,8852,Fatal/Injury Collision,62ND AVE / KING GEORGE BLVD,12,2013
51245,8853,Fatal/Injury Collision,104TH AVE / SCOTT RD,12,2013
51246,8854,Fatal/Injury Collision,184TH ST / FRASER HWY,12,2013
51247,8855,Fatal/Injury Collision,176TH ST / GOLDEN EARS WAY,12,2013
51248,8856,Fatal/Injury Collision,106TH AVE / KING GEORGE BLVD,12,2013
51249,8857,Fatal/Injury Collision,74TH AVE / KING GEORGE BLVD,12,2013
51250,8858,Fatal/Injury Collision,FRASER HWY / 96TH AVE,12,2013
51251,8859,Fatal/Injury Collision,152ND ST / 102A AVE,12,2013
51252,8860,Fatal/Injury Collision,16TH AVE / 152ND ST,12,2013
51253,8861,Fatal/Injury Collision,138TH ST / 64TH AVE,12,2013
51254,8862,Fatal/Injury Collision,84TH AVE / 132ND ST,12,2013
